# Year,C_FDBK,AG_FDBK,FULL_FDBK,CONTROL
2.031000000000000000e+03,3.415225963183594615e+00,3.736388126074218885e+00,3.736388126074218885e+00,3.415225963183594615e+00
2.032000000000000000e+03,3.414792284912109288e+00,3.725150392529297250e+00,3.725150392529297250e+00,3.414792284912109288e+00
2.033000000000000000e+03,3.407678776977538959e+00,3.704416594848633171e+00,3.704416594848633171e+00,3.407678776977538959e+00
2.034000000000000000e+03,3.373894205639648813e+00,3.668559020068359988e+00,3.668559020068359988e+00,3.373894205639648813e+00
2.035000000000000000e+03,4.820327293579101280e+00,4.878431020019531772e+00,4.948099650659179893e+00,4.733685596777344351e+00
2.036000000000000000e+03,5.141498464819336256e+00,5.080390269213867604e+00,5.187844402514649289e+00,5.042822526562501295e+00
2.037000000000000000e+03,4.956472671020508258e+00,4.915723561743164716e+00,5.025347322363281855e+00,4.867471378564452777e+00
2.038000000000000000e+03,4.774189011987304276e+00,4.761816281103516069e+00,4.861191568798829188e+00,4.682734591552734749e+00
2.039000000000000000e+03,4.624248643066405151e+00,4.613296906494141147e+00,4.717173140991211433e+00,4.544535632739258979e+00
2.040000000000000000e+03,4.113888331420898048e+00,4.377567349951172027e+00,4.269302352465820682e+00,4.104069702978515366e+00
2.041000000000000000e+03,3.921693442382813366e+00,4.265996992822265632e+00,4.012320658227539028e+00,3.888557914526367121e+00
2.042000000000000000e+03,3.832389211376953320e+00,4.156378313818359871e+00,3.858355908325195482e+00,3.761135361035156333e+00
2.043000000000000000e+03,3.751012241674805292e+00,4.039506522509766384e+00,3.749252021630860909e+00,3.690053327856445797e+00
2.044000000000000000e+03,3.660512165112304039e+00,3.899516624560547040e+00,3.647302069042969386e+00,3.608746289208983882e+00
2.045000000000000000e+03,3.601649301635742706e+00,3.666954481127929988e+00,3.904712249853516060e+00,3.459306932446289284e+00
2.046000000000000000e+03,3.490638648706054781e+00,3.501458468920898515e+00,4.006829146948242659e+00,3.313491081811522854e+00
2.047000000000000000e+03,3.402692435961914175e+00,3.415039853686522964e+00,3.928690060620117386e+00,3.249052032788085853e+00
2.048000000000000000e+03,3.321330887768555229e+00,3.343788883959960323e+00,3.842700483032226888e+00,3.196258671093750170e+00
2.049000000000000000e+03,3.237416788183593575e+00,3.237388646484375077e+00,3.729888287402344016e+00,3.102195973535156082e+00
2.050000000000000000e+03,3.204210976611328476e+00,3.394873613012695746e+00,3.608375608081054953e+00,3.080819529052734929e+00
2.051000000000000000e+03,3.149285917456054573e+00,3.488147430029297613e+00,3.476088516796875361e+00,3.029936126000976504e+00
2.052000000000000000e+03,3.073291836767578111e+00,3.416967863964843755e+00,3.370745166503906098e+00,2.963332603784179842e+00
2.053000000000000000e+03,3.008936704614257884e+00,3.342056048217772801e+00,3.286361839746094304e+00,2.910758353417969069e+00
2.054000000000000000e+03,2.932715024999999809e+00,3.271938049511718738e+00,3.224016973608399006e+00,2.857838247949219035e+00
2.055000000000000000e+03,3.004257582202148669e+00,3.241580992382813164e+00,3.245475253271485006e+00,2.817783426928711421e+00
2.056000000000000000e+03,2.960072936499023921e+00,3.127314107153320588e+00,3.142385755664062863e+00,2.754030981115722643e+00
2.057000000000000000e+03,2.879998989038086155e+00,3.064881235913085700e+00,3.051178070800780961e+00,2.687351847033691676e+00
2.058000000000000000e+03,2.846120802648926418e+00,3.015625115148925506e+00,2.990439124914550995e+00,2.645566486193847933e+00
2.059000000000000000e+03,2.768745657458496101e+00,2.927157400634766038e+00,2.922379906530760962e+00,2.593898299731445256e+00
2.060000000000000000e+03,2.810595162084960741e+00,2.796665041406250385e+00,2.892153268762207130e+00,2.570092217797851575e+00
2.061000000000000000e+03,2.827543199523925743e+00,2.783285643933105735e+00,2.931199575183105477e+00,2.554073805981445400e+00
2.062000000000000000e+03,2.748725913867188009e+00,2.734379850805664258e+00,2.853429283081054368e+00,2.493461063342285566e+00
2.063000000000000000e+03,2.708881739978027614e+00,2.674521346179199899e+00,2.801011643261719364e+00,2.457708207165527625e+00
2.064000000000000000e+03,2.650329304321288770e+00,2.601215854760741575e+00,2.749531720166015880e+00,2.422678870239257876e+00
2.065000000000000000e+03,2.561786962756347652e+00,2.374151370446777598e+00,2.787539060522461032e+00,2.204797849584960723e+00
2.066000000000000000e+03,2.519159792871093817e+00,2.262993150585937308e+00,2.793114437585449306e+00,2.100209363854980360e+00
2.067000000000000000e+03,2.490458594128417857e+00,2.229272819934082328e+00,2.762903351184081924e+00,2.066866716467285592e+00
2.068000000000000000e+03,2.455957275952148411e+00,2.201910457324219195e+00,2.734485908532715115e+00,2.053643643786621009e+00
2.069000000000000000e+03,2.414833609899902367e+00,2.177090332580565946e+00,2.684163483874512313e+00,2.042625775012206990e+00
2.070000000000000000e+03,2.494690693835449391e+00,2.389148362902831835e+00,3.042550881958007825e+00,2.064010666882324152e+00
2.071000000000000000e+03,2.543465839196777711e+00,2.539634180603027591e+00,3.209666521728515853e+00,2.052206360156250131e+00
2.072000000000000000e+03,2.515810151184081800e+00,2.510996431530761797e+00,3.157293939477538558e+00,2.032223682897949413e+00
2.073000000000000000e+03,2.485280250219726650e+00,2.481747628820801133e+00,3.134803140527344212e+00,2.021688729492187697e+00
2.074000000000000000e+03,2.450903746069335920e+00,2.423708572521972471e+00,3.054411256201171820e+00,2.009773112365722980e+00
2.075000000000000000e+03,2.542629609777832034e+00,2.603367033947753928e+00,3.123994921875000497e+00,2.012957168115234285e+00
2.076000000000000000e+03,2.575847259887695362e+00,2.653051882214355395e+00,3.140146872290039415e+00,2.011293791125488450e+00
2.077000000000000000e+03,2.559627638085937296e+00,2.632836564953613401e+00,3.100882540209960680e+00,1.998013718518066417e+00
2.078000000000000000e+03,2.535738642224121264e+00,2.605892271569823837e+00,3.072175848852539914e+00,1.991002030444335658e+00
2.079000000000000000e+03,2.493035696008301105e+00,2.566327616564942016e+00,3.027740144018554957e+00,1.970439067419433199e+00
2.080000000000000000e+03,2.693537021337890192e+00,2.548351115771484654e+00,3.069338479101562545e+00,2.013735815222168046e+00
2.081000000000000000e+03,2.759740408300781489e+00,2.494842390527344467e+00,3.062772040209960966e+00,2.037727526110839626e+00
2.082000000000000000e+03,2.732763346765136880e+00,2.453707407019043440e+00,3.004083270043945930e+00,2.028470457128906723e+00
2.083000000000000000e+03,2.684403286193847826e+00,2.426253230566406405e+00,2.963837474450683906e+00,2.015768425122070440e+00
2.084000000000000000e+03,2.620819757153320051e+00,2.387885832421875243e+00,2.914010145153809184e+00,1.997868782043457303e+00
2.085000000000000000e+03,2.478856588989257315e+00,2.516220741027832553e+00,2.769106416613769550e+00,1.945127490930175673e+00
2.086000000000000000e+03,2.438684340380859350e+00,2.660202992724609139e+00,2.716200241589355358e+00,1.919154803356933447e+00
2.087000000000000000e+03,2.423016915051269926e+00,2.663060802978515440e+00,2.704384517541503996e+00,1.915203324023437625e+00
2.088000000000000000e+03,2.411653003967285880e+00,2.650454839489746028e+00,2.685544254382324247e+00,1.902470705419921915e+00
2.089000000000000000e+03,2.394472984387207237e+00,2.632803342956543169e+00,2.646547691967773730e+00,1.892658676684570329e+00
2.090000000000000000e+03,2.387937149890136723e+00,2.780506466235352026e+00,2.872594616088866903e+00,1.839611914453125330e+00
2.091000000000000000e+03,2.373805169604492615e+00,2.737618999804687814e+00,3.036557985424805040e+00,1.807590348193359508e+00
2.092000000000000000e+03,2.365040985424805342e+00,2.695148194921875184e+00,3.035866577124024079e+00,1.803604097790527661e+00
2.093000000000000000e+03,2.355301871520996126e+00,2.673532506774902728e+00,3.030184916894531177e+00,1.797231635705566433e+00
2.094000000000000000e+03,2.332351992150879294e+00,2.640646697937012455e+00,2.990367709057617507e+00,1.789441368750000150e+00
2.095000000000000000e+03,2.380564505566406641e+00,2.654549732922363070e+00,3.017303482543945758e+00,1.780402216662597459e+00
2.096000000000000000e+03,2.370001705114746393e+00,2.784338250732422360e+00,2.949125149072265639e+00,1.773711714221191338e+00
2.097000000000000000e+03,2.348539843139648031e+00,2.762551487329101274e+00,2.913061853540039436e+00,1.766551654687500417e+00
2.098000000000000000e+03,2.334016035571289116e+00,2.741452472790527395e+00,2.896795371972655797e+00,1.757882481372070371e+00
2.099000000000000000e+03,2.311297436315917775e+00,2.700251923315430069e+00,2.862668872924804653e+00,1.753623792004394666e+00
2.100000000000000000e+03,nan,nan,nan,nan
