"","scenario","region","sector","year","alloc_thous_km2","prod_Mt_EJ","price_1975_usd_perkg_perGJ","tot_price","prod_alloc_a","prod_alloc_b","prod_alloc_r2","prod_alloc_slp_pval","prod_alloc_y","price_prod_a","price_prod_b","price_prod_r2","price_prod_slp_pval","price_prod_y","price_alloc_a","price_alloc_b","price_alloc_r2","price_alloc_slp_pval","price_alloc_y"
"1780","CONTROL","Australia_NZ","SugarCrop",2090,4.33938814000006,56.479589941,0.0108942,615299948.735242,-79.83,30.933,0.95,0,54.401678654978,0,1e-04,0.82,0,0.0104451263541333,0,0.00303,0.7,2e-05,0.0101904441145622
"1781","CONTROL","Australia_NZ","SugarCrop",2095,4.30696992390006,56.510448172,0.0109923,621179799.441076,-79.83,30.933,0.95,0,53.3988802387943,0,1e-04,0.82,0,0.0104483189717907,0,0.00303,0.7,2e-05,0.0100922701556451
"1782","CONTROL","Australia_NZ","SugarCrop",2100,4.26039148530006,56.322642168,0.0110762,623840849.181202,-79.83,30.933,0.95,0,51.9580611538605,0,1e-04,0.82,0,0.010428888409989,0,0.00303,0.7,2e-05,0.00995121397589011
"1783","CONTROL","Australia_NZ","Vegetables",2015,2.616861684,2.860657283,0.2173,621620827.5959,-2.9,2.201,0.99,0,2.86074268213404,0.2,0.00562,0.92,0,0.213743346950691,0.18,0.01221,0.89,0,0.213871827039018
"1784","CONTROL","Australia_NZ","Vegetables",2020,2.734368133,3.132312871,0.217265,680541955.917815,-2.9,2.201,0.99,0,3.11940513668521,0.2,0.00562,0.92,0,0.215270059746007,0.18,0.01221,0.89,0,0.215306863927208
"1785","CONTROL","Australia_NZ","Vegetables",2025,2.844786914,3.402555267,0.217121,738766202.126307,-2.9,2.201,0.99,0,3.362465778591,0.2,0.00562,0.92,0,0.216788830358633,0.18,0.01221,0.89,0,0.216655343310531
"1786","CONTROL","Australia_NZ","Vegetables",2030,2.911847525,3.649459072,0.217,791932618.624,-2.9,2.201,0.99,0,3.51008373822282,0.2,0.00562,0.92,0,0.218176437368969,0.18,0.01221,0.89,0,0.217474314961436
"1787","CONTROL","Australia_NZ","Vegetables",2035,3.052109314,3.868680479,0.217671,842099548.544409,-2.9,2.201,0.99,0,3.8188366529031,0.2,0.00562,0.92,0,0.219408468447505,0.18,0.01221,0.89,0,0.219187249382751
"1788","CONTROL","Australia_NZ","Vegetables",2040,3.178419131,4.082640674,0.218859,893522655.270966,-2.9,2.201,0.99,0,4.0968776249278,0.2,0.00562,0.92,0,0.220610931352096,0.18,0.01221,0.89,0,0.220729796606993
"1789","CONTROL","Australia_NZ","Vegetables",2045,3.303662447,4.290406277,0.220028,944009512.315756,-2.9,2.201,0.99,0,4.37257094906772,0.2,0.00562,0.92,0,0.221778580458312,0.18,0.01221,0.89,0,0.222259319284164
"1790","CONTROL","Australia_NZ","Vegetables",2050,3.417330925,4.48573847,0.221256,992496550.91832,-2.9,2.201,0.99,0,4.62278502476136,0.2,0.00562,0.92,0,0.222876353416291,0.18,0.01221,0.89,0,0.223647485298392
"1791","CONTROL","Australia_NZ","Vegetables",2055,3.503748281,4.6849879,0.222578,1042775236.8062,-2.9,2.201,0.99,0,4.81301224725859,0.2,0.00562,0.92,0,0.223996141367203,0.18,0.01221,0.89,0,0.224702849448149
"1792","CONTROL","Australia_NZ","Vegetables",2060,3.583288183,4.878358435,0.224059,1093040112.58767,-2.9,2.201,0.99,0,4.9881003931533,0.2,0.00562,0.92,0,0.225082889746631,0.18,0.01221,0.89,0,0.225674223312515
"1793","CONTROL","Australia_NZ","Vegetables",2065,3.650548163,5.060739203,0.225624,1141824221.93767,-2.9,2.201,0.99,0,5.13615721614403,0.2,0.00562,0.92,0,0.226107875296073,0.18,0.01221,0.89,0,0.226495629739314
"1794","CONTROL","Australia_NZ","Vegetables",2070,3.7175230076,5.227383383,0.226612,1184587803.1884,-2.9,2.201,0.99,0,5.28358638147793,0.2,0.00562,0.92,0,0.227044420734892,0.18,0.01221,0.89,0,0.227313553975811
"1795","CONTROL","Australia_NZ","Vegetables",2075,3.7716294734,5.375689663,0.227658,1223818757.29925,-2.9,2.201,0.99,0,5.40268887644752,0.2,0.00562,0.92,0,0.227877906609299,0.18,0.01221,0.89,0,0.227974324299256
"1796","CONTROL","Australia_NZ","Vegetables",2080,3.8162108113,5.507729437,0.228818,1260267634.31547,-2.9,2.201,0.99,0,5.50082407146469,0.2,0.00562,0.92,0,0.228619974217554,0.18,0.01221,0.89,0,0.228518769859102
"1797","CONTROL","Australia_NZ","Vegetables",2085,3.8512172006,5.622129326,0.230099,1293646335.78327,-2.9,2.201,0.99,0,5.57788229812688,0.2,0.00562,0.92,0,0.229262905127258,0.18,0.01221,0.89,0,0.228946282224554
"1798","CONTROL","Australia_NZ","Vegetables",2090,3.8758212327,5.712459585,0.231096,1320126560.25516,-2.9,2.201,0.99,0,5.63204221351027,0.2,0.00562,0.92,0,0.229770563972912,0.18,0.01221,0.89,0,0.229246756742865
"1799","CONTROL","Australia_NZ","Vegetables",2095,3.8923074955,5.777254796,0.231683,1338491722.90167,-2.9,2.201,0.99,0,5.66833279363173,0.2,0.00562,0.92,0,0.230134715060093,0.18,0.01221,0.89,0,0.229448093737283
"1800","CONTROL","Australia_NZ","Vegetables",2100,3.8952735861,5.822073893,0.23221,1351943778.69353,-2.9,2.201,0.99,0,5.674861935492,0.2,0.00562,0.92,0,0.230386599769582,0.18,0.01221,0.89,0,0.229484316850661
"1801","CONTROL","Australia_NZ","Wheat",2015,126.995905301214,24.392427390276,0.0605,1475741857.1117,-46.61,0.591,0.65,6e-05,28.4415011109066,0.03,9e-04,0.5,0.00109,0.0511233586452617,0.05,0.00015,0.02,0.5393,0.0669979025926384
"1802","CONTROL","Australia_NZ","Wheat",2020,136.818153080494,29.4052764388,0.059299,1743703487.5444,-46.61,0.591,0.65,6e-05,34.2460117490431,0.03,9e-04,0.5,0.00109,0.0556353176580094,0.05,0.00015,0.02,0.5393,0.0684251450333784
"1803","CONTROL","Australia_NZ","Wheat",2025,148.171031354139,35.321388086046,0.0585508,2068095529.54846,-46.61,0.591,0.65,6e-05,40.9550567857456,0.03,9e-04,0.5,0.00109,0.0609602841608552,0.05,0.00015,0.02,0.5393,0.0700747989680798
"1804","CONTROL","Australia_NZ","Wheat",2030,155.964370048686,40.808357203341,0.0575073,2346778440.19969,-46.61,0.591,0.65,6e-05,45.5605725877929,0.03,9e-04,0.5,0.00109,0.0658989885825925,0.05,0.00015,0.02,0.5393,0.0712072264928041
"1805","CONTROL","Australia_NZ","Wheat",2035,161.445940233675,43.353442524147,0.0582229,2524163148.73916,-46.61,0.591,0.65,6e-05,48.799936241353,0.03,9e-04,0.5,0.00109,0.0681897658512205,0.05,0.00015,0.02,0.5393,0.072003737615891
"1806","CONTROL","Australia_NZ","Wheat",2040,165.572170551266,46.021931224598,0.0606395,2790746898.49401,-46.61,0.591,0.65,6e-05,51.2383544437915,0.03,9e-04,0.5,0.00109,0.0705916158821845,0.05,0.00015,0.02,0.5393,0.0726033082194708
"1807","CONTROL","Australia_NZ","Wheat",2045,168.907276308673,48.569360049509,0.0629667,3058252323.42942,-46.61,0.591,0.65,6e-05,53.2092532933417,0.03,9e-04,0.5,0.00109,0.0728845024891081,0.05,0.00015,0.02,0.5393,0.0730879227993808
"1808","CONTROL","Australia_NZ","Wheat",2050,170.551780934271,50.694771992326,0.0652003,3305314342.33125,-46.61,0.591,0.65,6e-05,54.1810822278433,0.03,9e-04,0.5,0.00109,0.0747975406592916,0.05,0.00015,0.02,0.5393,0.0733268810142813
"1809","CONTROL","Australia_NZ","Wheat",2055,171.674702282003,52.182346497056,0.0686604,3582860783.42646,-46.61,0.591,0.65,6e-05,54.8446786932522,0.03,9e-04,0.5,0.00109,0.0761364748918567,0.05,0.00015,0.02,0.5393,0.0734900494703323
"1810","CONTROL","Australia_NZ","Wheat",2060,170.586178522987,53.06069402961,0.0723445,3838649379.22512,-46.61,0.591,0.65,6e-05,54.2014096695974,0.03,9e-04,0.5,0.00109,0.0769270568598094,0.05,0.00015,0.02,0.5393,0.0733318792284964
"1811","CONTROL","Australia_NZ","Wheat",2065,168.500930817012,53.585309424777,0.0760665,4076046939.3598,-46.61,0.591,0.65,6e-05,52.9691212194919,0.03,9e-04,0.5,0.00109,0.0773992520401424,0.05,0.00015,0.02,0.5393,0.0730288779102338
"1812","CONTROL","Australia_NZ","Wheat",2070,167.438852211882,54.017608315946,0.0781748,4222815726.57742,-46.61,0.591,0.65,6e-05,52.3414801030644,0.03,9e-04,0.5,0.00109,0.077788355094978,0.05,0.00015,0.02,0.5393,0.0728745503372885
"1813","CONTROL","Australia_NZ","Wheat",2075,165.193751545608,54.029201297172,0.0803105,4339112170.77653,-46.61,0.591,0.65,6e-05,51.014725678424,0.03,9e-04,0.5,0.00109,0.0777987896912767,0.05,0.00015,0.02,0.5393,0.0725483212473037
"1814","CONTROL","Australia_NZ","Wheat",2080,162.236179878568,53.747752609342,0.0826459,4442031387.37642,-46.61,0.591,0.65,6e-05,49.266932648747,0.03,9e-04,0.5,0.00109,0.077545463702126,0.05,0.00015,0.02,0.5393,0.0721185650550771
"1815","CONTROL","Australia_NZ","Wheat",2085,158.597364968094,53.2243349413523,0.0851232,4530625708.07972,-46.61,0.591,0.65,6e-05,47.1165552267264,0.03,9e-04,0.5,0.00109,0.0770743465705991,0.05,0.00015,0.02,0.5393,0.0715898193757855
"1816","CONTROL","Australia_NZ","Wheat",2090,155.166194082031,52.6209775544943,0.0868425,4569737243.27617,-46.61,0.591,0.65,6e-05,45.088886167977,0.03,9e-04,0.5,0.00109,0.0765312773951283,0.05,0.00015,0.02,0.5393,0.0710912458496369
"1817","CONTROL","Australia_NZ","Wheat",2095,152.227590213365,52.0201344806527,0.0875264,4553135098.6074,-46.61,0.591,0.65,6e-05,43.3523022617022,0.03,9e-04,0.5,0.00109,0.0759904712994281,0.05,0.00015,0.02,0.5393,0.0706642458133794
"1818","CONTROL","Australia_NZ","Wheat",2100,149.307410766023,51.3991524165673,0.0881232,4529457788.23564,-46.61,0.591,0.65,6e-05,41.6266063672125,0.03,9e-04,0.5,0.00109,0.0754315385261323,0.05,0.00015,0.02,0.5393,0.0702399229765421
"1819","CONTROL","Brazil","BioenergyCrop",2015,0,0,1.46489,0,0.05,0.014,0.85,0,0.046857601653913,1.31,1.81935,0.23,0.04428,1.31023666467077,2.15,0.00811,0.02,0.58594,2.14611140029172
"1820","CONTROL","Brazil","BioenergyCrop",2020,0,0,1.48249,0,0.05,0.014,0.85,0,0.046857601653913,1.31,1.81935,0.23,0.04428,1.31023666467077,2.15,0.00811,0.02,0.58594,2.14611140029172
"1821","CONTROL","Brazil","BioenergyCrop",2025,23.5370166486,0.2565376816437,1.3526,346992868.191269,0.05,0.014,0.85,0,0.384352220914407,1.31,1.81935,0.23,0.04428,1.77696861822785,2.15,0.00811,0.02,0.58594,2.33697478806815
"1822","CONTROL","Brazil","BioenergyCrop",2030,41.0520324016,0.47112812339796,1.32893,626096297.027251,0.05,0.014,0.85,0,0.635498050530493,1.31,1.81935,0.23,0.04428,2.16738384086851,2.15,0.00811,0.02,0.58594,2.47900533057423
"1823","CONTROL","Brazil","BioenergyCrop",2035,60.913401139,0.7193530408428,1.33974,963746042.938733,0.05,0.014,0.85,0,0.920287970174782,1.31,1.81935,0.23,0.04428,2.61899196291228,2.15,0.00811,0.02,0.58594,2.64006262087115
"1824","CONTROL","Brazil","BioenergyCrop",2040,55.033879161956,0.704775460331674,1.45438,1025011333.99718,0.05,0.014,0.85,0,0.835982169626598,1.31,1.81935,0.23,0.04428,2.59247023485074,2.15,0.00811,0.02,0.58594,2.59238514756183
"1825","CONTROL","Brazil","BioenergyCrop",2045,59.49450637414,0.819658120232688,1.64511,1348427770.176,0.05,0.014,0.85,0,0.899942598644206,1.31,1.81935,0.23,0.04428,2.80148205698105,2.15,0.00811,0.02,0.58594,2.6285566995489
"1826","CONTROL","Brazil","BioenergyCrop",2050,63.093771797388,0.93226607603067,1.94376,1812101507.94537,0.05,0.014,0.85,0,0.951552058405912,1.31,1.81935,0.23,0.04428,3.00635539511567,2.15,0.00811,0.02,0.58594,2.65774340585258
"1827","CONTROL","Brazil","BioenergyCrop",2055,58.26298372985,0.900800660772792,2.3053,2076615763.27952,0.05,0.014,0.85,0,0.882283934755294,1.31,1.81935,0.23,0.04428,2.94910877684619,2.15,0.00811,0.02,0.58594,2.61857019244301
"1828","CONTROL","Brazil","BioenergyCrop",2060,51.032575118496,0.819245885462736,2.51702,2062058278.62742,0.05,0.014,0.85,0,0.778607923567536,1.31,1.81935,0.23,0.04428,2.80073205745555,2.15,0.00811,0.02,0.58594,2.5599382807112
"1829","CONTROL","Brazil","BioenergyCrop",2065,45.043918507292,0.746014048390124,2.68356,2001973459.6978,0.05,0.014,0.85,0,0.692737253845239,1.31,1.81935,0.23,0.04428,2.66749767972018,2.15,0.00811,0.02,0.58594,2.51137582667937
"1830","CONTROL","Brazil","BioenergyCrop",2070,42.945487142366,0.725527317769516,2.80109,2032267314.53101,0.05,0.014,0.85,0,0.662648083874239,1.31,1.81935,0.23,0.04428,2.63022513658621,2.15,0.00811,0.02,0.58594,2.49435949341565
"1831","CONTROL","Brazil","BioenergyCrop",2075,41.549424443702,0.7163934455373,2.97685,2132595828.34771,0.05,0.014,0.85,0,0.642630098758126,1.31,1.81935,0.23,0.04428,2.61360742178046,2.15,0.00811,0.02,0.58594,2.48303871898645
"1832","CONTROL","Brazil","BioenergyCrop",2080,41.075075339496,0.72299110722256,3.25279,2351738243.66247,0.05,0.014,0.85,0,0.635828460610409,1.31,1.81935,0.23,0.04428,2.62561088071694,2.15,0.00811,0.02,0.58594,2.4791921874413
"1833","CONTROL","Brazil","BioenergyCrop",2085,41.188475577032,0.739471442983564,3.61587,2673832606.54098,0.05,0.014,0.85,0,0.637454493788813,1.31,1.81935,0.23,0.04428,2.65559438745063,2.15,0.00811,0.02,0.58594,2.48011175825326
"1834","CONTROL","Brazil","BioenergyCrop",2090,41.813377890256,0.762443954263044,3.95761,3017455817.83097,0.05,0.014,0.85,0,0.646414897370338,1.31,1.81935,0.23,0.04428,2.69738943681291,2.15,0.00811,0.02,0.58594,2.48517913677077
"1835","CONTROL","Brazil","BioenergyCrop",2095,42.501473361558,0.78313603006206,4.1957,3285803841.33139,0.05,0.014,0.85,0,0.656281420497251,1.31,1.81935,0.23,0.04428,2.73503557479524,2.15,0.00811,0.02,0.58594,2.49075895322445
"1836","CONTROL","Brazil","BioenergyCrop",2100,42.989285686994,0.799750549979534,4.4065,3524100798.48482,0.05,0.014,0.85,0,0.66327610625125,1.31,1.81935,0.23,0.04428,2.76526320953806,2.15,0.00811,0.02,0.58594,2.49471465901426
"1837","CONTROL","Brazil","Corn",2015,147.6283294,81.8125466,0.0433,3542483267.78,104.48,-0.012,0,0.90044,102.773816955903,0.06,1e-05,0,0.98652,0.0578338084374895,0.14,-0.00066,0.99,0,0.0432926958623664
"1838","CONTROL","Brazil","Corn",2020,149.239178024,89.3782339186,0.0426682,3813608360.48561,104.48,-0.012,0,0.90044,102.755181415063,0.06,1e-05,0,0.98652,0.057892937541457,0.14,-0.00066,0.99,0,0.0422265511703937
"1839","CONTROL","Brazil","Corn",2025,151.316860042,97.5675932719,0.0417742,4075808154.859,104.48,-0.012,0,0.90044,102.731145185014,0.06,1e-05,0,0.98652,0.0579569409109114,0.14,-0.00066,0.99,0,0.0408514314837298
"1840","CONTROL","Brazil","Corn",2030,151.369240549,104.4785416452,0.0409533,4278741059.55837,104.48,-0.012,0,0.90044,102.730539206859,0.06,1e-05,0,0.98652,0.0580109529481091,0.14,-0.00066,0.99,0,0.0408167632978625
"1841","CONTROL","Brazil","Corn",2035,153.880188254,108.8400624834,0.0411705,4480999792.47282,104.48,-0.012,0,0.90044,102.701490624759,0.06,1e-05,0,0.98652,0.0580450401114081,0.14,-0.00066,0.99,0,0.0391548854977876
"1842","CONTROL","Brazil","Corn",2040,145.509912225,109.3422927913,0.0441165,4823799259.92739,104.48,-0.012,0,0.90044,102.798324441705,0.06,1e-05,0,0.98652,0.0580489652575107,0.14,-0.00066,0.99,0,0.04469477622725
"1843","CONTROL","Brazil","Corn",2045,141.005840424,111.4837468604,0.0471826,5260093034.61551,104.48,-0.012,0,0.90044,102.850431022514,0.06,1e-05,0,0.98652,0.0580657016431107,0.14,-0.00066,0.99,0,0.0476758088155115
"1844","CONTROL","Brazil","Corn",2050,135.992118215,112.6456222999,0.0502683,5662503935.45806,104.48,-0.012,0,0.90044,102.908433632813,0.06,1e-05,0,0.98652,0.0580747821999413,0.14,-0.00066,0.99,0,0.050994154959594
"1845","CONTROL","Brazil","Corn",2055,129.5469161455,111.6245983522,0.0544654,6079678399.09191,104.48,-0.012,0,0.90044,102.982996707581,0.06,1e-05,0,0.98652,0.0580668024581658,0.14,-0.00066,0.99,0,0.0552599300750893
"1846","CONTROL","Brazil","Corn",2060,121.7575877734,108.98622638072,0.0590451,6435102635.27225,104.48,-0.012,0,0.90044,103.073109673403,0.06,1e-05,0,0.98652,0.0580461824451998,0.14,-0.00066,0.99,0,0.0604153189640374
"1847","CONTROL","Brazil","Corn",2065,114.7834132549,106.2829375776,0.0636596,6765929293.01498,104.48,-0.012,0,0.90044,103.153792309954,0.06,1e-05,0,0.98652,0.0580250550792431,0.14,-0.00066,0.99,0,0.0650311959825289
"1848","CONTROL","Brazil","Corn",2070,111.2754030934,105.26808897445,0.0659329,6940630383.54352,104.48,-0.012,0,0.90044,103.194375680521,0.06,1e-05,0,0.98652,0.0580171236004441,0.14,-0.00066,0.99,0,0.0673529823734701
"1849","CONTROL","Brazil","Corn",2075,107.8110176175,104.13106945494,0.0684504,7127813356.61842,104.48,-0.012,0,0.90044,103.234454367035,0.06,1e-05,0,0.98652,0.0580082373033305,0.14,-0.00066,0.99,0,0.0696458956435616
"1850","CONTROL","Brazil","Corn",2080,104.5364396083,102.95909266843,0.0713838,7349611279.22467,104.48,-0.012,0,0.90044,103.272337214198,0.06,1e-05,0,0.98652,0.0579990778001236,0.14,-0.00066,0.99,0,0.0718131843080234
"1851","CONTROL","Brazil","Corn",2085,101.2862792965,101.56020097488,0.0747192,7588496968.68225,104.48,-0.012,0,0.90044,103.309937578582,0.06,1e-05,0,0.98652,0.057988144859215,0.14,-0.00066,0.99,0,0.0739643120507914
"1852","CONTROL","Brazil","Corn",2090,98.7170302131,100.39913767604,0.0771636,7747158899.97888,104.48,-0.012,0,0.90044,103.33966063605,0.06,1e-05,0,0.98652,0.0579790706496133,0.14,-0.00066,0.99,0,0.0756647767821209
"1853","CONTROL","Brazil","Corn",2095,96.8293388418,99.48788903674,0.0783364,7793523070.73768,104.48,-0.012,0,0.90044,103.361498907579,0.06,1e-05,0,0.98652,0.057971948849139,0.14,-0.00066,0.99,0,0.0769141506249571
"1854","CONTROL","Brazil","Corn",2100,94.8492380828,98.3080508351,0.0794035,7806003314.48486,104.48,-0.012,0,0.90044,103.384406242268,0.06,1e-05,0,0.98652,0.057962727905588,0.14,-0.00066,0.99,0,0.0782246858809247
"1855","CONTROL","Brazil","FiberCrop",2015,11.7557294,4.0531397,0.323,1309164123.1,2.64,0.205,0.52,0.00079,5.04603350533023,1.09,-0.14222,0.54,5e-04,0.518191960399765,0.97,-0.05472,0.99,0,0.330329989120229
"1856","CONTROL","Brazil","FiberCrop",2020,11.948782318,4.4363565153,0.319688,1418249941.66323,2.64,0.205,0.52,0.00079,5.08555756653722,1.09,-0.14222,0.54,5e-04,0.463691901660138,0.97,-0.05472,0.99,0,0.319766553900202
"1857","CONTROL","Brazil","FiberCrop",2025,12.201111551,4.8519745234,0.315433,1530472879.83963,2.64,0.205,0.52,0.00079,5.13721737128261,1.09,-0.14222,0.54,5e-04,0.404583832936784,0.97,-0.05472,0.99,0,0.305959647822177
"1858","CONTROL","Brazil","FiberCrop",2030,12.331008606,5.225845815,0.311039,1625441856.45178,2.64,0.205,0.52,0.00079,5.16381142231077,1.09,-0.14222,0.54,5e-04,0.351412869294938,0.97,-0.05472,0.99,0,0.29885196387738
"1859","CONTROL","Brazil","FiberCrop",2035,12.518248627,5.4691027134,0.31098,1700781561.81313,2.64,0.205,0.52,0.00079,5.20214539895858,1.09,-0.14222,0.54,5e-04,0.316817531297463,0.97,-0.05472,0.99,0,0.288606597721194
"1860","CONTROL","Brazil","FiberCrop",2040,11.898569713,5.4083996442,0.330213,1785923871.71021,2.64,0.205,0.52,0.00079,5.07527745218338,1.09,-0.14222,0.54,5e-04,0.325450557576557,0.97,-0.05472,0.99,0,0.322514078286994
"1861","CONTROL","Brazil","FiberCrop",2045,11.290001681,5.3414546698,0.34793,1858452323.26351,2.64,0.205,0.52,0.00079,4.95068425569314,1.09,-0.14222,0.54,5e-04,0.33497129072671,0.97,-0.05472,0.99,0,0.355813595588315
"1862","CONTROL","Brazil","FiberCrop",2050,10.720649141,5.2804934566,0.365891,1932085031.32883,2.64,0.205,0.52,0.00079,4.83411971539793,1.09,-0.14222,0.54,5e-04,0.343641029547117,0.97,-0.05472,0.99,0,0.386967326575422
"1863","CONTROL","Brazil","FiberCrop",2055,10.2014848686,5.117189054,0.395839,2025582997.94631,2.64,0.205,0.52,0.00079,4.72783030681814,1.09,-0.14222,0.54,5e-04,0.366865739890718,0.97,-0.05472,0.99,0,0.41537486486526
"1864","CONTROL","Brazil","FiberCrop",2060,9.5986436685,4.9026189189,0.430015,2108199674.41078,2.64,0.205,0.52,0.00079,4.60440957462879,1.09,-0.14222,0.54,5e-04,0.397381324019157,0.97,-0.05472,0.99,0,0.448361022397569
"1865","CONTROL","Brazil","FiberCrop",2065,9.0511373064,4.69540576616,0.465386,2185176107.89014,2.64,0.205,0.52,0.00079,4.492317640505,1.09,-0.14222,0.54,5e-04,0.426850618019507,0.97,-0.05472,0.99,0,0.478319378109116
"1866","CONTROL","Brazil","FiberCrop",2070,8.8022571113,4.59930761737,0.485162,2231409282.25846,2.64,0.205,0.52,0.00079,4.4413639633151,1.09,-0.14222,0.54,5e-04,0.440517436762115,0.97,-0.05472,0.99,0,0.491937560344966
"1867","CONTROL","Brazil","FiberCrop",2075,8.5103338899,4.47674540384,0.506314,2266638872.39985,2.64,0.205,0.52,0.00079,4.38159801214539,1.09,-0.14222,0.54,5e-04,0.457947903197714,0.97,-0.05472,0.99,0,0.50791096323588
"1868","CONTROL","Brazil","FiberCrop",2080,8.1826118716,4.33177786066,0.52947,2293546423.88365,2.64,0.205,0.52,0.00079,4.31450291073818,1.09,-0.14222,0.54,5e-04,0.478564795002068,0.97,-0.05472,0.99,0,0.525843198326409
"1869","CONTROL","Brazil","FiberCrop",2085,7.83148931,4.17043239156,0.554913,2314227149.69773,2.64,0.205,0.52,0.00079,4.24261697521538,1.09,-0.14222,0.54,5e-04,0.501510911122883,0.97,-0.05472,0.99,0,0.54505586018191
"1870","CONTROL","Brazil","FiberCrop",2090,7.5403144973,4.03005681381,0.573855,2312668252.88894,2.64,0.205,0.52,0.00079,4.18300424706646,1.09,-0.14222,0.54,5e-04,0.521474746026618,0.97,-0.05472,0.99,0,0.560988311778731
"1871","CONTROL","Brazil","FiberCrop",2095,7.3184364986,3.91746527744,0.583464,2285699960.63625,2.64,0.205,0.52,0.00079,4.13757877672415,1.09,-0.14222,0.54,5e-04,0.537487209730608,0.97,-0.05472,0.99,0,0.573128992636074
"1872","CONTROL","Brazil","FiberCrop",2100,7.0996393656,3.80508701081,0.592239,2253520926.1951,2.64,0.205,0.52,0.00079,4.09278405739954,1.09,-0.14222,0.54,5e-04,0.553469342789143,0.97,-0.05472,0.99,0,0.585101095232177
"1873","CONTROL","Brazil","Fruits",2015,23.3350838,40.4347769,0.0804,3250956062.76,49.72,-0.05,0,0.84434,48.5655301630088,0.07,0.00036,0.06,0.3158,0.0827773840324906,0.12,-0.0014,0.95,0,0.083582197512492
"1874","CONTROL","Brazil","Fruits",2020,24.333946899,43.27787302,0.0806384,3489858435.73597,49.72,-0.05,0,0.84434,48.5160578893111,0.07,0.00036,0.06,0.3158,0.0838068608020944,0.12,-0.0014,0.95,0,0.0821835289903468
"1875","CONTROL","Brazil","Fruits",2025,25.11532971,45.784455327,0.0807293,3696147029.42998,49.72,-0.05,0,0.84434,48.4773571060635,0.07,0.00036,0.06,0.3158,0.0847144869066091,0.12,-0.0014,0.95,0,0.0810893895205984
"1876","CONTROL","Brazil","Fruits",2030,25.616798822,47.856006928,0.080792,3866382511.72698,49.72,-0.05,0,0.84434,48.4525200516317,0.07,0.00036,0.06,0.3158,0.0854645896679132,0.12,-0.0014,0.95,0,0.0803872021412821
"1877","CONTROL","Brazil","Fruits",2035,26.020892106,49.719629946,0.0808513,4019896716.65303,49.72,-0.05,0,0.84434,48.432505883959,0.07,0.00036,0.06,0.3158,0.0861394020989224,0.12,-0.0014,0.95,0,0.0798213662855909
"1878","CONTROL","Brazil","Fruits",2040,25.1594619217,50.69458245297,0.0817917,4146396079.61859,49.72,-0.05,0,0.84434,48.4751713001625,0.07,0.00036,0.06,0.3158,0.0864924295433103,0.12,-0.0014,0.95,0,0.0810275929286738
"1879","CONTROL","Brazil","Fruits",2045,24.3993761809,51.36832807049,0.0826973,4248022036.94373,49.72,-0.05,0,0.84434,48.5128172697055,0.07,0.00036,0.06,0.3158,0.0867363908561129,0.12,-0.0014,0.95,0,0.082091910952688
"1880","CONTROL","Brazil","Fruits",2050,23.5831188299,51.71414421572,0.0836153,4324093682.84069,49.72,-0.05,0,0.84434,48.5532453394949,0.07,0.00036,0.06,0.3158,0.0868616098684297,0.12,-0.0014,0.95,0,0.0832348838625456
"1881","CONTROL","Brazil","Fruits",2055,22.6581758366,51.60431900119,0.0848658,4379441815.49119,49.72,-0.05,0,0.84434,48.5990564551173,0.07,0.00036,0.06,0.3158,0.0868218424802362,0.12,-0.0014,0.95,0,0.084530044982025
"1882","CONTROL","Brazil","Fruits",2060,21.6650018962,51.201564363219,0.0862863,4417993543.11402,49.72,-0.05,0,0.84434,48.6482469528522,0.07,0.00036,0.06,0.3158,0.0866760062066314,0.12,-0.0014,0.95,0,0.08592074720022
"1883","CONTROL","Brazil","Fruits",2065,20.73773318086,50.671933596947,0.0877144,4444658252.29605,49.72,-0.05,0,0.84434,48.6941732581913,0.07,0.00036,0.06,0.3158,0.0864842284589467,0.12,-0.0014,0.95,0,0.0872191649363588
"1884","CONTROL","Brazil","Fruits",2070,20.19523134103,50.456348149243,0.0883714,4458898124.83601,49.72,-0.05,0,0.84434,48.7210426054806,0.07,0.00036,0.06,0.3158,0.086406165600391,0.12,-0.0014,0.95,0,0.0879788088228291
"1885","CONTROL","Brazil","Fruits",2075,19.61338279199,50.058007471488,0.089083,4459317479.58257,49.72,-0.05,0,0.84434,48.7498607395147,0.07,0.00036,0.06,0.3158,0.0862619276088394,0.12,-0.0014,0.95,0,0.0887935483512118
"1886","CONTROL","Brazil","Fruits",2080,19.00530814632,49.480789185204,0.0898896,4447808347.54231,49.72,-0.05,0,0.84434,48.7799778149471,0.07,0.00036,0.06,0.3158,0.0860529185596765,0.12,-0.0014,0.95,0,0.0896450112462419
"1887","CONTROL","Brazil","Fruits",2085,18.38568113632,48.751725883245,0.0908019,4426749338.47782,49.72,-0.05,0,0.84434,48.8106670626127,0.07,0.00036,0.06,0.3158,0.08578892687552,0.12,-0.0014,0.95,0,0.0905126504604902
"1888","CONTROL","Brazil","Fruits",2090,17.86138811156,48.082167992948,0.0914261,4395965099.14006,49.72,-0.05,0,0.84434,48.8366345530973,0.07,0.00036,0.06,0.3158,0.0855464819264672,0.12,-0.0014,0.95,0,0.0912467972628361
