"","scenario","region","sector","year","alloc_thous_km2","prod_Mt_EJ","price_1975_usd_perkg_perGJ","tot_price","prod_alloc_a","prod_alloc_b","prod_alloc_r2","prod_alloc_slp_pval","prod_alloc_y","price_prod_a","price_prod_b","price_prod_r2","price_prod_slp_pval","price_prod_y","price_alloc_a","price_alloc_b","price_alloc_r2","price_alloc_slp_pval","price_alloc_y"
"1","CONTROL","Africa_Eastern","BioenergyCrop",2015,0,0,1.7892,0,0.09,0.01,0.91,0,0.0865587504577234,3.36,-0.85174,0.04,0.40504,3.36451276416814,3.74,-0.01915,0.19,0.07381,3.73827085447639
"2","CONTROL","Africa_Eastern","BioenergyCrop",2020,0,0,2.03188,0,0.09,0.01,0.91,0,0.0865587504577234,3.36,-0.85174,0.04,0.40504,3.36451276416814,3.74,-0.01915,0.19,0.07381,3.73827085447639
"3","CONTROL","Africa_Eastern","BioenergyCrop",2025,35.307742256236,0.30741674666921,1.49678,460135238.07954,0.09,0.01,0.91,0,0.453805107382046,3.36,-0.85174,0.04,0.40504,3.10267240586983,3.74,-0.01915,0.19,0.07381,3.06209389283496
"4","CONTROL","Africa_Eastern","BioenergyCrop",2030,60.486053141543,0.56294442676809,1.47561,830686425.583261,0.09,0.01,0.91,0,0.715692227748795,3.36,-0.85174,0.04,0.40504,2.88502824680188,3.74,-0.01915,0.19,0.07381,2.57990520939731
"5","CONTROL","Africa_Eastern","BioenergyCrop",2035,88.86533340804,0.87729903069825,1.48726,1304771756.39628,0.09,0.01,0.91,0,1.01087358526436,3.36,-0.85174,0.04,0.40504,2.61727861046094,3.74,-0.01915,0.19,0.07381,2.03641490732961
"6","CONTROL","Africa_Eastern","BioenergyCrop",2040,79.439043820821,0.85533658868386,1.71119,1463643417.18993,0.09,0.01,0.91,0,0.91282793609492,3.36,-0.85174,0.04,0.40504,2.63598498787356,3.74,-0.01915,0.19,0.07381,2.21693734930229
"7","CONTROL","Africa_Eastern","BioenergyCrop",2045,78.155362462461,0.91618730481563,1.96003,1795754603.05778,0.09,0.01,0.91,0,0.899475983458353,3.36,-0.85174,0.04,0.40504,2.58415575772496,3.74,-0.01915,0.19,0.07381,2.24152107245039
"8","CONTROL","Africa_Eastern","BioenergyCrop",2050,75.135353476392,0.95257212690723,2.30218,2192992499.12329,0.09,0.01,0.91,0,0.868063969346443,3.36,-0.85174,0.04,0.40504,2.55316520514021,3.74,-0.01915,0.19,0.07381,2.29935712680669
"9","CONTROL","Africa_Eastern","BioenergyCrop",2055,65.036707765438,0.85972069745671,2.76563,2377669352.5072,0.09,0.01,0.91,0,0.76302494361938,3.36,-0.85174,0.04,0.40504,2.63225084969033,3.74,-0.01915,0.19,0.07381,2.49275583024036
"10","CONTROL","Africa_Eastern","BioenergyCrop",2060,52.428206130597,0.71735955984786,3.05512,2191619538.48239,0.09,0.01,0.91,0,0.631880157921509,3.36,-0.85174,0.04,0.40504,2.75350608930603,3.74,-0.01915,0.19,0.07381,2.73422067000343
"11","CONTROL","Africa_Eastern","BioenergyCrop",2065,42.459881457889,0.59788746617513,3.27361,1957250388.14557,0.09,0.01,0.91,0,0.528196640178477,3.36,-0.85174,0.04,0.40504,2.85526572391559,3.74,-0.01915,0.19,0.07381,2.9251236011773
"12","CONTROL","Africa_Eastern","BioenergyCrop",2070,37.927443355345,0.543030207350187,3.40551,1849294801.43314,0.09,0.01,0.91,0,0.48105339977912,3.36,-0.85174,0.04,0.40504,2.90199006298174,3.74,-0.01915,0.19,0.07381,3.01192411656468
"13","CONTROL","Africa_Eastern","BioenergyCrop",2075,34.0073716723051,0.494876012137545,3.58356,1773417882.05562,0.09,0.01,0.91,0,0.440279565133141,3.36,-0.85174,0.04,0.40504,2.9430051080782,3.74,-0.01915,0.19,0.07381,3.08699723058081
"14","CONTROL","Africa_Eastern","BioenergyCrop",2080,30.8429268208376,0.455968979068279,3.84863,1754855891.91155,0.09,0.01,0.91,0,0.407365230510566,3.36,-0.85174,0.04,0.40504,2.97614393863821,3.74,-0.01915,0.19,0.07381,3.14759936960795
"15","CONTROL","Africa_Eastern","BioenergyCrop",2085,28.1639863254249,0.42256973262968,4.18468,1768319108.74077,0.09,0.01,0.91,0,0.379500771485759,3.36,-0.85174,0.04,0.40504,3.00459154518252,3.74,-0.01915,0.19,0.07381,3.19890363685507
"16","CONTROL","Africa_Eastern","BioenergyCrop",2090,26.1759466481703,0.397059371284763,4.47439,1776598480.28283,0.09,0.01,0.91,0,0.358822577915797,3.36,-0.85174,0.04,0.40504,3.0263198414684,3.74,-0.01915,0.19,0.07381,3.2369764940441
"17","CONTROL","Africa_Eastern","BioenergyCrop",2095,24.7798730029735,0.378393691259513,4.65336,1760802067.15937,0.09,0.01,0.91,0,0.344301599585442,3.36,-0.85174,0.04,0.40504,3.04221822175721,3.74,-0.01915,0.19,0.07381,3.26371263675144
"18","CONTROL","Africa_Eastern","BioenergyCrop",2100,23.4294175729343,0.359914364503131,4.80194,1728287183.48216,0.09,0.01,0.91,0,0.330255109915517,3.36,-0.85174,0.04,0.40504,3.05795787677414,3.74,-0.01915,0.19,0.07381,3.28957514710085
"19","CONTROL","Africa_Eastern","Corn",2015,59.7636066,14.806323,0.0744,1101590431.2,91.7,-1.06,0.39,0.00585,28.3488021353634,-0.1,0.00903,0.71,1e-05,0.0300182683479797,1.03,-0.01464,0.64,7e-05,0.159198991046844
"20","CONTROL","Africa_Eastern","Corn",2020,62.48561594,16.769495996,0.0752534,1261961589.98539,91.7,-1.06,0.39,0.00585,25.4631643613536,-0.1,0.00903,0.71,1e-05,0.047739640933642,1.03,-0.01464,0.64,7e-05,0.119359095893402
"21","CONTROL","Africa_Eastern","Corn",2025,64.36820482,18.635854619,0.075237,1402105793.9697,91.7,-1.06,0.39,0.00585,23.4674072178243,-0.1,0.00903,0.71,1e-05,0.0645870795465591,1.03,-0.01464,0.64,7e-05,0.091805133276862
"22","CONTROL","Africa_Eastern","Corn",2030,66.4294908,20.678636381,0.0750154,1551216179.57527,91.7,-1.06,0.39,0.00585,21.2822109367105,-0.1,0.00903,0.71,1e-05,0.0830270727562038,1.03,-0.01464,0.64,7e-05,0.0616357227176537
"23","CONTROL","Africa_Eastern","Corn",2035,68.34256586,22.876816807,0.0745542,1705562775.59244,91.7,-1.06,0.39,0.00585,19.2541349942335,-0.1,0.00903,0.71,1e-05,0.102869834662071,1.03,-0.01464,0.64,7e-05,0.0336355580264252
"24","CONTROL","Africa_Eastern","Corn",2040,66.01003903,24.693024455,0.0844442,2085182695.68291,91.7,-1.06,0.39,0.00585,21.7268772551176,-0.1,0.00903,0.71,1e-05,0.119264565278637,1.03,-0.01464,0.64,7e-05,0.0677749061117584
"25","CONTROL","Africa_Eastern","Corn",2045,64.02028255,26.470368022,0.0928504,2457784258.98991,91.7,-1.06,0.39,0.00585,23.8362441758676,-0.1,0.00903,0.71,1e-05,0.135308473598338,1.03,-0.01464,0.64,7e-05,0.0968973960235969
"26","CONTROL","Africa_Eastern","Corn",2050,62.09743005,28.145763802,0.100953,2841399293.10331,91.7,-1.06,0.39,0.00585,25.8746853106247,-0.1,0.00903,0.71,1e-05,0.150432109114068,1.03,-0.01464,0.64,7e-05,0.125040665361362
"27","CONTROL","Africa_Eastern","Corn",2055,61.20305517,29.136792043,0.115862,3375846999.68607,91.7,-1.06,0.39,0.00585,26.8228238419398,-0.1,0.00903,0.71,1e-05,0.159378025106931,1.03,-0.01464,0.64,7e-05,0.138130922225459
"28","CONTROL","Africa_Eastern","Corn",2060,59.72550202,29.657625471,0.133543,3960568278.27375,91.7,-1.06,0.39,0.00585,28.3891972999923,-0.1,0.00903,0.71,1e-05,0.164079538041075,1.03,-0.01464,0.64,7e-05,0.15975669760933
"29","CONTROL","Africa_Eastern","Corn",2065,58.496062576,30.016648564,0.152456,4576218173.47318,91.7,-1.06,0.39,0.00585,29.6925421667164,-0.1,0.00903,0.71,1e-05,0.167320404745575,1.03,-0.01464,0.64,7e-05,0.177751029159443
"30","CONTROL","Africa_Eastern","Corn",2070,58.322854087,30.5093716429,0.164369,5014794907.57183,91.7,-1.06,0.39,0.00585,29.8761627558498,-0.1,0.00903,0.71,1e-05,0.171768168279677,1.03,-0.01464,0.64,7e-05,0.180286144649328
"31","CONTROL","Africa_Eastern","Corn",2075,58.22710602,30.9920652123,0.177932,5514480147.35496,91.7,-1.06,0.39,0.00585,29.9776665364811,-0.1,0.00903,0.71,1e-05,0.17612539640245,1.03,-0.01464,0.64,7e-05,0.18168753328322
"32","CONTROL","Africa_Eastern","Corn",2080,58.1659037235,31.4314787253,0.193367,6077810746.67509,91.7,-1.06,0.39,0.00585,30.0425478930735,-0.1,0.00903,0.71,1e-05,0.180091939645921,1.03,-0.01464,0.64,7e-05,0.182583302831061
"33","CONTROL","Africa_Eastern","Corn",2085,58.0378693149,31.77870583156,0.210738,6696980909.53129,91.7,-1.06,0.39,0.00585,30.1782788475563,-0.1,0.00903,0.71,1e-05,0.183226325120055,1.03,-0.01464,0.64,7e-05,0.184457241079435
"34","CONTROL","Africa_Eastern","Corn",2090,58.07262781697,32.15353355034,0.225095,7237599634.51378,91.7,-1.06,0.39,0.00585,30.1414309039922,-0.1,0.00903,0.71,1e-05,0.18660985865147,1.03,-0.01464,0.64,7e-05,0.183948508409855
"35","CONTROL","Africa_Eastern","Corn",2095,58.3312123108,32.58751120682,0.234757,7650146368.37944,91.7,-1.06,0.39,0.00585,29.8673020932626,-0.1,0.00903,0.71,1e-05,0.190527332944364,1.03,-0.01464,0.64,7e-05,0.180163811946436
"36","CONTROL","Africa_Eastern","Corn",2100,58.2796874625,32.823387656931,0.244204,8015602559.37318,91.7,-1.06,0.39,0.00585,29.9219242601927,-0.1,0.00903,0.71,1e-05,0.192656566824984,1.03,-0.01464,0.64,7e-05,0.180917940348533
"37","CONTROL","Africa_Eastern","FiberCrop",2015,6.726808,0.3858854,0.4909,189431142.86,0.2,0.061,0.04,0.43383,0.608314144799651,-0.58,2.21689,0.52,0.00072,0.278517705817714,3.23,-0.3068,0.11,0.18908,1.16241022105138
"38","CONTROL","Africa_Eastern","FiberCrop",2020,7.14720062321,0.42675574609,0.505676,215800138.659807,0.2,0.061,0.04,0.43383,0.633781528650034,-0.58,2.21689,0.52,0.00072,0.369122773159145,3.23,-0.3068,0.11,0.18908,1.03343382274662
"39","CONTROL","Africa_Eastern","FiberCrop",2025,7.60461394238,0.48268642775,0.510909,246608840.115325,0.2,0.061,0.04,0.43383,0.661491626150391,-0.58,2.21689,0.52,0.00072,0.493114949958852,3.23,-0.3068,0.11,0.18908,0.893099480072628
"40","CONTROL","Africa_Eastern","FiberCrop",2030,8.04384287659,0.54297381405,0.512758,278414166.94465,0.2,0.061,0.04,0.43383,0.688100113664532,-0.58,2.21689,0.52,0.00072,0.626765462325982,3.23,-0.3068,0.11,0.18908,0.75834410417407
"41","CONTROL","Africa_Eastern","FiberCrop",2035,8.51695167673,0.60380087062,0.516868,312085348.395618,0.2,0.061,0.04,0.43383,0.716761043354872,-0.58,2.21689,0.52,0.00072,0.761612364394531,3.23,-0.3068,0.11,0.18908,0.613194390122446
"42","CONTROL","Africa_Eastern","FiberCrop",2040,8.14756360896,0.63429504471,0.567296,359833041.683804,0.2,0.061,0.04,0.43383,0.694383515319728,-0.58,2.21689,0.52,0.00072,0.829214598318892,3.23,-0.3068,0.11,0.18908,0.726522597915308
"43","CONTROL","Africa_Eastern","FiberCrop",2045,7.96470884803,0.67413692388,0.612292,412768645.396333,0.2,0.061,0.04,0.43383,0.68330617445224,-0.58,2.21689,0.52,0.00072,0.917539667484144,3.23,-0.3068,0.11,0.18908,0.782622413125073
"44","CONTROL","Africa_Eastern","FiberCrop",2050,7.83730068415,0.71677080303,0.657347,471167137.059361,0.2,0.061,0.04,0.43383,0.675587788267373,-0.58,2.21689,0.52,0.00072,1.01205429388114,3.23,-0.3068,0.11,0.18908,0.821711220075086
"45","CONTROL","Africa_Eastern","FiberCrop",2055,7.69969747591,0.72764167663,0.739562,538136133.651836,0.2,0.061,0.04,0.43383,0.667251786325822,-0.58,2.21689,0.52,0.00072,1.03615382639841,3.23,-0.3068,0.11,0.18908,0.863927865216143
"46","CONTROL","Africa_Eastern","FiberCrop",2060,7.55179978201,0.73266037611,0.840493,615795917.497822,0.2,0.061,0.04,0.43383,0.658292144473933,-0.58,2.21689,0.52,0.00072,1.0472797318006,3.23,-0.3068,0.11,0.18908,0.90930285712525
"47","CONTROL","Africa_Eastern","FiberCrop",2065,7.501272315645,0.74106477393,0.954276,707180328.206825,0.2,0.061,0.04,0.43383,0.655231190713424,-0.58,2.21689,0.52,0.00072,1.06591135847604,3.23,-0.3068,0.11,0.18908,0.924804676775322
"48","CONTROL","Africa_Eastern","FiberCrop",2070,7.568153076493,0.753048559957,1.03355,778313339.143557,0.2,0.061,0.04,0.43383,0.659282827004556,-0.58,2.21689,0.52,0.00072,1.09247809558149,3.23,-0.3068,0.11,0.18908,0.904285668653366
"49","CONTROL","Africa_Eastern","FiberCrop",2075,7.579369640695,0.758202521936,1.1207,849717566.333675,0.2,0.061,0.04,0.43383,0.659962326430196,-0.58,2.21689,0.52,0.00072,1.10390386308427,3.23,-0.3068,0.11,0.18908,0.900844428316935
"50","CONTROL","Africa_Eastern","FiberCrop",2080,7.543722855751,0.757756661521,1.2162,921583651.74184,0.2,0.061,0.04,0.43383,0.657802844305441,-0.58,2.21689,0.52,0.00072,1.10291543952561,3.23,-0.3068,0.11,0.18908,0.911780856977637
"51","CONTROL","Africa_Eastern","FiberCrop",2085,7.4648528772292,0.752183089509,1.3205,993257769.696635,0.2,0.061,0.04,0.43383,0.65302490124367,-0.58,2.21689,0.52,0.00072,1.09055944267725,3.23,-0.3068,0.11,0.18908,0.935978155413661
"52","CONTROL","Africa_Eastern","FiberCrop",2090,7.4116486192687,0.747235733162,1.41052,1053990946.33966,0.2,0.061,0.04,0.43383,0.649801787456352,-0.58,2.21689,0.52,0.00072,1.0795916971633,3.23,-0.3068,0.11,0.18908,0.952301214352768
"53","CONTROL","Africa_Eastern","FiberCrop",2095,7.3947900070348,0.7443965412042,1.47633,1098974945.676,0.2,0.061,0.04,0.43383,0.648780492777899,-0.58,2.21689,0.52,0.00072,1.0732975205012,3.23,-0.3068,0.11,0.18908,0.957473434240316
"54","CONTROL","Africa_Eastern","FiberCrop",2100,7.3253761574117,0.7342366732773,1.54463,1134123992.64432,0.2,0.061,0.04,0.43383,0.644575401976386,-0.58,2.21689,0.52,0.00072,1.05077420945143,3.23,-0.3068,0.11,0.18908,0.978769593646004
"55","CONTROL","Africa_Eastern","FodderGrass",2015,1.539843,1.4900021,0.0501,74649105.21,-1.17,1.589,0.94,0,1.28051097197663,-0.17,0.10314,0.54,0.00049,-0.0137222131699568,-0.21,0.13672,0.36,0.00899,-0.000963567211689265
"56","CONTROL","Africa_Eastern","FodderGrass",2020,1.8434617248,1.8067433363,0.0532132,96142594.5031992,-1.17,1.589,0.94,0,1.76281042577251,-0.17,0.10314,0.54,0.00049,0.0189480289012683,-0.21,0.13672,0.36,0.00899,0.0405486185439987
"57","CONTROL","Africa_Eastern","FodderGrass",2025,2.14839356716,2.1362994491,0.0564495,120593035.75197,-1.17,1.589,0.94,0,2.24719577161071,-0.17,0.10314,0.54,0.00049,0.0529400600841938,-0.21,0.13672,0.36,0.00899,0.082240339933089
"58","CONTROL","Africa_Eastern","FodderGrass",2030,2.48664463536,2.5085054949,0.0597539,149892986.491705,-1.17,1.589,0.94,0,2.78450882944729,-0.17,0.10314,0.54,0.00049,0.091331214196954,-0.21,0.13672,0.36,0.00899,0.12848762321388
"59","CONTROL","Africa_Eastern","FodderGrass",2035,2.84979794851,2.9164787359,0.0632022,184327872.362099,-1.17,1.589,0.94,0,3.36137919438207,-0.17,0.10314,0.54,0.00049,0.133411571960754,-0.21,0.13672,0.36,0.00899,0.178139659013737
"60","CONTROL","Africa_Eastern","FodderGrass",2040,2.9143299451,3.180415314,0.0777268,247203505.028215,-1.17,1.589,0.94,0,3.46388850677121,-0.17,0.10314,0.54,0.00049,0.160635283021257,-0.21,0.13672,0.36,0.00899,0.186962778310461
"61","CONTROL","Africa_Eastern","FodderGrass",2045,3.01547958157,3.45000101597,0.0933294,321986524.819871,-1.17,1.589,0.94,0,3.62456507391399,-0.17,0.10314,0.54,0.00049,0.188441672379285,-0.21,0.13672,0.36,0.00899,0.200792434241691
"62","CONTROL","Africa_Eastern","FodderGrass",2050,3.12581441833,3.69621911863,0.111259,411237642.919655,-1.17,1.589,0.94,0,3.79983236528101,-0.17,0.10314,0.54,0.00049,0.213837813122391,-0.21,0.13672,0.36,0.00899,0.215877934129492
"63","CONTROL","Africa_Eastern","FodderGrass",2055,3.16753204084,3.83583310291,0.135316,519049592.15337,-1.17,1.589,0.94,0,3.86610096107822,-0.17,0.10314,0.54,0.00049,0.228238283096675,-0.21,0.13672,0.36,0.00899,0.221581764471515
"64","CONTROL","Africa_Eastern","FodderGrass",2060,3.110374174468,3.822811308335,0.164106,627346272.565624,-1.17,1.589,0.94,0,3.77530548148614,-0.17,0.10314,0.54,0.00049,0.226895151441521,-0.21,0.13672,0.36,0.00899,0.213766871079165
"65","CONTROL","Africa_Eastern","FodderGrass",2065,2.928262798964,3.632016774202,0.192195,698055463.917753,-1.17,1.589,0.94,0,3.48602089604612,-0.17,0.10314,0.54,0.00049,0.207215668944055,-0.21,0.13672,0.36,0.00899,0.188867743882298
"66","CONTROL","Africa_Eastern","FodderGrass",2070,3.0103034007653,3.745660615426,0.215118,805759020.26921,-1.17,1.589,0.94,0,3.61634269179148,-0.17,0.10314,0.54,0.00049,0.218937451197804,-0.21,0.13672,0.36,0.00899,0.200084722359918
"67","CONTROL","Africa_Eastern","FodderGrass",2075,3.0549562895862,3.8121124963033,0.240276,915959142.161772,-1.17,1.589,0.94,0,3.68727396884929,-0.17,0.10314,0.54,0.00049,0.22579162358063,-0.21,0.13672,0.36,0.00899,0.206189876172425
"68","CONTROL","Africa_Eastern","FodderGrass",2080,3.06384616881421,3.83354151080767,0.267787,1026572580.55465,-1.17,1.589,0.94,0,3.70139557448743,-0.17,0.10314,0.54,0.00049,0.228001917066201,-0.21,0.13672,0.36,0.00899,0.207405342438881
"69","CONTROL","Africa_Eastern","FodderGrass",2085,3.04141202875142,3.81539450090651,0.297793,1136197774.60845,-1.17,1.589,0.94,0,3.66575886102125,-0.17,0.10314,0.54,0.00049,0.226130145606112,-0.21,0.13672,0.36,0.00899,0.204338040874496
"70","CONTROL","Africa_Eastern","FodderGrass",2090,3.04390888842054,3.82468490193666,0.323326,1236620070.60357,-1.17,1.589,0.94,0,3.66972513172941,-0.17,0.10314,0.54,0.00049,0.22708840305986,-0.21,0.13672,0.36,0.00899,0.20467942331874
"71","CONTROL","Africa_Eastern","FodderGrass",2095,3.07967168849278,3.87211160828551,0.341513,1322376451.68041,-1.17,1.589,0.94,0,3.72653447032476,-0.17,0.10314,0.54,0.00049,0.231980225782904,-0.21,0.13672,0.36,0.00899,0.209569082218138
"72","CONTROL","Africa_Eastern","FodderGrass",2100,3.10171035674952,3.90186076743878,0.358687,1399546733.09031,-1.17,1.589,0.94,0,3.76154297538194,-0.17,0.10314,0.54,0.00049,0.235048699728091,-0.21,0.13672,0.36,0.00899,0.212582313009765
"73","CONTROL","Africa_Eastern","FodderHerb",2015,1.5005786,0.3073221,0.0494,15181711.74,0.19,0.162,0.5,0.00104,0.428050655326752,0.08,-0.04298,0.13,0.13938,0.065694672558771,0.1,-0.02384,0.77,0,0.0592996430504905
"74","CONTROL","Africa_Eastern","FodderHerb",2020,1.4841392545079,0.321401319491,0.0500946,16100470.5393739,0.19,0.162,0.5,0.00104,0.425395433494759,0.08,-0.04298,0.13,0.13938,0.0650894897831229,0.1,-0.02384,0.77,0,0.0596915506693721
"75","CONTROL","Africa_Eastern","FodderHerb",2025,1.6635330072089,0.3819144999646,0.0509762,19468549.9330954,0.19,0.162,0.5,0.00104,0.454370444022013,0.08,-0.04298,0.13,0.13938,0.0624883843350745,0.1,-0.02384,0.77,0,0.0554148732008512
"76","CONTROL","Africa_Eastern","FodderHerb",2030,1.8092780938563,0.4383197391101,0.0514874,22567943.7354574,0.19,0.162,0.5,0.00104,0.477910647380948,0.08,-0.04298,0.13,0.13938,0.0600638551053831,0.1,-0.02384,0.77,0,0.0519403668770361
"77","CONTROL","Africa_Eastern","FodderHerb",2035,2.0527497959389,0.5276705446781,0.052296,27595058.8044859,0.19,0.162,0.5,0.00104,0.517235289542204,0.08,-0.04298,0.13,0.13938,0.0562231898927551,0.1,-0.02384,0.77,0,0.0461360959543214
"78","CONTROL","Africa_Eastern","FodderHerb",2040,1.85675149523304,0.5122971786529,0.0538182,27570912.0201775,0.19,0.162,0.5,0.00104,0.48557837428863,0.08,-0.04298,0.13,0.13938,0.0568840004105634,0.1,-0.02384,0.77,0,0.0508086194055377
"79","CONTROL","Africa_Eastern","FodderHerb",2045,1.77295727750245,0.5224938339092,0.0553414,28915540.2599026,0.19,0.162,0.5,0.00104,0.472044244452383,0.08,-0.04298,0.13,0.13938,0.0564457062185964,0.1,-0.02384,0.77,0,0.0528062410482381
"80","CONTROL","Africa_Eastern","FodderHerb",2050,1.71037536939239,0.5363413903107,0.0568717,30502646.647333,0.19,0.162,0.5,0.00104,0.461936247830411,0.08,-0.04298,0.13,0.13938,0.0558504812755971,0.1,-0.02384,0.77,0,0.0542981694589081
"81","CONTROL","Africa_Eastern","FodderHerb",2055,1.54330069991829,0.4928027231257,0.0589243,29038055.4982757,0.19,0.162,0.5,0.00104,0.434950969725894,0.08,-0.04298,0.13,0.13938,0.0577219523093346,0.1,-0.02384,0.77,0,0.0582811647624925
"82","CONTROL","Africa_Eastern","FodderHerb",2060,1.38788283099169,0.4504875917119,0.0611741,27558172.9841429,0.19,0.162,0.5,0.00104,0.409848454613357,0.08,-0.04298,0.13,0.13938,0.0595408307419984,0.1,-0.02384,0.77,0,0.0619862664632844
"83","CONTROL","Africa_Eastern","FodderHerb",2065,1.27533443913295,0.4198774396961,0.0635819,26696605.3830135,0.19,0.162,0.5,0.00104,0.391670057708043,0.08,-0.04298,0.13,0.13938,0.0608565810058375,0.1,-0.02384,0.77,0,0.0646693764620076
"84","CONTROL","Africa_Eastern","FodderHerb",2070,1.22514251964607,0.406708936325,0.0653071,26560981.1754704,0.19,0.162,0.5,0.00104,0.383563245884226,0.08,-0.04298,0.13,0.13938,0.0614226174559652,0.1,-0.02384,0.77,0,0.0658659323506016
"85","CONTROL","Africa_Eastern","FodderHerb",2075,1.17291274718903,0.3922023911199,0.0671009,26317133.4262973,0.19,0.162,0.5,0.00104,0.375127287641571,0.08,-0.04298,0.13,0.13938,0.0620461684488238,0.1,-0.02384,0.77,0,0.0671110698634184
"86","CONTROL","Africa_Eastern","FodderHerb",2080,1.12559221619694,0.3788642975715,0.0690707,26168422.2382718,0.19,0.162,0.5,0.00104,0.367484251788832,0.08,-0.04298,0.13,0.13938,0.062619494582466,0.1,-0.02384,0.77,0,0.0682391729642528
"87","CONTROL","Africa_Eastern","FodderHerb",2085,1.08322776398529,0.3667236898216,0.0712265,26120444.8930782,0.19,0.162,0.5,0.00104,0.360641703314695,0.08,-0.04298,0.13,0.13938,0.0631413478500308,0.1,-0.02384,0.77,0,0.0692491250696741
"88","CONTROL","Africa_Eastern","FodderHerb",2090,1.05021909467677,0.3568577453139,0.0729242,26023565.5908199,0.19,0.162,0.5,0.00104,0.355310266036057,0.08,-0.04298,0.13,0.13938,0.0635654267334786,0.1,-0.02384,0.77,0,0.070036038940264
"89","CONTROL","Africa_Eastern","FodderHerb",2095,1.02326510444486,0.3483088416237,0.073894,25737933.5429417,0.19,0.162,0.5,0.00104,0.350956757962546,0.08,-0.04298,0.13,0.13938,0.0639328937842829,0.1,-0.02384,0.77,0,0.0706786116105826
"90","CONTROL","Africa_Eastern","FodderHerb",2100,0.98885304117906,0.3368787183083,0.0745221,25104909.533643,0.19,0.162,0.5,0.00104,0.345398649720879,0.08,-0.04298,0.13,0.13938,0.0644242075079191,0.1,-0.02384,0.77,0,0.0714989818486669
"91","CONTROL","Africa_Eastern","Fruits",2015,28.2526916,21.9375469,0.12,2632505628,-42.31,2.215,1,0,20.2691365426089,0.09,0.00081,0.94,0,0.105683575823168,0.05,0.00179,0.95,0,0.104132107388473
"92","CONTROL","Africa_Eastern","Fruits",2020,31.2046947924,26.8920404501,0.121009,3254178922.82615,-42.31,2.215,1,0,26.8078257408761,0.09,0.00081,0.94,0,0.109674127592307,0.05,0.00179,0.95,0,0.109419100373021
"93","CONTROL","Africa_Eastern","Fruits",2025,34.2794210039,32.3235455112,0.121406,3924272366.33275,-42.31,2.215,1,0,33.6183465148793,0.09,0.00081,0.94,0,0.114048883944593,0.05,0.00179,0.95,0,0.114925888425101
"94","CONTROL","Africa_Eastern","Fruits",2030,37.6714259734,38.5893745511,0.121662,4694860486.63593,-42.31,2.215,1,0,41.1316399664715,0.09,0.00081,0.94,0,0.119095638957482,0.05,0.00179,0.95,0,0.121000917924889
"95","CONTROL","Africa_Eastern","Fruits",2035,41.7278198809,45.5976856957,0.122171,5570714859.12936,-42.31,2.215,1,0,50.1165553944671,0.09,0.00081,0.94,0,0.124740419428777,0.05,0.00179,0.95,0,0.12826585794485
"96","CONTROL","Africa_Eastern","Fruits",2040,43.9506382024,53.4233176188,0.126186,6741274757.0459,-42.31,2.215,1,0,55.040099578268,0.09,0.00081,0.94,0,0.131043503487637,0.05,0.00179,0.95,0,0.132246891875285
"97","CONTROL","Africa_Eastern","Fruits",2045,46.67728229322,62.16481047,0.13015,8090750082.6705,-42.31,2.215,1,0,61.0796182041503,0.09,0.00081,0.94,0,0.13808425940134,0.05,0.00179,0.95,0,0.137130270123872
"98","CONTROL","Africa_Eastern","Fruits",2050,49.73082113196,71.5976624479,0.134468,9627594474.04422,-42.31,2.215,1,0,67.8432089322232,0.09,0.00081,0.94,0,0.145681864235779,0.05,0.00179,0.95,0,0.1425991119124
"99","CONTROL","Africa_Eastern","Fruits",2055,54.28271196526,81.3667873107,0.141753,11533986201.6537,-42.31,2.215,1,0,77.9256504079021,0.09,0.00081,0.94,0,0.153550317006981,0.05,0.00179,0.95,0,0.150751479417979
"100","CONTROL","Africa_Eastern","Fruits",2060,59.186067625971,91.34011758238,0.151333,13822774014.0943,-42.31,2.215,1,0,88.7865867295485,0.09,0.00081,0.94,0,0.161583245167531,0.05,0.00179,0.95,0,0.159533315103546
"101","CONTROL","Africa_Eastern","Fruits",2065,64.3338387093195,101.510950253454,0.162572,16502838204.6045,-42.31,2.215,1,0,100.188903388453,0.09,0.00081,0.94,0,0.169775249839402,0.05,0.00179,0.95,0,0.168752895107319
"102","CONTROL","Africa_Eastern","Fruits",2070,69.2601127073784,111.113499245583,0.170552,18950629523.3327,-42.31,2.215,1,0,111.100603843839,0.09,0.00081,0.94,0,0.177509535590569,0.05,0.00179,0.95,0,0.177575777187785
"103","CONTROL","Africa_Eastern","Fruits",2075,73.6556612914171,120.038637826297,0.179483,21544894832.9772,-42.31,2.215,1,0,120.83674712475,0.09,0.00081,0.94,0,0.184698207286863,0.05,0.00179,0.95,0,0.185448138094062
"104","CONTROL","Africa_Eastern","Fruits",2080,77.4312834555614,128.0424301647,0.189467,24259815116.0152,-42.31,2.215,1,0,129.1997529389,0.09,0.00081,0.94,0,0.191144789031872,0.05,0.00179,0.95,0,0.192210220176334
"105","CONTROL","Africa_Eastern","Fruits",2085,80.5245896559605,134.959901325776,0.200557,27067152930.1937,-42.31,2.215,1,0,136.051428401702,0.09,0.00081,0.94,0,0.196716403264621,0.05,0.00179,0.95,0,0.19775028470698
