"year","region","land_type","glb_lt_area_thous_sqkm","above_wsum","below_wsum","above_scalar","below_scalar"
2065,"Globe","OilCrop",655.643296563326,739.367697872918,681.178862307524,1.12769809704217,1.03894734511593
2070,"Globe","OilCrop",653.911174134471,754.363718899093,695.203580644634,1.1536180275518,1.06314681281417
2075,"Globe","OilCrop",651.107302442867,711.288492287723,669.048541359177,1.09242898922968,1.02755496497889
2080,"Globe","OilCrop",631.189683938469,759.486709920351,677.883483435324,1.20326223518316,1.07397744399987
2085,"Globe","OilCrop",694.447399214837,714.329649695477,674.604746437647,1.02863031887385,0.971426701576498
2090,"Globe","OilCrop",672.996857361999,736.401527124672,688.160668551252,1.09421243066603,1.02253177117155
2095,"Globe","OilCrop",701.740890925158,717.73042064008,697.808182436638,1.02278551801911,0.994395782632339
2100,"Globe","OilCrop",670.939825148366,761.427216326091,697.833748332555,1.13486662705961,1.04008395712424
2025,"Globe","OilCropTree",205.206871726131,205.984074805805,206.396982139807,1.00378741254197,1.00579956413577
2030,"Globe","OilCropTree",204.989113729718,210.617602141294,208.768916421412,1.02745749912846,1.01843904109307
2035,"Globe","OilCropTree",208.752369706656,210.349263529498,210.94030595622,1.00764970392952,1.01048101275515
2040,"Globe","OilCropTree",203.53700923394,205.62761842758,206.274296047913,1.01027139585822,1.01344859504556
2045,"Globe","OilCropTree",199.197521669663,205.491848993609,204.117772688385,1.03159842186383,1.02470036262239
2050,"Globe","OilCropTree",204.329865798981,210.226800850183,207.398864086005,1.02885987825687,1.01501982235941
2055,"Globe","OilCropTree",195.955343511928,200.110201156856,199.309187013952,1.02120308418472,1.01711534598606
2060,"Globe","OilCropTree",192.444584885369,198.902850238146,196.163694004975,1.03355909108393,1.01932561065213
2065,"Globe","OilCropTree",188.607855152196,195.70195245967,191.890010203828,1.0376129472537,1.01740200613057
2070,"Globe","OilCropTree",186.554935022049,196.909520514302,191.198106045918,1.0555042164445,1.02488902812097
2075,"Globe","OilCropTree",182.040557946178,188.905029524853,184.693070318756,1.03770847362875,1.01457099671911
2080,"Globe","OilCropTree",178.772770363657,188.521251444305,183.243438454159,1.05453001069916,1.02500754494886
2085,"Globe","OilCropTree",185.09679131641,194.411693423996,188.338706704956,1.05032449261459,1.01751470333704
2090,"Globe","OilCropTree",179.296894756949,187.281558026406,182.664467751211,1.04453319328414,1.01878210439075
2095,"Globe","OilCropTree",181.128311811493,191.270548876614,185.426043903357,1.05599476395317,1.02372755561448
2100,"Globe","OilCropTree",179.548981074504,188.616018875487,182.587169848104,1.05049896550079,1.01692122536936
2025,"Globe","OilPalmTree",207.1632572759,210.81415890634,208.962528101216,1.01762330675067,1.00868527966289
2030,"Globe","OilPalmTree",222.0653915543,228.366409672554,225.851936659678,1.0283746065704,1.01705148685653
2035,"Globe","OilPalmTree",234.856333124,238.821781058279,237.64428289272,1.01688456888316,1.01187087327659
2040,"Globe","OilPalmTree",243.951090367697,250.73840435247,247.596229178054,1.02782243758182,1.01494208861646
2045,"Globe","OilPalmTree",259.501521423664,266.576629241535,261.750547993225,1.02726422480707,1.00866671824204
2050,"Globe","OilPalmTree",267.782052433409,283.011921549182,273.922585993916,1.05687412198605,1.02293108707139
2055,"Globe","OilPalmTree",287.24369543828,300.747207310558,293.997781149552,1.0470106466625,1.02351343412765
2060,"Globe","OilPalmTree",293.033560602866,307.625720355221,296.845799824185,1.04979688921069,1.01300956523026
2065,"Globe","OilPalmTree",294.41346707825,308.879496169794,297.9258632131,1.04913507943473,1.01193014765835
2070,"Globe","OilPalmTree",292.141768583846,312.507402129281,295.741611372804,1.06971147482319,1.01232224616976
2075,"Globe","OilPalmTree",295.381848373231,314.793608728985,299.321712187235,1.06571751264562,1.01333820556579
2080,"Globe","OilPalmTree",298.134415506921,324.192424917505,304.837981880019,1.08740356045872,1.02248504709428
2085,"Globe","OilPalmTree",312.669736184559,337.405566725996,316.448270267237,1.07911168776129,1.01208474516525
2090,"Globe","OilPalmTree",323.594829589538,350.248487471003,327.413457132919,1.08236737872257,1.01180064449183
2095,"Globe","OilPalmTree",329.436039709867,359.435298046939,337.479633595472,1.09106246652155,1.02441625358503
2100,"Globe","OilPalmTree",343.339969677291,370.747894800396,345.666644778407,1.07982736512986,1.00677659260966
2025,"Globe","OtherArableLand",3740.155632515,3967.72662238448,3857.51726834981,1.06084532629902,1.0313788107678
2030,"Globe","OtherArableLand",3707.953995699,4133.51963555142,3885.06715661663,1.11477101397322,1.04776573849705
2035,"Globe","OtherArableLand",3495.804659991,3791.39248229395,3585.53785315315,1.08455501695673,1.02566882360137
2040,"Globe","OtherArableLand",3142.6224185233,3379.43156899318,3217.6886176874,1.07535399387279,1.02388648369643
2045,"Globe","OtherArableLand",2994.13846648499,3378.2816409845,3148.49411829986,1.12829839995692,1.05155260972151
2050,"Globe","OtherArableLand",2633.13718520543,2771.73572985217,2646.72726916319,1.05263627942573,1.00516117581496
2055,"Globe","OtherArableLand",2570.46318961699,2924.35472913113,2704.18093839832,1.13767617484025,1.0520208767515
2060,"Globe","OtherArableLand",2465.79239210841,2730.24382496647,2546.77625038994,1.10724805287923,1.03284293460419
2065,"Globe","OtherArableLand",2411.75677531913,2833.1013917796,2556.20820940323,1.17470443983918,1.05989469400992
2070,"Globe","OtherArableLand",2353.00274783187,2780.61164639377,2509.92533656184,1.1817290264348,1.06669035506846
2075,"Globe","OtherArableLand",2295.86284266292,2611.18713015175,2388.61974749323,1.13734456676998,1.04040176229462
2080,"Globe","OtherArableLand",2247.99299058512,2540.5456977452,2320.95868740169,1.1301395103923,1.032458151392
2085,"Globe","OtherArableLand",2246.90056901422,2491.01680300939,2277.46133703643,1.10864576624424,1.01360129969419
2090,"Globe","OtherArableLand",2266.81281824749,2646.90382052585,2391.44127144239,1.16767639534181,1.05497959610589
2095,"Globe","OtherArableLand",2155.53192889371,2381.44390164451,2204.32688640062,1.10480567219746,1.02263708407787
2100,"Globe","OtherArableLand",2236.15655222964,2541.50384188358,2315.43619350484,1.13655005028582,1.0354535290457
2025,"Globe","OtherGrain",733.139672720322,748.653574130804,742.968364963288,1.02116090833404,1.01340630252145
2030,"Globe","OtherGrain",722.093083944046,758.086533744561,734.068608242693,1.04984599714474,1.01658446059785
2035,"Globe","OtherGrain",732.762154280642,741.269850123445,728.396929650999,1.01161044657274,0.994042780997706
2040,"Globe","OtherGrain",731.076064348064,738.810420949921,734.454660694707,1.01057941434419,1.00462140194626
2045,"Globe","OtherGrain",684.854934357355,746.609919527641,710.405254860135,1.09017235924311,1.03730763877281
2050,"Globe","OtherGrain",737.634502358465,718.279721693757,720.350033607833,0.973761014970388,0.976567705692497
2055,"Globe","OtherGrain",674.72678671523,737.023400035985,696.629926749833,1.09232864997703,1.03246223577581
2060,"Globe","OtherGrain",669.955604555413,718.023630281484,682.473822423033,1.07174807614001,1.01868514537755
2065,"Globe","OtherGrain",642.360068195893,716.291201589749,662.057863941148,1.11509297830654,1.03066472640583
2070,"Globe","OtherGrain",642.507232453965,725.554568745027,663.370791191594,1.12925509954787,1.03247209943138
2075,"Globe","OtherGrain",650.145984873572,680.034173919912,650.234706301863,1.04597150446473,1.00013646385636
2080,"Globe","OtherGrain",625.250668029457,707.419082825326,650.395666611638,1.13141675650636,1.04021586839951
2085,"Globe","OtherGrain",649.192761074102,654.882773554194,626.389470669761,1.00876475035039,0.964874392057897
2090,"Globe","OtherGrain",617.495271961485,668.804627877193,628.246048548994,1.08309271057691,1.01741029782035
2095,"Globe","OtherGrain",641.916282506354,648.764010855697,632.678893220712,1.01066763460588,0.985609666653765
2100,"Globe","OtherGrain",598.159918379814,671.778681332557,618.416688472977,1.12307538618125,1.03386514119507
2025,"Globe","OtherGrainC4",630.174395100832,654.41549936351,639.751669827008,1.03846729484907,1.01519781635153
2030,"Globe","OtherGrainC4",667.97299411562,662.410314782737,658.717185060186,0.991672299057168,0.986143438227335
2035,"Globe","OtherGrainC4",640.553746907098,661.138529640238,648.925719145623,1.03213591807484,1.01306989816069
2040,"Globe","OtherGrainC4",623.078058966337,633.269873228211,625.227520025234,1.01635720294626,1.00344974602775
2045,"Globe","OtherGrainC4",582.822239722226,603.009623232217,585.822284621068,1.03463729098535,1.00514744409937
2050,"Globe","OtherGrainC4",563.007834054578,588.490152636768,561.282101112069,1.04526103730862,0.996934797638461
2055,"Globe","OtherGrainC4",552.926824245525,584.365375023618,553.231202433583,1.05685842936087,1.00055048547965
2060,"Globe","OtherGrainC4",546.649415031968,578.750581049367,541.185516036495,1.05872349834221,0.990004747384293
2065,"Globe","OtherGrainC4",550.576324169835,569.867048785242,532.119106073725,1.03503733046366,0.966476549597478
2070,"Globe","OtherGrainC4",572.987846793545,573.020998320551,543.914600789083,1.00005785729522,0.949260274598919
2075,"Globe","OtherGrainC4",551.848743987751,567.037487850201,530.051727120504,1.02752338213673,0.960501827530243
2080,"Globe","OtherGrainC4",533.701899831948,572.122945038486,511.87414738642,1.0719897103957,0.959101227759538
2085,"Globe","OtherGrainC4",573.485420422453,573.600879363079,533.934709109021,1.00020132846715,0.931034495551261
2090,"Globe","OtherGrainC4",523.88469365438,563.116731196878,508.037157072418,1.07488677951026,0.96974995304517
2095,"Globe","OtherGrainC4",544.590943277118,557.896527013337,508.915363171832,1.02443225305245,0.934491051410799
2100,"Globe","OtherGrainC4",535.086545026328,552.485606365685,503.568028311974,1.0325163499271,0.941096413267497
2025,"Globe","Pasture",2058.61239163556,2044.704290189,2049.79435404246,0.993243943588864,0.995716513886282
2030,"Globe","Pasture",2229.3053698607,2241.31015899,2213.40555719719,1.00538499089968,0.992867817537036
2035,"Globe","Pasture",2406.82853951836,2414.94781766807,2371.22860430703,1.00337343438322,0.985208778013553
2040,"Globe","Pasture",2352.83934000547,2425.92816295623,2360.12685672626,1.03106409422353,1.00309732866026
2045,"Globe","Pasture",2434.47560199807,2463.90597157866,2398.93510612261,1.01208899754692,0.985401169826353
2050,"Globe","Pasture",2534.61912232715,2495.75682072225,2448.57994456615,0.984667399822496,0.9660543957066
2055,"Globe","Pasture",2459.18407161186,2512.32718872963,2408.93869458565,1.02161006072349,0.979568273230851
2060,"Globe","Pasture",2375.32952810568,2496.22378111607,2341.05316549884,1.05089578165047,0.985569849487715
2065,"Globe","Pasture",2324.9853316126,2441.5079215857,2267.2151250698,1.05011755919005,0.97515244257359
2070,"Globe","Pasture",2467.88897520681,2420.22346434497,2313.00809282231,0.980685715062265,0.9372415518119
2075,"Globe","Pasture",2331.33882915784,2414.02065323272,2260.87157972,1.03546538282672,0.96977391335978
2080,"Globe","Pasture",2364.70690703494,2431.66190627311,2244.84555139684,1.02831429089118,0.949312384007713
2085,"Globe","Pasture",2332.26983548406,2386.30991457506,2211.9089158871,1.02317059470084,0.94839322716191
2090,"Globe","Pasture",2316.85566605028,2383.78785984738,2205.62666511572,1.0288892375895,0.951991398271183
2095,"Globe","Pasture",2324.72097858598,2396.99512429882,2184.15181241336,1.03108938508259,0.939532886971184
2100,"Globe","Pasture",2397.11872385372,2357.87172443519,2199.88879849096,0.983627427783205,0.917722087187368
2025,"Globe","ProtectedGrassland",8489.52900800099,8664.38024696407,8524.38946048385,1.02059610595573,1.00410628816393
2030,"Globe","ProtectedGrassland",8489.52900800099,8645.07514906145,8470.17259532559,1.01832211668208,0.997719966248168
2035,"Globe","ProtectedGrassland",8489.52900800099,9037.36123579476,8616.59645283947,1.06453034406001,1.01496754940336
2040,"Globe","ProtectedGrassland",8489.52900800099,9009.98464599485,8578.11784896545,1.06130559628259,1.01043507135449
2045,"Globe","ProtectedGrassland",8489.52900800099,9196.646772133,8624.29890669551,1.08329293220691,1.01587483811735
2050,"Globe","ProtectedGrassland",8489.52900800099,9194.99780874411,8561.21625259948,1.08309869723965,1.00844419572993
2055,"Globe","ProtectedGrassland",8489.52900800099,8982.78354472683,8389.37219412294,1.05810151967924,0.988202312073655
2060,"Globe","ProtectedGrassland",8489.52900800099,9455.23296716291,8550.1984388575,1.11375235990734,1.00714638359788
2065,"Globe","ProtectedGrassland",8489.52900800099,9334.89675162545,8380.14105931556,1.09957769657513,0.987114956721116
2070,"Globe","ProtectedGrassland",8489.52900800099,9323.92416956053,8345.11159531495,1.09828521238023,0.982988760324638
2075,"Globe","ProtectedGrassland",8489.52900800099,9725.0478021606,8473.76855297033,1.14553443341735,0.998143541883677
2080,"Globe","ProtectedGrassland",8489.52900800099,9473.50325849935,8290.92626291137,1.11590445707542,0.976606152720316
2085,"Globe","ProtectedGrassland",8489.52900800099,9706.24014268597,8384.71057835737,1.14331903849298,0.987653210261154
2090,"Globe","ProtectedGrassland",8489.52900800099,9653.32795877372,8298.09672521613,1.13708639780557,0.977450776997824
2095,"Globe","ProtectedGrassland",8489.52900800099,9727.11289006035,8276.39249422,1.14577768459157,0.974894188643432
2100,"Globe","ProtectedGrassland",8489.52900800099,9240.58015233799,8040.28539040792,1.08846794016831,0.947082621760326
2025,"Globe","ProtectedShrubland",7447.83464267,8043.38229014502,7641.02294675847,1.0799625228067,1.02593885516492
2030,"Globe","ProtectedShrubland",7447.83464267,8444.7135983535,7762.62821362845,1.1338481590303,1.04226645542786
2035,"Globe","ProtectedShrubland",7447.83464267,8292.64135950243,7535.14553346264,1.11342984335237,1.0117229899671
2040,"Globe","ProtectedShrubland",7447.83464267,8244.05837785682,7491.7099202209,1.10690674180991,1.00589101123426
2045,"Globe","ProtectedShrubland",7447.83464267,8343.94903094918,7570.51965228788,1.12031878140059,1.0164725743124
2050,"Globe","ProtectedShrubland",7447.83464267,8192.51204485208,7395.88221191047,1.09998575933946,0.993024491915826
2055,"Globe","ProtectedShrubland",7447.83464267,8427.66441161125,7441.04161820642,1.13155901224332,0.999087919537759
2060,"Globe","ProtectedShrubland",7447.83464267,8970.75323441028,7596.51477972834,1.20447803486603,1.01996286762417
2065,"Globe","ProtectedShrubland",7447.83464267,8978.31572695521,7446.31641957702,1.20549342966301,0.999796152416665
2070,"Globe","ProtectedShrubland",7447.83464267,9188.00635961888,7491.71799369603,1.23364800649294,1.00589209523727
2075,"Globe","ProtectedShrubland",7447.83464267,9330.08363855694,7547.93292289653,1.25272432675978,1.01343991710732
2080,"Globe","ProtectedShrubland",7447.83464267,8897.97666309018,7242.44840896984,1.19470652746666,0.972423362822334
2085,"Globe","ProtectedShrubland",7447.83464267,9347.05159222225,7480.8400193642,1.25500256660792,1.00443153994117
2090,"Globe","ProtectedShrubland",7447.83464267,9440.64961134583,7454.93920545749,1.26756971177349,1.00095390984472
2095,"Globe","ProtectedShrubland",7447.83464267,10043.8779057793,7622.66339249087,1.34856349364097,1.02347376898236
2100,"Globe","ProtectedShrubland",7447.83464267,8646.95655110087,6888.17175530854,1.16100275663491,0.924855623921206
2025,"Globe","ProtectedUnmanagedForest",8379.9706838522,8236.49365055419,8332.28803513127,0.982878575747946,0.994309926547498
2030,"Globe","ProtectedUnmanagedForest",8379.9706838522,8392.68587386864,8396.73572063108,1.00151733108577,1.00200060804642
2035,"Globe","ProtectedUnmanagedForest",8379.9706838522,8533.84611189628,8434.34829492109,1.01836228715461,1.00648899776865
2040,"Globe","ProtectedUnmanagedForest",8379.9706838522,8614.56614381722,8454.46865777374,1.02799478289549,1.00889000412198
2045,"Globe","ProtectedUnmanagedForest",8379.9706838522,8783.00972794287,8495.91731154878,1.04809551957829,1.01383616149398
2050,"Globe","ProtectedUnmanagedForest",8379.9706838522,8922.10632620504,8503.71864873438,1.06469421705705,1.01476711190895
2055,"Globe","ProtectedUnmanagedForest",8379.9706838522,8646.9729993436,8334.74005114185,1.03186196295482,0.994602530913681
2060,"Globe","ProtectedUnmanagedForest",8379.9706838522,8924.05646866335,8459.45077193288,1.06492693176834,1.00948453056451
2065,"Globe","ProtectedUnmanagedForest",8379.9706838522,8936.57415974705,8355.15072868849,1.06642069487992,0.99703818114644
2070,"Globe","ProtectedUnmanagedForest",8379.9706838522,8990.17182556613,8368.98937910246,1.07281662009746,0.998689577187794
2075,"Globe","ProtectedUnmanagedForest",8379.9706838522,9200.75761670659,8386.82158302443,1.09794627735823,1.00081753259417
2080,"Globe","ProtectedUnmanagedForest",8379.9706838522,9235.00356851514,8340.1382459164,1.10203292074882,0.995246709154656
2085,"Globe","ProtectedUnmanagedForest",8379.9706838522,9451.38870011545,8439.84312709309,1.12785462583155,1.00714470795897
2090,"Globe","ProtectedUnmanagedForest",8379.9706838522,9500.85821706941,8373.06767553324,1.13375793012941,0.99917624910881
2095,"Globe","ProtectedUnmanagedForest",8379.9706838522,9524.18582333943,8364.84221279817,1.13654166376645,0.998194686876031
2100,"Globe","ProtectedUnmanagedForest",8379.9706838522,9351.37817019261,8263.12748621976,1.11592015330224,0.986056848879245
2025,"Globe","ProtectedUnmanagedPasture",10471.4353098074,11074.8970828325,10720.7044205501,1.0576293273244,1.02380467465709
2030,"Globe","ProtectedUnmanagedPasture",10471.4353098074,10861.5595662807,10474.7706531629,1.03725604417456,1.00031851826009
2035,"Globe","ProtectedUnmanagedPasture",10471.4353098074,11119.839846958,10481.2599359534,1.06192126656632,1.00093823108822
2040,"Globe","ProtectedUnmanagedPasture",10471.4353098074,10829.0369476425,10366.1962348948,1.03415020264703,0.98994989017274
2045,"Globe","ProtectedUnmanagedPasture",10471.4353098074,10717.9809136539,10435.1992488,1.02354458548921,0.996539532553531
2050,"Globe","ProtectedUnmanagedPasture",10471.4353098074,11469.6690482265,10585.8761856992,1.09532921790427,1.01092886242487
2055,"Globe","ProtectedUnmanagedPasture",10471.4353098074,11300.6771707415,10325.8782828492,1.07919084981191,0.986099610736089
2060,"Globe","ProtectedUnmanagedPasture",10471.4353098074,11822.1825239261,10464.2058724882,1.12899351179237,0.9993096039745
2065,"Globe","ProtectedUnmanagedPasture",10471.4353098074,12077.8095606447,10428.8181594125,1.15340535497869,0.995930151967325
2070,"Globe","ProtectedUnmanagedPasture",10471.4353098074,11188.8843642326,9953.81467158569,1.06851487243141,0.950568320110146
2075,"Globe","ProtectedUnmanagedPasture",10471.4353098074,12085.873784556,10348.7985348075,1.15417547136414,0.98828844648593
2080,"Globe","ProtectedUnmanagedPasture",10471.4353098074,11988.7084613607,10121.2371114507,1.14489638780772,0.966556810217917
2085,"Globe","ProtectedUnmanagedPasture",10471.4353098074,11841.349140189,10136.5137930489,1.13082388324536,0.968015701109776
2090,"Globe","ProtectedUnmanagedPasture",10471.4353098074,11676.1958661052,10147.801114555,1.11505209368666,0.969093616521767
2095,"Globe","ProtectedUnmanagedPasture",10471.4353098074,11787.3246646061,10023.2272271821,1.12566465970203,0.957197072859196
2100,"Globe","ProtectedUnmanagedPasture",10471.4353098074,11660.3779020733,9901.96754991653,1.11354151146332,0.945617029276062
2025,"Globe","Rice",1098.89710490757,1173.44732405897,1153.21512135898,1.06784094599801,1.04942957462425
2030,"Globe","Rice",1058.8594593107,1168.01285863752,1121.64259961511,1.1030858234934,1.05929317602289
2035,"Globe","Rice",1089.17443634168,1170.28603549379,1144.28900312005,1.07447071510836,1.05060214869116
2040,"Globe","Rice",1085.58779812798,1160.57969224061,1133.05439442282,1.06907952930381,1.043724327389
2045,"Globe","Rice",992.437258825751,1158.20167932442,1084.66006638551,1.16702760705981,1.09292557966725
2050,"Globe","Rice",1014.99674727038,1126.12993849264,1060.3183392028,1.10949117967238,1.04465195780608
2055,"Globe","Rice",986.031985085113,1087.15569584161,1037.63465544961,1.10255621753261,1.05233366781711
2060,"Globe","Rice",931.9557758305,1082.03112305664,1005.83476515027,1.161032691806,1.07927306341755
2065,"Globe","Rice",910.948005192055,1064.39817212721,975.871942556823,1.16845107081913,1.07127073882892
2070,"Globe","Rice",903.716077471119,1051.69069726822,966.93584311369,1.16374016517575,1.06995534019875
2075,"Globe","Rice",899.081414958441,1004.33703773224,935.21599450242,1.11707017965516,1.04019055331674
2080,"Globe","Rice",842.932224815552,1007.81885909258,911.562859394837,1.1956107850938,1.08141892379818
2085,"Globe","Rice",847.374798103452,967.013367368046,890.533943533687,1.14118731113123,1.05093276968684
2090,"Globe","Rice",798.527511619087,945.526532952318,858.583075093584,1.18408761025049,1.07520788276002
2095,"Globe","Rice",800.350210824248,917.162882175414,850.819919934665,1.14595194674949,1.06305953122501
2100,"Globe","Rice",777.556841909087,895.992508706148,816.57064385451,1.15231769616518,1.05017485519082
2025,"Globe","RockIceDesert",14727.16531662,14727.16531662,14727.16531662,1,1
2030,"Globe","RockIceDesert",14727.16531662,14727.16531662,14727.16531662,1,1
2035,"Globe","RockIceDesert",14727.16531662,14727.16531662,14727.16531662,1,1
2040,"Globe","RockIceDesert",14727.16531662,14727.16531662,14727.16531662,1,1
2045,"Globe","RockIceDesert",14727.16531662,14727.16531662,14727.16531662,1,1
2050,"Globe","RockIceDesert",14727.16531662,14727.16531662,14727.16531662,1,1
2055,"Globe","RockIceDesert",14727.16531662,14727.16531662,14727.16531662,1,1
2060,"Globe","RockIceDesert",14727.16531662,14727.16531662,14727.16531662,1,1
2065,"Globe","RockIceDesert",14727.16531662,14727.16531662,14727.16531662,1,1
2070,"Globe","RockIceDesert",14727.16531662,14727.16531662,14727.16531662,1,1
2075,"Globe","RockIceDesert",14727.16531662,14727.16531662,14727.16531662,1,1
2080,"Globe","RockIceDesert",14727.16531662,14727.16531662,14727.16531662,1,1
2085,"Globe","RockIceDesert",14727.16531662,14727.16531662,14727.16531662,1,1
2090,"Globe","RockIceDesert",14727.16531662,14727.16531662,14727.16531662,1,1
2095,"Globe","RockIceDesert",14727.16531662,14727.16531662,14727.16531662,1,1
2100,"Globe","RockIceDesert",14727.16531662,14727.16531662,14727.16531662,1,1
2025,"Globe","RootTuber",484.701089600037,501.080098986479,492.790394099467,1.03379197971261,1.01668926411142
2030,"Globe","RootTuber",491.935494913622,501.357744356393,491.981417227295,1.01915342466684,1.00009335027488
2035,"Globe","RootTuber",494.207267861427,510.164350053102,500.089467539742,1.03228823861843,1.01190229294638
2040,"Globe","RootTuber",478.148210709315,507.071501815003,488.906496590525,1.06049022135371,1.02249989781463
2045,"Globe","RootTuber",456.646329697193,505.511201617467,476.062018016228,1.10700813461629,1.04251799928384
2050,"Globe","RootTuber",479.774060635353,496.544054165905,483.760817352114,1.03495393958636,1.00830965457257
2055,"Globe","RootTuber",469.022383213467,511.454189344587,485.777754628062,1.09046861653041,1.03572403368001
2060,"Globe","RootTuber",465.948415591419,503.775956042587,476.128950714317,1.08118396626192,1.02184906050164
2065,"Globe","RootTuber",479.673769406119,509.612577506169,485.363512877548,1.0624149370042,1.01186169399772
2070,"Globe","RootTuber",488.514892865428,515.63440806806,495.082947664763,1.05551420355592,1.01344494281599
2075,"Globe","RootTuber",497.021453960933,509.014546179776,494.124528149461,1.02412992864446,0.994171427031195
2080,"Globe","RootTuber",491.241145208955,518.256045710164,497.843530224728,1.05499315512286,1.01344021175784
2085,"Globe","RootTuber",510.125596517459,520.192516354461,505.562185230112,1.01973419860859,0.99105433775819
2090,"Globe","RootTuber",500.490813573285,511.849637647215,505.514585492645,1.0226953697568,1.01003769056917
2095,"Globe","RootTuber",530.200560180945,507.295266550397,520.47991566709,0.956798812844084,0.9816660991257
2100,"Globe","RootTuber",523.651428573783,505.961735568839,511.937593339163,0.96621857205064,0.977630472112863
2025,"Globe","Shrubland",4269.802961753,4870.27898883607,4504.33247317184,1.1406331937239,1.05492747874308
2030,"Globe","Shrubland",4258.348814217,5002.63513401637,4498.74082319419,1.17478284477648,1.05645192995337
2035,"Globe","Shrubland",4149.972557366,4662.92739502431,4180.11802294464,1.123604392696,1.00726401564394
2040,"Globe","Shrubland",4093.01760088732,4491.49054300396,4087.97626259386,1.09735431922654,0.998768307692505
2045,"Globe","Shrubland",4072.87009802554,4534.5559017264,4090.78777447416,1.11335637832512,1.00439927520824
2050,"Globe","Shrubland",3974.34817852875,4188.19050242159,3853.7666124376,1.05380563410325,0.969660039665728
2055,"Globe","Shrubland",4008.79945983163,4680.9712155906,4069.97380979865,1.16767407860986,1.01526001751397
2060,"Globe","Shrubland",4010.4474801044,4879.74505174542,4132.24790451607,1.21675824853799,1.03037078156887
2065,"Globe","Shrubland",4017.84463584076,4844.26477107608,4031.22821313517,1.20568742948976,1.0033310340512
2070,"Globe","Shrubland",3980.66189149603,4644.32344746464,3914.01569268901,1.1667214081624,0.98325750826781
2075,"Globe","Shrubland",3991.10689566195,4746.34730526916,3964.21703679047,1.18923081474668,0.993262556084202
2080,"Globe","Shrubland",3974.97298773143,4501.58687178857,3794.98428555978,1.13248238055517,0.954719515647736
2085,"Globe","Shrubland",3897.96926935698,4721.26293944408,3923.6336885542,1.21121091860812,1.00658404862218
2090,"Globe","Shrubland",3950.55325130664,4831.26334814453,3969.05204826469,1.22293335662457,1.00468258387656
2095,"Globe","Shrubland",3917.70142716358,5106.82354700091,4015.43424798314,1.30352545796178,1.02494646992288
2100,"Globe","Shrubland",3901.1519212397,4455.12320709992,3712.96166960662,1.14200197711967,0.951760337604778
2025,"Globe","Soybean",1052.30721558226,1092.61792998904,1072.84020626039,1.0383069827992,1.01951235378232
2030,"Globe","Soybean",993.87233086448,1138.67725529155,1053.72286800082,1.14569771179878,1.06021954256869
2035,"Globe","Soybean",1006.68630430054,1144.25551353288,1047.97811281044,1.13665548904822,1.04101755267107
2040,"Globe","Soybean",996.635907434419,1146.67350636552,1057.52428024508,1.15054404302704,1.06109389833987
2045,"Globe","Soybean",997.87748512451,1169.23111874944,1054.04005762398,1.17171810786326,1.05628203194951
2050,"Globe","Soybean",1010.38175150797,1143.83306747359,1037.54868716314,1.13208009325826,1.02688779326687
2055,"Globe","Soybean",980.655298413989,1152.71514614184,1025.76766309536,1.17545395207279,1.04600226476554
2060,"Globe","Soybean",954.308425513764,1095.36727327936,984.441376401468,1.14781264001694,1.03157569406503
2065,"Globe","Soybean",918.799956878455,1106.68411586135,967.406672165859,1.20448864584323,1.05290239178128
2070,"Globe","Soybean",879.293576577768,1077.45423241332,931.869504546314,1.22536347485535,1.05979337205348
2075,"Globe","Soybean",831.700038736107,1093.65490962721,909.281011839654,1.3149631582189,1.09327999217295
2080,"Globe","Soybean",852.161106983112,1032.87917363905,874.605916065601,1.21207030592576,1.02633869217753
2085,"Globe","Soybean",846.348343395563,1039.68619054288,883.212144628824,1.22843767422246,1.04355629868118
2090,"Globe","Soybean",821.173382711787,1045.68048439217,878.281801660123,1.27339792838753,1.06954489776537
2095,"Globe","Soybean",828.133561644342,1033.76642418304,867.937598315546,1.24830881401593,1.04806475490761
2100,"Globe","Soybean",858.730359330915,1008.03464227211,876.894379726263,1.17386631475045,1.02115218147114
2025,"Globe","SugarCrop",40.2405963950678,38.9892517471863,39.7965425435594,0.968903426887708,0.988965028073918
2030,"Globe","SugarCrop",37.3278659449228,38.4862278002995,37.6997404479749,1.03103209428275,1.00996238315903
2035,"Globe","SugarCrop",37.942230077475,38.7946918519329,38.3437136215554,1.02246736084614,1.01058144297951
2040,"Globe","SugarCrop",39.0754324791442,39.7275052533562,39.6749804506653,1.01668753825207,1.01534334832611
2045,"Globe","SugarCrop",38.7676232754292,42.3221101925992,40.539784421187,1.09168699592226,1.04571240112316
2050,"Globe","SugarCrop",49.8341659408565,43.2094489685709,46.4219049376474,0.867064756734409,0.931527679077466
2055,"Globe","SugarCrop",43.3003022702853,45.6074376905323,44.1166294855186,1.05328220126145,1.01885269091513
2060,"Globe","SugarCrop",43.3182723969458,45.4143530451175,43.8260655687316,1.04838790958615,1.01172237819488
2065,"Globe","SugarCrop",43.3988705615579,45.7850310533677,43.9906145865586,1.05498208734315,1.01363500979044
2070,"Globe","SugarCrop",45.2646473512127,46.6327529115701,44.9355320816795,1.03022459337288,0.99272908795733
2075,"Globe","SugarCrop",43.3982166120041,45.6097973376749,43.7358604317276,1.05096017528654,1.00778013121466
