"year","region","land_type","glb_lt_area_thous_sqkm","above_wsum","below_wsum","above_scalar","below_scalar"
2080,"Globe","FiberCrop",283.83146444356,336.945748707512,304.125256353436,1.18713317907893,1.07149944404388
2085,"Globe","FiberCrop",296.039173092532,326.022520532978,305.076667160506,1.10128168893066,1.03052803442722
2090,"Globe","FiberCrop",269.015917036173,339.569536159197,301.115911013507,1.26226559342783,1.11932377210608
2095,"Globe","FiberCrop",300.535207647337,312.43925791667,298.242412671828,1.03960950320104,0.992370960482608
2100,"Globe","FiberCrop",277.191444913782,328.70316317842,297.987847220549,1.18583444478476,1.07502541181686
2025,"Globe","FodderGrass",361.635550222842,381.459171070365,372.677371973201,1.05481657109017,1.03053300966554
2030,"Globe","FodderGrass",377.132321162591,405.280575141724,389.460653282109,1.07463760701379,1.03268967263668
2035,"Globe","FodderGrass",393.944765355714,415.925584849888,400.952474025182,1.0557967040743,1.01778855638084
2040,"Globe","FodderGrass",409.842602221468,434.646564251899,418.968396595892,1.06052070208413,1.0222665831345
2045,"Globe","FodderGrass",446.268825527473,474.866091146517,451.718533930336,1.06408080507359,1.01221171655094
2050,"Globe","FodderGrass",490.004731332615,497.787838897624,481.740348158976,1.0158837396199,0.983134074744211
2055,"Globe","FodderGrass",477.811828945137,514.657829173045,485.801193454178,1.077114039452,1.0167207340318
2060,"Globe","FodderGrass",489.701889222195,521.181795068915,490.588860489985,1.06428381539781,1.00181124738808
2065,"Globe","FodderGrass",485.650237289184,542.320221174423,497.788893792358,1.11668888334444,1.0249946475285
2070,"Globe","FodderGrass",533.986913445042,547.701637736286,516.799477622385,1.02568363371073,0.967813001798544
2075,"Globe","FodderGrass",509.724927709974,543.160608362372,504.493086756547,1.06559553758262,0.989735952336231
2080,"Globe","FodderGrass",544.124915951229,557.271020138608,515.374739372929,1.02416008494005,0.947162543497867
2085,"Globe","FodderGrass",515.199993461074,550.725950927367,503.543368871275,1.06895566365914,0.977374563785433
2090,"Globe","FodderGrass",536.290092670467,560.563652193661,518.504212178056,1.0452619950563,0.96683533644292
2095,"Globe","FodderGrass",544.294530034552,552.21616940671,513.140318181506,1.01455395734301,0.94276221763414
2100,"Globe","FodderGrass",546.162401911958,564.333043615218,523.301490661047,1.03326966784907,0.958142649199429
2025,"Globe","FodderHerb",217.499972581859,240.459690250533,228.046537993615,1.10556193362292,1.04848996202878
2030,"Globe","FodderHerb",229.109849781404,261.529911060816,241.672532365045,1.14150444125534,1.0548325730894
2035,"Globe","FodderHerb",244.70526946535,285.22000025614,257.636375122058,1.16556542030873,1.05284359296782
2040,"Globe","FodderHerb",262.484286474045,308.916094770076,281.03917575442,1.17689366826392,1.07068952404589
2045,"Globe","FodderHerb",279.7554480837,323.312077048244,292.481795215033,1.15569537345172,1.04549097155572
2050,"Globe","FodderHerb",305.420735120708,339.386105563882,311.864969405932,1.11120846274484,1.02109953105403
2055,"Globe","FodderHerb",308.39468225144,374.619873979636,327.537409565376,1.21474167856825,1.06207217055166
2060,"Globe","FodderHerb",320.92715455091,376.145453545323,332.736068231373,1.17205866880191,1.03679624336242
2065,"Globe","FodderHerb",329.178860434348,408.912312405085,352.420774938659,1.24221923566273,1.07060573231721
2070,"Globe","FodderHerb",365.869701601714,438.511621691503,381.534702453964,1.19854587513471,1.04281579147896
2075,"Globe","FodderHerb",343.543627640205,463.201442348529,378.878833868369,1.34830456769131,1.10285507686718
2080,"Globe","FodderHerb",381.341620927081,469.137793462275,393.38546539431,1.23022971455818,1.03158282182246
2085,"Globe","FodderHerb",370.315207681679,451.954599518459,376.258130024149,1.22045919298825,1.01604828054369
2090,"Globe","FodderHerb",392.861673520993,496.420003603515,416.380583070967,1.26359998203538,1.05986562481188
2095,"Globe","FodderHerb",414.941552384822,515.846491990403,432.389428298185,1.24317868149296,1.04204899657092
2100,"Globe","FodderHerb",400.420276388659,504.601423441292,418.173524543188,1.26017949938058,1.04433653638783
2025,"Globe","FodderHerbC4",139.454377304429,149.485364949515,144.376660394608,1.07193024585516,1.03529672703951
2030,"Globe","FodderHerbC4",150.379741951952,153.931080553508,150.53509852329,1.0236158045988,1.00103309507864
2035,"Globe","FodderHerbC4",163.720267602311,166.726655687285,161.086192745139,1.01836295608969,0.983911125386318
2040,"Globe","FodderHerbC4",176.565316408366,180.279651929088,175.238932788064,1.02103660898006,0.992487858616388
2045,"Globe","FodderHerbC4",191.9832329923,190.511638824674,185.392507664701,0.992334777653811,0.96567030763638
2050,"Globe","FodderHerbC4",206.627064220249,199.125563103943,196.776486118669,0.963695457104737,0.952326777042719
2055,"Globe","FodderHerbC4",206.169618422597,203.227686647128,198.152519850341,0.985730527135968,0.961114064072124
2060,"Globe","FodderHerbC4",211.262401504141,209.168210082256,202.713467721762,0.990087249756819,0.959534049970498
2065,"Globe","FodderHerbC4",215.857908020883,222.879477809793,207.423509101148,1.03252866597887,0.960926152777692
2070,"Globe","FodderHerbC4",239.577471294496,231.474943301008,222.827712682722,0.966179925225407,0.930086253430796
2075,"Globe","FodderHerbC4",220.586594074906,225.721172992768,211.127320921328,1.02327693094585,0.957117642650731
2080,"Globe","FodderHerbC4",245.47968683081,236.965081243272,224.399827218799,0.965314418893623,0.914127886163798
2085,"Globe","FodderHerbC4",235.317595572385,243.650193002623,224.038979377005,1.03541000582625,0.9520706636155
2090,"Globe","FodderHerbC4",249.405887390875,241.296111928359,227.48313432949,0.967483624595409,0.912100097993968
2095,"Globe","FodderHerbC4",262.981410736799,249.609373132964,237.561018801674,0.949152156548364,0.903337685108981
2100,"Globe","FodderHerbC4",248.589886029009,243.127397751636,229.684739982964,0.978026104100088,0.923950461750326
2025,"Globe","Forest",8814.411180624,9159.0498306303,9023.34998218181,1.03909945235637,1.02370422678001
2030,"Globe","Forest",8985.552550275,9585.76626061475,9273.15850406415,1.06679764065499,1.03200759799467
2035,"Globe","Forest",9306.32476298799,9910.77924691852,9562.16783275486,1.06495093383529,1.02749131115479
2040,"Globe","Forest",9389.21456167765,10020.504871301,9635.45070285855,1.0672356889361,1.02622542488122
2045,"Globe","Forest",9471.98991734736,10248.6354685204,9715.73882259547,1.08199391658459,1.02573365336905
2050,"Globe","Forest",9800.78472394656,10279.050682651,9847.3500429176,1.04879874134322,1.00475118271471
2055,"Globe","Forest",10099.366930329,10398.7088510411,10071.1265878708,1.02963967175143,0.997203751219954
2060,"Globe","Forest",9990.40241022478,10584.0179544491,10088.4158373487,1.05941858193988,1.00981075867611
2065,"Globe","Forest",9962.45616875047,10587.3810180112,10005.962211378,1.06272798983256,1.00436699965256
2070,"Globe","Forest",9797.86644990356,10711.8677101156,9955.7228733142,1.09328574387958,1.01611130588662
2075,"Globe","Forest",10144.1142545154,10705.98043369,10109.0896827623,1.05538839223193,0.996547301136958
2080,"Globe","Forest",10203.1378826472,10748.1223177937,10115.6617287821,1.05341341471757,0.9914265439837
2085,"Globe","Forest",9812.25180288441,10804.8741555969,9907.53361201144,1.10116152465845,1.00971049368087
2090,"Globe","Forest",9951.31811052743,10765.5516140863,9943.02303671468,1.08182167372356,0.999166434665175
2095,"Globe","Forest",10090.1036902921,10585.2666370959,9913.52064569579,1.04907411876056,0.982499382561722
2100,"Globe","Forest",10026.3354383039,10750.3870892446,9968.81251632964,1.07221498376909,0.994262816925658
2025,"Globe","Fruits",119.526991575847,130.129147370314,124.470694020595,1.08870093402911,1.0413605527887
2030,"Globe","Fruits",121.741437687885,134.508463016268,126.217103028448,1.10487000622675,1.03676369710728
2035,"Globe","Fruits",128.161707250911,134.126367832437,128.395569281712,1.04654011490225,1.0018247418501
2040,"Globe","Fruits",126.140294063694,140.089073013033,131.893928683459,1.11058146845841,1.0456129792821
2045,"Globe","Fruits",130.995031227202,140.536647210137,134.598661925497,1.07283952599992,1.02750967471464
2050,"Globe","Fruits",131.361632153392,139.877765029016,133.624907401489,1.06482968227496,1.01722934780115
2055,"Globe","Fruits",127.48149486424,145.319676862568,133.772490526909,1.13992761865026,1.04934830478234
2060,"Globe","Fruits",128.113493549075,148.866206717436,133.918796359379,1.16198694293206,1.04531374993751
2065,"Globe","Fruits",126.171048458014,148.58870155994,132.204724037904,1.17767668079089,1.04782139526959
2070,"Globe","Fruits",131.705435373038,141.831312166493,131.740980881817,1.07688275555808,1.00026988642252
2075,"Globe","Fruits",129.043533091165,145.873372019385,132.623131137628,1.13041985541678,1.02773946094559
2080,"Globe","Fruits",126.41849483002,149.329058540356,132.62622379777,1.1812279424869,1.04910459483082
2085,"Globe","Fruits",130.95340887749,143.860472685567,130.894758082651,1.09856225904094,0.999552124718692
2090,"Globe","Fruits",127.086024680063,143.349092642848,131.797341687559,1.12796897222749,1.03707187331854
2095,"Globe","Fruits",126.604432293522,138.521107096364,127.901790512499,1.09412525759931,1.0102473364911
2100,"Globe","Fruits",121.453360426458,140.86432873778,125.530920564622,1.15982240625672,1.03357305325967
2025,"Globe","FruitsTree",429.403821198786,438.809567311761,432.933268490287,1.0219041975144,1.00821941286327
2030,"Globe","FruitsTree",442.131281652667,453.0038150234,445.071786450694,1.02459118778045,1.00665075039937
2035,"Globe","FruitsTree",458.727350938546,472.007443886126,461.004274631411,1.02894986078421,1.00496356645883
2040,"Globe","FruitsTree",458.801498328372,479.762591592074,464.812409735707,1.04568662774658,1.01310133342902
2045,"Globe","FruitsTree",473.341760905209,487.645029381409,473.857748246088,1.03021763482023,1.00109009469161
2050,"Globe","FruitsTree",475.220496318394,482.791035388026,469.641985932929,1.01593058196833,0.988261216785299
2055,"Globe","FruitsTree",480.170563242202,490.495189872405,476.098186106826,1.02150199829096,0.99151889464469
2060,"Globe","FruitsTree",492.400850863082,495.550836977163,481.014120411778,1.00639719876308,0.976875079660515
2065,"Globe","FruitsTree",495.580127845005,502.062688702803,486.975421457034,1.01308075222061,0.982637103659932
2070,"Globe","FruitsTree",515.517679746156,524.075326483464,505.314972127333,1.01660010330106,0.980208811414872
2075,"Globe","FruitsTree",516.962530684293,511.837592743151,501.141231750593,0.9900864421753,0.969395656368446
2080,"Globe","FruitsTree",524.505273944393,518.441309779726,506.573065379427,0.98843869744328,0.965811194937829
2085,"Globe","FruitsTree",527.921594687892,522.369446400548,510.685977034674,0.989483005917524,0.967351936676491
2090,"Globe","FruitsTree",529.282788569563,523.131621010229,514.890920361054,0.988378296645622,0.972808735671521
2095,"Globe","FruitsTree",537.777752181259,528.969315866753,518.207610581651,0.983620675495075,0.96360923909509
2100,"Globe","FruitsTree",524.531638054253,523.258215411176,512.486722249571,0.997572267236728,0.977036817360794
2025,"Globe","Grassland",10899.26413676,11263.4512555265,11038.5942429041,1.03341391805876,1.01278344156044
2030,"Globe","Grassland",10760.96791053,10901.9403239236,10712.4876487799,1.01310034697303,0.99549480472824
2035,"Globe","Grassland",10521.38700549,10873.0644437057,10541.1909205381,1.03342500737139,1.00188225326544
2040,"Globe","Grassland",10597.941186994,11057.6941780296,10687.112162859,1.04338134953983,1.00841399044321
2045,"Globe","Grassland",10619.62272318,11022.3664282276,10643.9992630934,1.0379244833405,1.00229542428661
2050,"Globe","Grassland",10427.296272978,10632.3324902146,10316.259006455,1.01966341147973,0.989351288808126
2055,"Globe","Grassland",10490.323157103,10708.875594825,10349.7616926029,1.0208337183182,0.986600845141275
2060,"Globe","Grassland",10604.948400956,11361.0503594461,10690.2146903921,1.07129708980215,1.00804023614376
2065,"Globe","Grassland",10664.26253154,11090.6140470449,10447.7495434786,1.03997946545707,0.979697331398113
2070,"Globe","Grassland",10660.103596032,10855.0000039276,10309.5715416383,1.01828278741757,0.967117387627996
2075,"Globe","Grassland",10666.427335093,11011.4976596432,10379.3828965947,1.03235106879835,0.973088980079219
2080,"Globe","Grassland",10665.143657198,11046.5383977038,10294.8133912501,1.03576086293488,0.965276579683204
2085,"Globe","Grassland",10498.504957443,11098.2827509568,10259.7359999311,1.05712982905138,0.977256861002615
2090,"Globe","Grassland",10500.136869428,11168.4240513066,10286.5370286127,1.06364556864248,0.979657423186816
2095,"Globe","Grassland",10368.033641416,10681.1654284426,9906.31184530943,1.03020165615357,0.955466792250541
2100,"Globe","Grassland",10451.385605284,10625.059902148,9996.03693643533,1.01661734658189,0.956431741584728
2025,"Globe","Legumes",710.685261411348,765.804584728276,742.876444789148,1.07755799410764,1.04529597717261
2030,"Globe","Legumes",736.415286331754,829.110708532862,782.331401205429,1.12587384309042,1.062350844321
2035,"Globe","Legumes",788.737281540757,854.885345451151,819.092882593504,1.08386577566256,1.03848632714996
2040,"Globe","Legumes",788.382219936226,867.277487820726,827.437673178462,1.10007235816516,1.04953872912735
2045,"Globe","Legumes",745.045289631345,896.003168764313,819.645407859539,1.20261570837883,1.1001282999388
2050,"Globe","Legumes",790.76860116799,889.83805687433,826.646168321174,1.12528248536931,1.04537050042224
2055,"Globe","Legumes",782.209928239003,922.292479115629,850.704401449287,1.17908562116054,1.08756533347063
2060,"Globe","Legumes",806.896393816168,962.277058464938,873.595088497112,1.1925658186597,1.08266079163583
2065,"Globe","Legumes",847.26555635293,984.797838623975,897.039615261596,1.16232488296002,1.05874670407106
2070,"Globe","Legumes",882.507005627128,1020.20135596319,941.262088482006,1.15602635385111,1.06657746905151
2075,"Globe","Legumes",943.500609766869,1021.31085691686,970.038791900964,1.08246973700337,1.02812736087224
2080,"Globe","Legumes",927.102149848118,1059.24402770107,980.210975725847,1.14253216635793,1.05728476186408
2085,"Globe","Legumes",979.617071326738,1069.12358765701,996.329263842136,1.09136888172952,1.01705992372383
2090,"Globe","Legumes",990.352454960288,1072.70761783118,1031.51316425177,1.08315742790196,1.04156167744658
2095,"Globe","Legumes",1078.64039128054,1065.28203043511,1071.09962712225,0.987615556627201,0.993009010028507
2100,"Globe","Legumes",1057.06386463298,1071.74670322309,1062.77288640148,1.01389020955248,1.00540082956149
2025,"Globe","MiscCrop",89.3836400862,94.2177291103374,92.6007654456441,1.05408248108351,1.0359923287566
2030,"Globe","MiscCrop",87.89796445643,96.1255373970743,92.0756539565013,1.09360368003428,1.04752885377843
2035,"Globe","MiscCrop",93.3166545365236,99.8518913550466,96.6694165787011,1.07003290946275,1.03592887099125
2040,"Globe","MiscCrop",92.3700481872667,99.9982353257317,96.7180557794747,1.08258290742687,1.04707161766759
2045,"Globe","MiscCrop",87.7089071451355,100.714797560249,94.2112497379144,1.14828471632411,1.0741354875397
2050,"Globe","MiscCrop",89.0651460984257,98.0867668170297,92.5298279432015,1.10129238106941,1.0389005351313
2055,"Globe","MiscCrop",86.0292326612455,98.125852112409,91.951846361521,1.14061057011628,1.06884420001277
2060,"Globe","MiscCrop",82.2295851416828,98.555974188138,89.6669991521067,1.19854641146887,1.0904469358274
2065,"Globe","MiscCrop",81.9316892645765,95.9768640366388,87.119366771625,1.17142542645138,1.0633171066484
2070,"Globe","MiscCrop",82.9772615439718,93.8597311980939,87.4971148879284,1.13115002172439,1.05447098710966
2075,"Globe","MiscCrop",83.3514758862734,94.2245370369614,87.6745416788886,1.13044833381863,1.0518654978409
2080,"Globe","MiscCrop",78.5559832152333,93.7446054153503,84.9763685981726,1.19334774486244,1.08173006205458
2085,"Globe","MiscCrop",78.9467184035268,90.2354154451822,82.90637055173,1.14299133985474,1.0501560068395
2090,"Globe","MiscCrop",75.9814588675966,89.4929622199639,82.1433591816733,1.17782632175979,1.08109742042219
2095,"Globe","MiscCrop",80.3163620401879,87.0381395261206,82.8397317102426,1.08369125935472,1.0314178780756
2100,"Globe","MiscCrop",75.089962441156,85.0889743412809,79.3750104490775,1.13316043283362,1.05706552338842
2025,"Globe","MiscCropTree",205.568669169101,204.050517870225,205.748350254263,0.992614870227974,1.00087406843605
2030,"Globe","MiscCropTree",203.766518324162,211.408945175319,207.992695178828,1.03750580278846,1.02074029084574
2035,"Globe","MiscCropTree",209.58770668542,215.083454027291,213.097995575779,1.02622170655323,1.01674854382384
2040,"Globe","MiscCropTree",219.994938683949,228.707262354554,225.792996694819,1.03960238232172,1.02635541547253
2045,"Globe","MiscCropTree",225.220038787587,239.532498421336,232.810305144548,1.06354878416147,1.03370155869709
2050,"Globe","MiscCropTree",236.383000214485,252.045300763699,243.969344988328,1.06625815111494,1.03209344482031
2055,"Globe","MiscCropTree",253.238827404779,266.062306869669,259.686706266441,1.05063788833769,1.02546165186334
2060,"Globe","MiscCropTree",264.631407323103,288.374013333112,275.235739376432,1.08971953197158,1.04007208426467
2065,"Globe","MiscCropTree",280.857161404287,309.930610823655,290.712260807008,1.10351685274465,1.03508936483387
2070,"Globe","MiscCropTree",297.859882785661,325.578350151431,306.288526289614,1.09305874663798,1.02829734378838
2075,"Globe","MiscCropTree",307.037173406721,330.163981095312,312.202131328301,1.07532250063401,1.01682193027076
2080,"Globe","MiscCropTree",310.50387550075,350.878311327425,322.541274677094,1.13002876618388,1.03876730735464
2085,"Globe","MiscCropTree",335.282788283298,377.078313162976,345.838032825962,1.12465753191113,1.03148161764196
2090,"Globe","MiscCropTree",345.86942010871,382.478124315036,353.549446069932,1.10584544940348,1.02220498695377
2095,"Globe","MiscCropTree",345.150075376602,377.878964420664,351.750982806453,1.09482509603497,1.01912474572879
2100,"Globe","MiscCropTree",357.887951725963,387.263962182802,360.323691418872,1.08208158535421,1.00680587228813
2025,"Globe","NutsSeeds",233.418696793344,244.052009898698,238.610293493726,1.04555467600253,1.02224156321539
2030,"Globe","NutsSeeds",250.002709104262,263.43053242534,255.505125398575,1.05371071125264,1.02200942667393
2035,"Globe","NutsSeeds",267.343370405472,276.136601929475,271.943308039447,1.0328911523434,1.01720610324841
2040,"Globe","NutsSeeds",260.843002966951,275.758048306115,268.055393244325,1.05718016266303,1.02765031147218
2045,"Globe","NutsSeeds",256.87903363401,290.260192128076,274.405662020274,1.1299489414213,1.06822911211678
2050,"Globe","NutsSeeds",267.005112073796,278.699714794933,270.220116428884,1.04379917159752,1.01204098427224
2055,"Globe","NutsSeeds",265.062341082287,291.545850264499,280.278404284166,1.09991426573113,1.05740560179069
2060,"Globe","NutsSeeds",268.377510124928,299.568576065138,279.683955131085,1.1162208633864,1.04212888405178
2065,"Globe","NutsSeeds",288.185685607699,303.563104083871,292.283908383352,1.0533594111163,1.01422077146896
2070,"Globe","NutsSeeds",302.527720961669,312.497629060436,305.671286490205,1.03295535386666,1.01039099993397
2075,"Globe","NutsSeeds",311.508938181664,305.643561854715,305.64119919343,0.981171081763541,0.981163497193742
2080,"Globe","NutsSeeds",316.475515843953,315.305004666101,314.833765321639,0.996301416320531,0.994812393249645
2085,"Globe","NutsSeeds",314.001532619,316.929544237406,310.85356554577,1.00932483225156,0.989974676088446
2090,"Globe","NutsSeeds",317.826831941812,305.866645833169,314.671214308306,0.962368859685097,0.990071267380962
2095,"Globe","NutsSeeds",353.009472592476,306.071012045534,333.923482394798,0.867033424904352,0.945933489949967
2100,"Globe","NutsSeeds",334.410839036687,300.766236937817,319.719743325261,0.899391412683311,0.956068721475219
2025,"Globe","NutsSeedsTree",106.572637113303,112.501364196005,108.456432820172,1.05563085650587,1.01767616677127
2030,"Globe","NutsSeedsTree",107.275161867753,113.019414537757,108.778054187328,1.05354690284304,1.01400969519326
2035,"Globe","NutsSeedsTree",113.482856428103,118.076527901539,113.212598349697,1.04047899055437,0.997618511844766
2040,"Globe","NutsSeedsTree",119.38680381385,125.302019366466,119.875409850299,1.04954664471828,1.00409263018055
2045,"Globe","NutsSeedsTree",121.63365372793,125.611229105293,121.241653459932,1.03270127350002,0.996777205518514
2050,"Globe","NutsSeedsTree",127.748321423164,133.23291497788,127.232650924251,1.04293280329334,0.995963387282363
2055,"Globe","NutsSeedsTree",128.042140836879,135.750002542176,128.271437199035,1.06019785091782,1.00179078825657
2060,"Globe","NutsSeedsTree",131.271828171608,137.805396159527,130.924840224501,1.04977128816533,0.997356721911017
2065,"Globe","NutsSeedsTree",135.982948443611,143.540968178144,135.755936955542,1.05558064316914,0.99833058857256
2070,"Globe","NutsSeedsTree",139.231811759168,145.951138359018,138.321888967088,1.04825999543461,0.993464691864721
2075,"Globe","NutsSeedsTree",141.329318094592,146.210128728226,139.890924190157,1.03453501863193,0.989822395495662
2080,"Globe","NutsSeedsTree",143.288901227576,148.502951732926,141.413924219703,1.03638837663406,0.986914708733125
2085,"Globe","NutsSeedsTree",142.319828009196,147.128108780597,140.680528968673,1.03378503781701,0.98848158360326
2090,"Globe","NutsSeedsTree",141.862696834018,147.983367586865,140.504107691643,1.04314503311613,0.990423210803863
2095,"Globe","NutsSeedsTree",150.8833255725,157.234466979484,148.84572220259,1.04209306351703,0.986495503315703
2100,"Globe","NutsSeedsTree",144.250924758975,151.141597175545,143.574251456945,1.04776865332464,0.995309053975488
2025,"Globe","OilCrop",704.508367148702,751.990675039506,733.949950174915,1.06739779128951,1.04179025317381
2030,"Globe","OilCrop",714.196458393797,778.454819682681,742.166412850897,1.08997294866653,1.03916282995859
2035,"Globe","OilCrop",740.470759265151,791.376657209377,760.716642718671,1.06874801915844,1.02734190810399
2040,"Globe","OilCrop",733.202569579511,786.554575645928,757.656951588373,1.07276571070532,1.03335283184139
2045,"Globe","OilCrop",709.66589380108,826.603880998823,762.170300106139,1.16477893078869,1.07398468316384
2050,"Globe","OilCrop",775.591058136861,753.437247002733,751.196520422128,0.971436221573587,0.968547164825064
2055,"Globe","OilCrop",705.485099333884,791.071878785774,746.057871420353,1.1213162114022,1.05751045929216
2060,"Globe","OilCrop",681.836421338208,759.264921604978,710.396817385022,1.11355876254719,1.04188746032481
