"","Units","scenario","region","sector","year","value","value_baseline","diff"
"1665","1975$/kg","FULL_FDBK","Africa_Western","Pasture",2095,0.184959,0.18628,-0.709147519862566
"1666","1975$/kg","FULL_FDBK","Africa_Western","Pasture",2100,0.195087,0.19669,-0.814988052264982
"1667","1975$/kg","FULL_FDBK","Africa_Western","Rice",2020,0.10103,0.10103,0
"1668","1975$/kg","FULL_FDBK","Africa_Western","Rice",2025,0.099327,0.101138,-1.79062271352015
"1669","1975$/kg","FULL_FDBK","Africa_Western","Rice",2030,0.0997654,0.100912,-1.13623751387347
"1670","1975$/kg","FULL_FDBK","Africa_Western","Rice",2035,0.0996582,0.100253,-0.593298953647265
"1671","1975$/kg","FULL_FDBK","Africa_Western","Rice",2040,0.108922,0.110936,-1.81546116679888
"1672","1975$/kg","FULL_FDBK","Africa_Western","Rice",2045,0.115281,0.119196,-3.28450619148294
"1673","1975$/kg","FULL_FDBK","Africa_Western","Rice",2050,0.123198,0.127051,-3.03264043573053
"1674","1975$/kg","FULL_FDBK","Africa_Western","Rice",2055,0.138957,0.142218,-2.29295869721133
"1675","1975$/kg","FULL_FDBK","Africa_Western","Rice",2060,0.156061,0.159833,-2.35996321160211
"1676","1975$/kg","FULL_FDBK","Africa_Western","Rice",2065,0.17526,0.178777,-1.96725529570358
"1677","1975$/kg","FULL_FDBK","Africa_Western","Rice",2070,0.185785,0.190545,-2.49809756225563
"1678","1975$/kg","FULL_FDBK","Africa_Western","Rice",2075,0.201119,0.203079,-0.965141644384706
"1679","1975$/kg","FULL_FDBK","Africa_Western","Rice",2080,0.213098,0.216523,-1.58181809784641
"1680","1975$/kg","FULL_FDBK","Africa_Western","Rice",2085,0.22442,0.230867,-2.7925169036718
"1681","1975$/kg","FULL_FDBK","Africa_Western","Rice",2090,0.240726,0.241871,-0.473392841638728
"1682","1975$/kg","FULL_FDBK","Africa_Western","Rice",2095,0.249663,0.248335,0.534761511667705
"1683","1975$/kg","FULL_FDBK","Africa_Western","Rice",2100,0.25947,0.254166,2.08682514577086
"1684","1975$/kg","FULL_FDBK","Africa_Western","RootTuber",2020,0.0675968,0.0675968,0
"1685","1975$/kg","FULL_FDBK","Africa_Western","RootTuber",2025,0.0674731,0.067818,-0.508567047096654
"1686","1975$/kg","FULL_FDBK","Africa_Western","RootTuber",2030,0.0676642,0.0679898,-0.478895363716336
"1687","1975$/kg","FULL_FDBK","Africa_Western","RootTuber",2035,0.0677275,0.0680162,-0.424457702723767
"1688","1975$/kg","FULL_FDBK","Africa_Western","RootTuber",2040,0.0697326,0.0703201,-0.835465251044852
"1689","1975$/kg","FULL_FDBK","Africa_Western","RootTuber",2045,0.0714669,0.0724861,-1.4060626796034
"1690","1975$/kg","FULL_FDBK","Africa_Western","RootTuber",2050,0.0735533,0.0747644,-1.61988861008714
"1691","1975$/kg","FULL_FDBK","Africa_Western","RootTuber",2055,0.0779688,0.0790005,-1.30594110163859
"1692","1975$/kg","FULL_FDBK","Africa_Western","RootTuber",2060,0.0829276,0.0845298,-1.89542622838336
"1693","1975$/kg","FULL_FDBK","Africa_Western","RootTuber",2065,0.0892394,0.091021,-1.95735050153262
"1694","1975$/kg","FULL_FDBK","Africa_Western","RootTuber",2070,0.093387,0.0956126,-2.32772668037477
"1695","1975$/kg","FULL_FDBK","Africa_Western","RootTuber",2075,0.098613,0.100806,-2.17546574608654
"1696","1975$/kg","FULL_FDBK","Africa_Western","RootTuber",2080,0.104032,0.106683,-2.4849319947883
"1697","1975$/kg","FULL_FDBK","Africa_Western","RootTuber",2085,0.110569,0.113274,-2.38801490191924
"1698","1975$/kg","FULL_FDBK","Africa_Western","RootTuber",2090,0.118104,0.118764,-0.555723956754567
"1699","1975$/kg","FULL_FDBK","Africa_Western","RootTuber",2095,0.122163,0.122492,-0.26858896907554
"1700","1975$/kg","FULL_FDBK","Africa_Western","RootTuber",2100,0.128184,0.126003,1.73091116878169
"1701","1975$/kg","FULL_FDBK","Africa_Western","Soybean",2020,0.110332,0.110332,0
"1702","1975$/kg","FULL_FDBK","Africa_Western","Soybean",2025,0.110154,0.113557,-2.99673291827012
"1703","1975$/kg","FULL_FDBK","Africa_Western","Soybean",2030,0.111736,0.116077,-3.73975895310871
"1704","1975$/kg","FULL_FDBK","Africa_Western","Soybean",2035,0.113763,0.117972,-3.56779574814362
"1705","1975$/kg","FULL_FDBK","Africa_Western","Soybean",2040,0.129668,0.136641,-5.10315351907554
"1706","1975$/kg","FULL_FDBK","Africa_Western","Soybean",2045,0.143156,0.154157,-7.13623124476993
"1707","1975$/kg","FULL_FDBK","Africa_Western","Soybean",2050,0.162204,0.171273,-5.29505526265087
"1708","1975$/kg","FULL_FDBK","Africa_Western","Soybean",2055,0.188502,0.200292,-5.8864058474627
"1709","1975$/kg","FULL_FDBK","Africa_Western","Soybean",2060,0.224926,0.233524,-3.6818485466162
"1710","1975$/kg","FULL_FDBK","Africa_Western","Soybean",2065,0.256082,0.268636,-4.67323813636296
"1711","1975$/kg","FULL_FDBK","Africa_Western","Soybean",2070,0.273425,0.291166,-6.09308779184383
"1712","1975$/kg","FULL_FDBK","Africa_Western","Soybean",2075,0.296922,0.315154,-5.78510823280046
"1713","1975$/kg","FULL_FDBK","Africa_Western","Soybean",2080,0.330022,0.341624,-3.39613141933822
"1714","1975$/kg","FULL_FDBK","Africa_Western","Soybean",2085,0.347241,0.370597,-6.3022636448757
"1715","1975$/kg","FULL_FDBK","Africa_Western","Soybean",2090,0.382203,0.394177,-3.03772163266755
"1716","1975$/kg","FULL_FDBK","Africa_Western","Soybean",2095,0.403864,0.409379,-1.34716240940546
"1717","1975$/kg","FULL_FDBK","Africa_Western","Soybean",2100,0.425291,0.422836,0.580603354492045
"1718","1975$/kg","FULL_FDBK","Africa_Western","SugarCrop",2020,0.0212684,0.0212684,0
"1719","1975$/kg","FULL_FDBK","Africa_Western","SugarCrop",2025,0.0214699,0.0215076,-0.175286875337098
"1720","1975$/kg","FULL_FDBK","Africa_Western","SugarCrop",2030,0.0217943,0.0217109,0.38413884270112
"1721","1975$/kg","FULL_FDBK","Africa_Western","SugarCrop",2035,0.0218549,0.0218516,0.0151018689706988
"1722","1975$/kg","FULL_FDBK","Africa_Western","SugarCrop",2040,0.0240865,0.0242631,-0.727854231322457
"1723","1975$/kg","FULL_FDBK","Africa_Western","SugarCrop",2045,0.0262969,0.026604,-1.1543376935799
"1724","1975$/kg","FULL_FDBK","Africa_Western","SugarCrop",2050,0.0289704,0.0290787,-0.372437557387361
"1725","1975$/kg","FULL_FDBK","Africa_Western","SugarCrop",2055,0.0333521,0.033365,-0.0386632698935898
"1726","1975$/kg","FULL_FDBK","Africa_Western","SugarCrop",2060,0.0383745,0.0386144,-0.621270821248035
"1727","1975$/kg","FULL_FDBK","Africa_Western","SugarCrop",2065,0.0443847,0.0444237,-0.0877909764382623
"1728","1975$/kg","FULL_FDBK","Africa_Western","SugarCrop",2070,0.0482792,0.0483103,-0.0643755058445077
"1729","1975$/kg","FULL_FDBK","Africa_Western","SugarCrop",2075,0.0528963,0.0525524,0.654394471042238
"1730","1975$/kg","FULL_FDBK","Africa_Western","SugarCrop",2080,0.0563933,0.0573218,-1.61980258819506
"1731","1975$/kg","FULL_FDBK","Africa_Western","SugarCrop",2085,0.062745,0.0626704,0.119035461717165
"1732","1975$/kg","FULL_FDBK","Africa_Western","SugarCrop",2090,0.0665675,0.067142,-0.855649221053873
"1733","1975$/kg","FULL_FDBK","Africa_Western","SugarCrop",2095,0.0707464,0.0702181,0.75237011539759
"1734","1975$/kg","FULL_FDBK","Africa_Western","SugarCrop",2100,0.0736362,0.0730963,0.738614676803061
"1735","1975$/kg","FULL_FDBK","Africa_Western","Vegetables",2020,0.252416,0.252416,0
"1736","1975$/kg","FULL_FDBK","Africa_Western","Vegetables",2025,0.252406,0.253075,-0.264348513286565
"1737","1975$/kg","FULL_FDBK","Africa_Western","Vegetables",2030,0.253348,0.25365,-0.119061699191787
"1738","1975$/kg","FULL_FDBK","Africa_Western","Vegetables",2035,0.25393,0.254265,-0.131752305665361
"1739","1975$/kg","FULL_FDBK","Africa_Western","Vegetables",2040,0.258295,0.259151,-0.330309356321227
"1740","1975$/kg","FULL_FDBK","Africa_Western","Vegetables",2045,0.262016,0.263945,-0.730834075280819
"1741","1975$/kg","FULL_FDBK","Africa_Western","Vegetables",2050,0.26717,0.269195,-0.75224279797173
"1742","1975$/kg","FULL_FDBK","Africa_Western","Vegetables",2055,0.27646,0.278883,-0.868823126544109
"1743","1975$/kg","FULL_FDBK","Africa_Western","Vegetables",2060,0.289725,0.291915,-0.750218385488916
"1744","1975$/kg","FULL_FDBK","Africa_Western","Vegetables",2065,0.306415,0.307615,-0.390098012125558
"1745","1975$/kg","FULL_FDBK","Africa_Western","Vegetables",2070,0.316845,0.319507,-0.83315858494493
"1746","1975$/kg","FULL_FDBK","Africa_Western","Vegetables",2075,0.335696,0.333042,0.796896487530098
"1747","1975$/kg","FULL_FDBK","Africa_Western","Vegetables",2080,0.35027,0.348409,0.534142344198916
"1748","1975$/kg","FULL_FDBK","Africa_Western","Vegetables",2085,0.363905,0.365667,-0.481859177885902
"1749","1975$/kg","FULL_FDBK","Africa_Western","Vegetables",2090,0.392889,0.380511,3.25299400017345
"1750","1975$/kg","FULL_FDBK","Africa_Western","Vegetables",2095,0.408615,0.391252,4.43780479077424
"1751","1975$/kg","FULL_FDBK","Africa_Western","Vegetables",2100,0.421706,0.401429,5.05120457166773
"1752","1975$/kg","FULL_FDBK","Africa_Western","Wheat",2020,0.0670172,0.0670172,0
"1753","1975$/kg","FULL_FDBK","Africa_Western","Wheat",2025,0.063949,0.065795,-2.80568432251691
"1754","1975$/kg","FULL_FDBK","Africa_Western","Wheat",2030,0.0629612,0.0642741,-2.04265792908809
"1755","1975$/kg","FULL_FDBK","Africa_Western","Wheat",2035,0.0619136,0.0637092,-2.81843124697845
"1756","1975$/kg","FULL_FDBK","Africa_Western","Wheat",2040,0.0681176,0.069983,-2.66550447965935
"1757","1975$/kg","FULL_FDBK","Africa_Western","Wheat",2045,0.0717221,0.0750671,-4.4560133533865
"1758","1975$/kg","FULL_FDBK","Africa_Western","Wheat",2050,0.0794245,0.079704,-0.350672488206366
"1759","1975$/kg","FULL_FDBK","Africa_Western","Wheat",2055,0.0838829,0.0879813,-4.65826260807695
"1760","1975$/kg","FULL_FDBK","Africa_Western","Wheat",2060,0.0935806,0.0972725,-3.7954200827572
"1761","1975$/kg","FULL_FDBK","Africa_Western","Wheat",2065,0.102304,0.106767,-4.18013056468759
"1762","1975$/kg","FULL_FDBK","Africa_Western","Wheat",2070,0.106068,0.112439,-5.66618344168838
"1763","1975$/kg","FULL_FDBK","Africa_Western","Wheat",2075,0.116157,0.118504,-1.98052386417336
"1764","1975$/kg","FULL_FDBK","Africa_Western","Wheat",2080,0.124285,0.125149,-0.690377070531929
"1765","1975$/kg","FULL_FDBK","Africa_Western","Wheat",2085,0.12644,0.132232,-4.38018028918869
"1766","1975$/kg","FULL_FDBK","Africa_Western","Wheat",2090,0.1394,0.137585,1.31918450412471
"1767","1975$/kg","FULL_FDBK","Africa_Western","Wheat",2095,0.146593,0.140587,4.2720877463777
"1768","1975$/kg","FULL_FDBK","Africa_Western","Wheat",2100,0.144206,0.143325,0.614686900401181
"1769","1975$/kg","FULL_FDBK","Argentina","Corn",2020,0.042359,0.042359,0
"1770","1975$/kg","FULL_FDBK","Argentina","Corn",2025,0.041433,0.0426707,-2.9005851790573
"1771","1975$/kg","FULL_FDBK","Argentina","Corn",2030,0.0415781,0.0427629,-2.7706259397749
"1772","1975$/kg","FULL_FDBK","Argentina","Corn",2035,0.0416162,0.0431491,-3.55256540692622
"1773","1975$/kg","FULL_FDBK","Argentina","Corn",2040,0.0445734,0.045265,-1.52789130674915
"1774","1975$/kg","FULL_FDBK","Argentina","Corn",2045,0.0488892,0.0479423,1.97508254714522
"1775","1975$/kg","FULL_FDBK","Argentina","Corn",2050,0.0515175,0.0505485,1.91697082999495
"1776","1975$/kg","FULL_FDBK","Argentina","Corn",2055,0.0530696,0.0537782,-1.31763428303661
"1777","1975$/kg","FULL_FDBK","Argentina","Corn",2060,0.0566508,0.0569097,-0.454931233164117
"1778","1975$/kg","FULL_FDBK","Argentina","Corn",2065,0.0554917,0.0600378,-7.57206293368512
"1779","1975$/kg","FULL_FDBK","Argentina","Corn",2070,0.0640079,0.0615332,4.02173135803112
"1780","1975$/kg","FULL_FDBK","Argentina","Corn",2075,0.0606536,0.063389,-4.31525974538169
"1781","1975$/kg","FULL_FDBK","Argentina","Corn",2080,0.0680131,0.06586,3.26920740965686
"1782","1975$/kg","FULL_FDBK","Argentina","Corn",2085,0.0648598,0.0688335,-5.77291580407797
"1783","1975$/kg","FULL_FDBK","Argentina","Corn",2090,0.0718267,0.0711937,0.889123616275028
"1784","1975$/kg","FULL_FDBK","Argentina","Corn",2095,0.0721543,0.0725271,-0.51401476137884
"1785","1975$/kg","FULL_FDBK","Argentina","Corn",2100,0.0750344,0.0737158,1.78876170373245
"1786","1975$/kg","FULL_FDBK","Argentina","FiberCrop",2020,0.179173,0.179173,0
"1787","1975$/kg","FULL_FDBK","Argentina","FiberCrop",2025,0.173957,0.175984,-1.15180925538685
"1788","1975$/kg","FULL_FDBK","Argentina","FiberCrop",2030,0.16644,0.172779,-3.66884864480057
"1789","1975$/kg","FULL_FDBK","Argentina","FiberCrop",2035,0.164037,0.172989,-5.17489551358758
"1790","1975$/kg","FULL_FDBK","Argentina","FiberCrop",2040,0.172975,0.177389,-2.48831663744652
"1791","1975$/kg","FULL_FDBK","Argentina","FiberCrop",2045,0.172613,0.181601,-4.94931195312802
"1792","1975$/kg","FULL_FDBK","Argentina","FiberCrop",2050,0.177704,0.185951,-4.43503933832031
"1793","1975$/kg","FULL_FDBK","Argentina","FiberCrop",2055,0.187416,0.194436,-3.61044251064618
"1794","1975$/kg","FULL_FDBK","Argentina","FiberCrop",2060,0.192218,0.203755,-5.66219233883831
"1795","1975$/kg","FULL_FDBK","Argentina","FiberCrop",2065,0.19375,0.213479,-9.24165843010319
"1796","1975$/kg","FULL_FDBK","Argentina","FiberCrop",2070,0.211626,0.219267,-3.48479251323728
"1797","1975$/kg","FULL_FDBK","Argentina","FiberCrop",2075,0.200294,0.22539,-11.1344780158836
"1798","1975$/kg","FULL_FDBK","Argentina","FiberCrop",2080,0.219502,0.232123,-5.43720355156533
"1799","1975$/kg","FULL_FDBK","Argentina","FiberCrop",2085,0.221674,0.239522,-7.451507585942
"1800","1975$/kg","FULL_FDBK","Argentina","FiberCrop",2090,0.225953,0.245111,-7.81605068723966
"1801","1975$/kg","FULL_FDBK","Argentina","FiberCrop",2095,0.224486,0.248012,-9.48583133074207
"1802","1975$/kg","FULL_FDBK","Argentina","FiberCrop",2100,0.244447,0.250542,-2.43272585035642
"1803","1975$/kg","FULL_FDBK","Argentina","FodderGrass",2020,0.0270002,0.0270002,0
"1804","1975$/kg","FULL_FDBK","Argentina","FodderGrass",2025,0.0266936,0.0277755,-3.89515940307105
"1805","1975$/kg","FULL_FDBK","Argentina","FodderGrass",2030,0.0276651,0.028435,-2.70757868823632
"1806","1975$/kg","FULL_FDBK","Argentina","FodderGrass",2035,0.0277698,0.0290962,-4.55867089173156
"1807","1975$/kg","FULL_FDBK","Argentina","FodderGrass",2040,0.0291743,0.0306001,-4.65946189718335
"1808","1975$/kg","FULL_FDBK","Argentina","FodderGrass",2045,0.0326233,0.0321514,1.46774323979673
"1809","1975$/kg","FULL_FDBK","Argentina","FodderGrass",2050,0.0338718,0.0337307,0.418313287302067
"1810","1975$/kg","FULL_FDBK","Argentina","FodderGrass",2055,0.0345452,0.0356655,-3.14113078465185
"1811","1975$/kg","FULL_FDBK","Argentina","FodderGrass",2060,0.0377311,0.0378412,-0.29095271820133
"1812","1975$/kg","FULL_FDBK","Argentina","FodderGrass",2065,0.036373,0.0400913,-9.27458076939386
"1813","1975$/kg","FULL_FDBK","Argentina","FodderGrass",2070,0.0435412,0.0415045,4.90717873965474
"1814","1975$/kg","FULL_FDBK","Argentina","FodderGrass",2075,0.0414323,0.0430124,-3.67359180143401
"1815","1975$/kg","FULL_FDBK","Argentina","FodderGrass",2080,0.0463483,0.0446697,3.75780450730585
"1816","1975$/kg","FULL_FDBK","Argentina","FodderGrass",2085,0.0438068,0.0464937,-5.77906253965591
"1817","1975$/kg","FULL_FDBK","Argentina","FodderGrass",2090,0.050197,0.0479394,4.70927879781557
"1818","1975$/kg","FULL_FDBK","Argentina","FodderGrass",2095,0.04838,0.0488,-0.860655737704926
"1819","1975$/kg","FULL_FDBK","Argentina","FodderGrass",2100,0.0498298,0.0495735,0.517010096119905
"1820","1975$/kg","FULL_FDBK","Argentina","FodderHerb",2020,0.0500946,0.0500946,0
"1821","1975$/kg","FULL_FDBK","Argentina","FodderHerb",2025,0.0502247,0.0509762,-1.47421737987532
"1822","1975$/kg","FULL_FDBK","Argentina","FodderHerb",2030,0.0506226,0.0514874,-1.67963424061034
"1823","1975$/kg","FULL_FDBK","Argentina","FodderHerb",2035,0.0514489,0.052296,-1.61981795930856
"1824","1975$/kg","FULL_FDBK","Argentina","FodderHerb",2040,0.0528847,0.0538182,-1.73454333292454
"1825","1975$/kg","FULL_FDBK","Argentina","FodderHerb",2045,0.0545026,0.0553414,-1.51568265349268
"1826","1975$/kg","FULL_FDBK","Argentina","FodderHerb",2050,0.0569691,0.0568717,0.171262684252457
"1827","1975$/kg","FULL_FDBK","Argentina","FodderHerb",2055,0.0578554,0.0589243,-1.81402239822959
"1828","1975$/kg","FULL_FDBK","Argentina","FodderHerb",2060,0.0596489,0.0611741,-2.49321199658026
"1829","1975$/kg","FULL_FDBK","Argentina","FodderHerb",2065,0.0616878,0.0635819,-2.97899244910894
"1830","1975$/kg","FULL_FDBK","Argentina","FodderHerb",2070,0.0643959,0.0653071,-1.39525411478997
"1831","1975$/kg","FULL_FDBK","Argentina","FodderHerb",2075,0.0639197,0.0671009,-4.74092001746625
"1832","1975$/kg","FULL_FDBK","Argentina","FodderHerb",2080,0.0674897,0.0690707,-2.28895899419001
"1833","1975$/kg","FULL_FDBK","Argentina","FodderHerb",2085,0.0679269,0.0712265,-4.63254547113785
"1834","1975$/kg","FULL_FDBK","Argentina","FodderHerb",2090,0.0702763,0.0729242,-3.63103057695524
"1835","1975$/kg","FULL_FDBK","Argentina","FodderHerb",2095,0.0728445,0.073894,-1.42027769507672
"1836","1975$/kg","FULL_FDBK","Argentina","FodderHerb",2100,0.0719852,0.0745221,-3.40422505538625
"1837","1975$/kg","FULL_FDBK","Argentina","Fruits",2020,0.0742589,0.0742589,0
"1838","1975$/kg","FULL_FDBK","Argentina","Fruits",2025,0.0741157,0.0743191,-0.273684692091256
"1839","1975$/kg","FULL_FDBK","Argentina","Fruits",2030,0.0737652,0.0743583,-0.797624475008169
"1840","1975$/kg","FULL_FDBK","Argentina","Fruits",2035,0.0740853,0.0744759,-0.524464961148494
"1841","1975$/kg","FULL_FDBK","Argentina","Fruits",2040,0.0738247,0.0746951,-1.1652705465285
"1842","1975$/kg","FULL_FDBK","Argentina","Fruits",2045,0.0741303,0.0748936,-1.01917920890438
"1843","1975$/kg","FULL_FDBK","Argentina","Fruits",2050,0.0741738,0.0750922,-1.22302982200548
"1844","1975$/kg","FULL_FDBK","Argentina","Fruits",2055,0.0744363,0.0754053,-1.28505555975508
"1845","1975$/kg","FULL_FDBK","Argentina","Fruits",2060,0.0748046,0.0757109,-1.19705352862005
"1846","1975$/kg","FULL_FDBK","Argentina","Fruits",2065,0.0745745,0.0760179,-1.89876331758704
"1847","1975$/kg","FULL_FDBK","Argentina","Fruits",2070,0.0753277,0.0761844,-1.12450842954726
"1848","1975$/kg","FULL_FDBK","Argentina","Fruits",2075,0.0748628,0.0763659,-1.96828689244808
"1849","1975$/kg","FULL_FDBK","Argentina","Fruits",2080,0.0753736,0.0765763,-1.57059037848525
"1850","1975$/kg","FULL_FDBK","Argentina","Fruits",2085,0.0750151,0.0768077,-2.33388058749319
"1851","1975$/kg","FULL_FDBK","Argentina","Fruits",2090,0.0755429,0.0769718,-1.85639415993911
"1852","1975$/kg","FULL_FDBK","Argentina","Fruits",2095,0.0751715,0.0770516,-2.44005315918163
"1853","1975$/kg","FULL_FDBK","Argentina","Fruits",2100,0.0755143,0.0771258,-2.08944348065108
"1854","1975$/kg","FULL_FDBK","Argentina","Legumes",2020,0.253295,0.253295,0
"1855","1975$/kg","FULL_FDBK","Argentina","Legumes",2025,0.251446,0.26049,-3.47191830780452
"1856","1975$/kg","FULL_FDBK","Argentina","Legumes",2030,0.245707,0.265284,-7.37963842523485
"1857","1975$/kg","FULL_FDBK","Argentina","Legumes",2035,0.251267,0.271696,-7.51906542606442
"1858","1975$/kg","FULL_FDBK","Argentina","Legumes",2040,0.276664,0.2958,-6.46923597025016
"1859","1975$/kg","FULL_FDBK","Argentina","Legumes",2045,0.284067,0.31593,-10.0854619694236
"1860","1975$/kg","FULL_FDBK","Argentina","Legumes",2050,0.308723,0.335529,-7.98917530228385
"1861","1975$/kg","FULL_FDBK","Argentina","Legumes",2055,0.334245,0.362739,-7.85523475556804
"1862","1975$/kg","FULL_FDBK","Argentina","Legumes",2060,0.353454,0.391504,-9.71893007478852
"1863","1975$/kg","FULL_FDBK","Argentina","Legumes",2065,0.365796,0.421507,-13.217099597397
"1864","1975$/kg","FULL_FDBK","Argentina","Legumes",2070,0.397337,0.439647,-9.6236298666885
"1865","1975$/kg","FULL_FDBK","Argentina","Legumes",2075,0.396919,0.458666,-13.4623015440429
"1866","1975$/kg","FULL_FDBK","Argentina","Legumes",2080,0.424063,0.47961,-11.5817017993787
"1867","1975$/kg","FULL_FDBK","Argentina","Legumes",2085,0.44884,0.502598,-10.696023462091
"1868","1975$/kg","FULL_FDBK","Argentina","Legumes",2090,0.459858,0.519689,-11.5128471066349
"1869","1975$/kg","FULL_FDBK","Argentina","Legumes",2095,0.477089,0.52837,-9.7055093968242
"1870","1975$/kg","FULL_FDBK","Argentina","Legumes",2100,0.493699,0.535816,-7.86034758200576
"1871","1975$/kg","FULL_FDBK","Argentina","MiscCrop",2020,0.502439,0.502439,0
"1872","1975$/kg","FULL_FDBK","Argentina","MiscCrop",2025,0.501556,0.501817,-0.0520109920548638
"1873","1975$/kg","FULL_FDBK","Argentina","MiscCrop",2030,0.498729,0.500882,-0.429841759136897
"1874","1975$/kg","FULL_FDBK","Argentina","MiscCrop",2035,0.497982,0.50158,-0.71733322700268
"1875","1975$/kg","FULL_FDBK","Argentina","MiscCrop",2040,0.501314,0.504163,-0.565095018872863
"1876","1975$/kg","FULL_FDBK","Argentina","MiscCrop",2045,0.504041,0.506636,-0.51220205433487
"1877","1975$/kg","FULL_FDBK","Argentina","MiscCrop",2050,0.506529,0.508997,-0.484875156435112
"1878","1975$/kg","FULL_FDBK","Argentina","MiscCrop",2055,0.511502,0.5124,-0.175253708040584
"1879","1975$/kg","FULL_FDBK","Argentina","MiscCrop",2060,0.514102,0.516007,-0.369181038241738
"1880","1975$/kg","FULL_FDBK","Argentina","MiscCrop",2065,0.510214,0.519618,-1.8097910388016
"1881","1975$/kg","FULL_FDBK","Argentina","MiscCrop",2070,0.519194,0.521316,-0.407046781606541
"1882","1975$/kg","FULL_FDBK","Argentina","MiscCrop",2075,0.51269,0.52311,-1.99193286306895
"1883","1975$/kg","FULL_FDBK","Argentina","MiscCrop",2080,0.522661,0.525187,-0.480971539661095
"1884","1975$/kg","FULL_FDBK","Argentina","MiscCrop",2085,0.519325,0.527527,-1.55480193430856
"1885","1975$/kg","FULL_FDBK","Argentina","MiscCrop",2090,0.522382,0.529035,-1.25757275038514
"1886","1975$/kg","FULL_FDBK","Argentina","MiscCrop",2095,0.521483,0.52943,-1.5010482972253
"1887","1975$/kg","FULL_FDBK","Argentina","MiscCrop",2100,0.534255,0.529643,0.870775220289905
"1888","1975$/kg","FULL_FDBK","Argentina","NutsSeeds",2020,0.479513,0.479513,0
"1889","1975$/kg","FULL_FDBK","Argentina","NutsSeeds",2025,0.456184,0.491377,-7.1621178850455
"1890","1975$/kg","FULL_FDBK","Argentina","NutsSeeds",2030,0.452773,0.497359,-8.964550757099
"1891","1975$/kg","FULL_FDBK","Argentina","NutsSeeds",2035,0.464166,0.514852,-9.84477092445984
"1892","1975$/kg","FULL_FDBK","Argentina","NutsSeeds",2040,0.512891,0.56804,-9.70864727836068
"1893","1975$/kg","FULL_FDBK","Argentina","NutsSeeds",2045,0.541578,0.610718,-11.3211007371651
"1894","1975$/kg","FULL_FDBK","Argentina","NutsSeeds",2050,0.598219,0.651029,-8.1117738226715
"1895","1975$/kg","FULL_FDBK","Argentina","NutsSeeds",2055,0.617602,0.694227,-11.0374560482378
"1896","1975$/kg","FULL_FDBK","Argentina","NutsSeeds",2060,0.685053,0.740607,-7.50114433160907
"1897","1975$/kg","FULL_FDBK","Argentina","NutsSeeds",2065,0.664108,0.788878,-15.8161338001567
"1898","1975$/kg","FULL_FDBK","Argentina","NutsSeeds",2070,0.753705,0.812392,-7.22397561768211
"1899","1975$/kg","FULL_FDBK","Argentina","NutsSeeds",2075,0.705968,0.838261,-15.7818388306267
"1900","1975$/kg","FULL_FDBK","Argentina","NutsSeeds",2080,0.763616,0.869128,-12.1399839839471
"1901","1975$/kg","FULL_FDBK","Argentina","NutsSeeds",2085,0.792039,0.905357,-12.5163885627437
"1902","1975$/kg","FULL_FDBK","Argentina","NutsSeeds",2090,0.815952,0.93074,-12.3329823581236
"1903","1975$/kg","FULL_FDBK","Argentina","NutsSeeds",2095,0.839858,0.94033,-10.6847596056704
"1904","1975$/kg","FULL_FDBK","Argentina","NutsSeeds",2100,0.859847,0.948584,-9.35468023917755
"1905","1975$/kg","FULL_FDBK","Argentina","OilCrop",2020,0.0839918,0.0839918,0
"1906","1975$/kg","FULL_FDBK","Argentina","OilCrop",2025,0.0771389,0.0839633,-8.12783680488977
"1907","1975$/kg","FULL_FDBK","Argentina","OilCrop",2030,0.0771466,0.0828334,-6.86534658724621
"1908","1975$/kg","FULL_FDBK","Argentina","OilCrop",2035,0.0748768,0.082852,-9.6258388451697
"1909","1975$/kg","FULL_FDBK","Argentina","OilCrop",2040,0.0794559,0.0878526,-9.55771371592873
"1910","1975$/kg","FULL_FDBK","Argentina","OilCrop",2045,0.0848618,0.0927867,-8.54098701645818
"1911","1975$/kg","FULL_FDBK","Argentina","OilCrop",2050,0.094305,0.0972945,-3.07263000477931
"1912","1975$/kg","FULL_FDBK","Argentina","OilCrop",2055,0.0931292,0.10416,-10.5902457757297
"1913","1975$/kg","FULL_FDBK","Argentina","OilCrop",2060,0.108656,0.111249,-2.33080746793229
"1914","1975$/kg","FULL_FDBK","Argentina","OilCrop",2065,0.102091,0.118225,-13.6468598012265
"1915","1975$/kg","FULL_FDBK","Argentina","OilCrop",2070,0.118402,0.121789,-2.78103933852811
"1916","1975$/kg","FULL_FDBK","Argentina","OilCrop",2075,0.109514,0.126413,-13.3680871429362
"1917","1975$/kg","FULL_FDBK","Argentina","OilCrop",2080,0.119475,0.132382,-9.74981492952214
"1918","1975$/kg","FULL_FDBK","Argentina","OilCrop",2085,0.127641,0.139331,-8.39009265705407
"1919","1975$/kg","FULL_FDBK","Argentina","OilCrop",2090,0.130782,0.144982,-9.794319294809
"1920","1975$/kg","FULL_FDBK","Argentina","OilCrop",2095,0.134574,0.148306,-9.2592342858684
"1921","1975$/kg","FULL_FDBK","Argentina","OilCrop",2100,0.136097,0.151529,-10.1841891651103
"1922","1975$/kg","FULL_FDBK","Argentina","OilPalm",2020,0.0258,0.0258,0
"1923","1975$/kg","FULL_FDBK","Argentina","OilPalm",2025,0.0258,0.0258,0
