"","Units","scenario","region","sector","year","value","value_baseline","diff"
"1","1975$/GJ","FULL_FDBK","Africa_Eastern","BioenergyCrop",2020,2.03188,2.03188,0
"2","1975$/GJ","FULL_FDBK","Africa_Eastern","BioenergyCrop",2025,1.4734,1.49678,-1.56201980250938
"3","1975$/GJ","FULL_FDBK","Africa_Eastern","BioenergyCrop",2030,1.46767,1.47561,-0.538082555688838
"4","1975$/GJ","FULL_FDBK","Africa_Eastern","BioenergyCrop",2035,1.43945,1.48726,-3.21463631106869
"5","1975$/GJ","FULL_FDBK","Africa_Eastern","BioenergyCrop",2040,1.68582,1.71119,-1.48259398430331
"6","1975$/GJ","FULL_FDBK","Africa_Eastern","BioenergyCrop",2045,1.95611,1.96003,-0.199996938822361
"7","1975$/GJ","FULL_FDBK","Africa_Eastern","BioenergyCrop",2050,2.31044,2.30218,0.358790363915938
"8","1975$/GJ","FULL_FDBK","Africa_Eastern","BioenergyCrop",2055,2.76372,2.76563,-0.0690620220347492
"9","1975$/GJ","FULL_FDBK","Africa_Eastern","BioenergyCrop",2060,3.02712,3.05512,-0.916494278457148
"10","1975$/GJ","FULL_FDBK","Africa_Eastern","BioenergyCrop",2065,3.27709,3.27361,0.106304660604034
"11","1975$/GJ","FULL_FDBK","Africa_Eastern","BioenergyCrop",2070,3.46799,3.40551,1.83467380803462
"12","1975$/GJ","FULL_FDBK","Africa_Eastern","BioenergyCrop",2075,3.62674,3.58356,1.20494703590843
"13","1975$/GJ","FULL_FDBK","Africa_Eastern","BioenergyCrop",2080,3.89228,3.84863,1.13416982146894
"14","1975$/GJ","FULL_FDBK","Africa_Eastern","BioenergyCrop",2085,4.22092,4.18468,0.8660160394582
"15","1975$/GJ","FULL_FDBK","Africa_Eastern","BioenergyCrop",2090,4.50552,4.47439,0.695737296033652
"16","1975$/GJ","FULL_FDBK","Africa_Eastern","BioenergyCrop",2095,4.7805,4.65336,2.73221929960286
"17","1975$/GJ","FULL_FDBK","Africa_Eastern","BioenergyCrop",2100,4.88053,4.80194,1.63663019529607
"18","1975$/GJ","FULL_FDBK","Africa_Northern","BioenergyCrop",2020,1.19818,1.19818,0
"19","1975$/GJ","FULL_FDBK","Africa_Northern","BioenergyCrop",2025,1.16392,1.18203,-1.53211001412822
"20","1975$/GJ","FULL_FDBK","Africa_Northern","BioenergyCrop",2030,1.23381,1.25266,-1.50479779030224
"21","1975$/GJ","FULL_FDBK","Africa_Northern","BioenergyCrop",2035,1.29449,1.326,-2.37631975867271
"22","1975$/GJ","FULL_FDBK","Africa_Northern","BioenergyCrop",2040,1.4485,1.466,-1.193724420191
"23","1975$/GJ","FULL_FDBK","Africa_Northern","BioenergyCrop",2045,1.67956,1.68564,-0.360693861085409
"24","1975$/GJ","FULL_FDBK","Africa_Northern","BioenergyCrop",2050,2.01435,1.99626,0.906194583871837
"25","1975$/GJ","FULL_FDBK","Africa_Northern","BioenergyCrop",2055,2.32016,2.34753,-1.16590629299732
"26","1975$/GJ","FULL_FDBK","Africa_Northern","BioenergyCrop",2060,2.51183,2.53681,-0.98470125866739
"27","1975$/GJ","FULL_FDBK","Africa_Northern","BioenergyCrop",2065,2.62582,2.68281,-2.12426522936771
"28","1975$/GJ","FULL_FDBK","Africa_Northern","BioenergyCrop",2070,2.75962,2.78815,-1.02325915033266
"29","1975$/GJ","FULL_FDBK","Africa_Northern","BioenergyCrop",2075,2.88135,2.9508,-2.3535990239935
"30","1975$/GJ","FULL_FDBK","Africa_Northern","BioenergyCrop",2080,3.18889,3.21259,-0.737722522948782
"31","1975$/GJ","FULL_FDBK","Africa_Northern","BioenergyCrop",2085,3.47475,3.56207,-2.45138360560012
"32","1975$/GJ","FULL_FDBK","Africa_Northern","BioenergyCrop",2090,3.86756,3.90014,-0.83535462829539
"33","1975$/GJ","FULL_FDBK","Africa_Northern","BioenergyCrop",2095,4.18345,4.14398,0.952465986804948
"34","1975$/GJ","FULL_FDBK","Africa_Northern","BioenergyCrop",2100,4.28353,4.38428,-2.2979827930698
"35","1975$/GJ","FULL_FDBK","Africa_Southern","BioenergyCrop",2020,2.31972,2.31972,0
"36","1975$/GJ","FULL_FDBK","Africa_Southern","BioenergyCrop",2025,1.54639,1.60153,-3.44295767172641
"37","1975$/GJ","FULL_FDBK","Africa_Southern","BioenergyCrop",2030,1.4943,1.52009,-1.69661006914064
"38","1975$/GJ","FULL_FDBK","Africa_Southern","BioenergyCrop",2035,1.46176,1.50701,-3.00263435544555
"39","1975$/GJ","FULL_FDBK","Africa_Southern","BioenergyCrop",2040,1.72446,1.78937,-3.62753371298277
"40","1975$/GJ","FULL_FDBK","Africa_Southern","BioenergyCrop",2045,1.98702,2.06667,-3.85402604189347
"41","1975$/GJ","FULL_FDBK","Africa_Southern","BioenergyCrop",2050,2.42854,2.43817,-0.394968357415604
"42","1975$/GJ","FULL_FDBK","Africa_Southern","BioenergyCrop",2055,2.86113,2.94156,-2.73426345204585
"43","1975$/GJ","FULL_FDBK","Africa_Southern","BioenergyCrop",2060,3.14205,3.26264,-3.69608660471276
"44","1975$/GJ","FULL_FDBK","Africa_Southern","BioenergyCrop",2065,3.44443,3.51112,-1.899393925585
"45","1975$/GJ","FULL_FDBK","Africa_Southern","BioenergyCrop",2070,3.60221,3.66633,-1.74888785243009
"46","1975$/GJ","FULL_FDBK","Africa_Southern","BioenergyCrop",2075,3.81992,3.87599,-1.44659815943797
"47","1975$/GJ","FULL_FDBK","Africa_Southern","BioenergyCrop",2080,4.11428,4.1805,-1.58402105011363
"48","1975$/GJ","FULL_FDBK","Africa_Southern","BioenergyCrop",2085,4.49923,4.55035,-1.12343006581911
"49","1975$/GJ","FULL_FDBK","Africa_Southern","BioenergyCrop",2090,4.80495,4.85278,-0.985620613339164
"50","1975$/GJ","FULL_FDBK","Africa_Southern","BioenergyCrop",2095,4.99516,4.9996,-0.088807104568361
"51","1975$/GJ","FULL_FDBK","Africa_Southern","BioenergyCrop",2100,5.10093,5.1506,-0.964353667533877
"52","1975$/GJ","FULL_FDBK","Africa_Western","BioenergyCrop",2020,2.07999,2.07999,0
"53","1975$/GJ","FULL_FDBK","Africa_Western","BioenergyCrop",2025,1.46287,1.48102,-1.22550674535118
"54","1975$/GJ","FULL_FDBK","Africa_Western","BioenergyCrop",2030,1.43862,1.45003,-0.786880271442654
"55","1975$/GJ","FULL_FDBK","Africa_Western","BioenergyCrop",2035,1.42439,1.4499,-1.75943168494378
"56","1975$/GJ","FULL_FDBK","Africa_Western","BioenergyCrop",2040,1.62859,1.65983,-1.8821204581192
"57","1975$/GJ","FULL_FDBK","Africa_Western","BioenergyCrop",2045,1.83734,1.89248,-2.91363713222861
"58","1975$/GJ","FULL_FDBK","Africa_Western","BioenergyCrop",2050,2.1974,2.2123,-0.673507209691268
"59","1975$/GJ","FULL_FDBK","Africa_Western","BioenergyCrop",2055,2.62332,2.66057,-1.40007592358028
"60","1975$/GJ","FULL_FDBK","Africa_Western","BioenergyCrop",2060,2.90988,2.95183,-1.42115230213123
"61","1975$/GJ","FULL_FDBK","Africa_Western","BioenergyCrop",2065,3.1467,3.17736,-0.964952035652244
"62","1975$/GJ","FULL_FDBK","Africa_Western","BioenergyCrop",2070,3.27532,3.31375,-1.15971331572993
"63","1975$/GJ","FULL_FDBK","Africa_Western","BioenergyCrop",2075,3.46003,3.49393,-0.970254126442145
"64","1975$/GJ","FULL_FDBK","Africa_Western","BioenergyCrop",2080,3.71356,3.75832,-1.19095766193405
"65","1975$/GJ","FULL_FDBK","Africa_Western","BioenergyCrop",2085,4.07753,4.0896,-0.295138888888879
"66","1975$/GJ","FULL_FDBK","Africa_Western","BioenergyCrop",2090,4.36017,4.37307,-0.294987274386189
"67","1975$/GJ","FULL_FDBK","Africa_Western","BioenergyCrop",2095,4.54677,4.53725,0.209818722794649
"68","1975$/GJ","FULL_FDBK","Africa_Western","BioenergyCrop",2100,4.66784,4.67338,-0.118543752059535
"69","1975$/GJ","FULL_FDBK","Argentina","BioenergyCrop",2020,1.25094,1.25094,0
"70","1975$/GJ","FULL_FDBK","Argentina","BioenergyCrop",2025,1.15228,1.17825,-2.20411627413537
"71","1975$/GJ","FULL_FDBK","Argentina","BioenergyCrop",2030,1.19658,1.21274,-1.3325197486683
"72","1975$/GJ","FULL_FDBK","Argentina","BioenergyCrop",2035,1.22468,1.25649,-2.5316556438969
"73","1975$/GJ","FULL_FDBK","Argentina","BioenergyCrop",2040,1.36395,1.3897,-1.85291789594876
"74","1975$/GJ","FULL_FDBK","Argentina","BioenergyCrop",2045,1.54343,1.55954,-1.03299690934505
"75","1975$/GJ","FULL_FDBK","Argentina","BioenergyCrop",2050,1.86045,1.83548,1.36040708697452
"76","1975$/GJ","FULL_FDBK","Argentina","BioenergyCrop",2055,2.14132,2.16175,-0.94506765352146
"77","1975$/GJ","FULL_FDBK","Argentina","BioenergyCrop",2060,2.36135,2.34688,0.616563266975719
"78","1975$/GJ","FULL_FDBK","Argentina","BioenergyCrop",2065,2.40647,2.49163,-3.41784293815694
"79","1975$/GJ","FULL_FDBK","Argentina","BioenergyCrop",2070,2.6488,2.59341,2.1357980419602
"80","1975$/GJ","FULL_FDBK","Argentina","BioenergyCrop",2075,2.68492,2.74399,-2.15270463813644
"81","1975$/GJ","FULL_FDBK","Argentina","BioenergyCrop",2080,3.01782,2.98272,1.17677824267782
"82","1975$/GJ","FULL_FDBK","Argentina","BioenergyCrop",2085,3.24452,3.29829,-1.63023869944729
"83","1975$/GJ","FULL_FDBK","Argentina","BioenergyCrop",2090,3.65165,3.59673,1.52694252835214
"84","1975$/GJ","FULL_FDBK","Argentina","BioenergyCrop",2095,3.77965,3.80502,-0.666750766093205
"85","1975$/GJ","FULL_FDBK","Argentina","BioenergyCrop",2100,4.03765,3.98861,1.22950100410921
"86","1975$/GJ","FULL_FDBK","Australia_NZ","BioenergyCrop",2020,1.49936,1.49936,0
"87","1975$/GJ","FULL_FDBK","Australia_NZ","BioenergyCrop",2025,1.33882,1.34062,-0.134266235025587
"88","1975$/GJ","FULL_FDBK","Australia_NZ","BioenergyCrop",2030,1.32999,1.33767,-0.574132633609179
"89","1975$/GJ","FULL_FDBK","Australia_NZ","BioenergyCrop",2035,1.38409,1.3868,-0.195413902509373
"90","1975$/GJ","FULL_FDBK","Australia_NZ","BioenergyCrop",2040,1.54489,1.54868,-0.244724539607922
"91","1975$/GJ","FULL_FDBK","Australia_NZ","BioenergyCrop",2045,1.74454,1.76931,-1.39998078346926
"92","1975$/GJ","FULL_FDBK","Australia_NZ","BioenergyCrop",2050,2.24736,2.07978,8.05758301358798
"93","1975$/GJ","FULL_FDBK","Australia_NZ","BioenergyCrop",2055,2.50825,2.44237,2.69738000384872
"94","1975$/GJ","FULL_FDBK","Australia_NZ","BioenergyCrop",2060,2.69309,2.64495,1.82007221308532
"95","1975$/GJ","FULL_FDBK","Australia_NZ","BioenergyCrop",2065,2.83046,2.80277,0.987951205414635
"96","1975$/GJ","FULL_FDBK","Australia_NZ","BioenergyCrop",2070,2.87072,2.91297,-1.45040971928994
"97","1975$/GJ","FULL_FDBK","Australia_NZ","BioenergyCrop",2075,3.1495,3.07996,2.25782153014975
"98","1975$/GJ","FULL_FDBK","Australia_NZ","BioenergyCrop",2080,3.56909,3.34868,6.58199648816848
"99","1975$/GJ","FULL_FDBK","Australia_NZ","BioenergyCrop",2085,3.70519,3.7081,-0.0784768479814452
"100","1975$/GJ","FULL_FDBK","Australia_NZ","BioenergyCrop",2090,4.08732,4.05074,0.903044875751093
"101","1975$/GJ","FULL_FDBK","Australia_NZ","BioenergyCrop",2095,4.29554,4.29216,0.0787482293297533
"102","1975$/GJ","FULL_FDBK","Australia_NZ","BioenergyCrop",2100,4.70201,4.50693,4.32844530534088
"103","1975$/GJ","FULL_FDBK","Brazil","BioenergyCrop",2020,1.48249,1.48249,0
"104","1975$/GJ","FULL_FDBK","Brazil","BioenergyCrop",2025,1.37053,1.3526,1.32559515008132
"105","1975$/GJ","FULL_FDBK","Brazil","BioenergyCrop",2030,1.319,1.32893,-0.747217686409366
"106","1975$/GJ","FULL_FDBK","Brazil","BioenergyCrop",2035,1.33443,1.33974,-0.396345559586183
"107","1975$/GJ","FULL_FDBK","Brazil","BioenergyCrop",2040,1.44155,1.45438,-0.882162846023728
"108","1975$/GJ","FULL_FDBK","Brazil","BioenergyCrop",2045,1.62833,1.64511,-1.01999258408252
"109","1975$/GJ","FULL_FDBK","Brazil","BioenergyCrop",2050,1.98508,1.94376,2.12577684487797
"110","1975$/GJ","FULL_FDBK","Brazil","BioenergyCrop",2055,2.32028,2.3053,0.649806966555329
"111","1975$/GJ","FULL_FDBK","Brazil","BioenergyCrop",2060,2.50882,2.51702,-0.325782075629116
"112","1975$/GJ","FULL_FDBK","Brazil","BioenergyCrop",2065,2.68287,2.68356,-0.0257121137593376
"113","1975$/GJ","FULL_FDBK","Brazil","BioenergyCrop",2070,2.80537,2.80109,0.152797660910576
"114","1975$/GJ","FULL_FDBK","Brazil","BioenergyCrop",2075,2.99074,2.97685,0.466600601306749
"115","1975$/GJ","FULL_FDBK","Brazil","BioenergyCrop",2080,3.25495,3.25279,0.0664045327242134
"116","1975$/GJ","FULL_FDBK","Brazil","BioenergyCrop",2085,3.62872,3.61587,0.355377820552172
"117","1975$/GJ","FULL_FDBK","Brazil","BioenergyCrop",2090,3.97838,3.95761,0.524811691904967
"118","1975$/GJ","FULL_FDBK","Brazil","BioenergyCrop",2095,4.20031,4.1957,0.109874395214137
"119","1975$/GJ","FULL_FDBK","Brazil","BioenergyCrop",2100,4.44519,4.4065,0.878021105185519
"120","1975$/GJ","FULL_FDBK","Canada","BioenergyCrop",2020,1.2831,1.2831,0
"121","1975$/GJ","FULL_FDBK","Canada","BioenergyCrop",2025,1.01201,1.03908,-2.60518920583592
"122","1975$/GJ","FULL_FDBK","Canada","BioenergyCrop",2030,1.01353,1.04388,-2.90742230907766
"123","1975$/GJ","FULL_FDBK","Canada","BioenergyCrop",2035,1.04099,1.07702,-3.34534177638298
"124","1975$/GJ","FULL_FDBK","Canada","BioenergyCrop",2040,1.17301,1.21021,-3.07384668776493
"125","1975$/GJ","FULL_FDBK","Canada","BioenergyCrop",2045,1.31333,1.36311,-3.65194298332489
"126","1975$/GJ","FULL_FDBK","Canada","BioenergyCrop",2050,1.58203,1.60048,-1.15277916625012
"127","1975$/GJ","FULL_FDBK","Canada","BioenergyCrop",2055,1.85658,1.8986,-2.21320973348784
"128","1975$/GJ","FULL_FDBK","Canada","BioenergyCrop",2060,2.03322,2.0685,-1.70558375634517
"129","1975$/GJ","FULL_FDBK","Canada","BioenergyCrop",2065,2.16439,2.2007,-1.64992956786476
"130","1975$/GJ","FULL_FDBK","Canada","BioenergyCrop",2070,2.23444,2.29409,-2.6001595403842
"131","1975$/GJ","FULL_FDBK","Canada","BioenergyCrop",2075,2.37533,2.433,-2.37032470201397
"132","1975$/GJ","FULL_FDBK","Canada","BioenergyCrop",2080,2.59152,2.65563,-2.41411642435128
"133","1975$/GJ","FULL_FDBK","Canada","BioenergyCrop",2085,2.88714,2.95202,-2.19781708796011
"134","1975$/GJ","FULL_FDBK","Canada","BioenergyCrop",2090,3.17341,3.23448,-1.88809329474908
"135","1975$/GJ","FULL_FDBK","Canada","BioenergyCrop",2095,3.36002,3.43188,-2.09389605697169
"136","1975$/GJ","FULL_FDBK","Canada","BioenergyCrop",2100,3.49654,3.60471,-3.00079618055266
"137","1975$/GJ","FULL_FDBK","Central America and Caribbean","BioenergyCrop",2020,1.48955,1.48955,0
"138","1975$/GJ","FULL_FDBK","Central America and Caribbean","BioenergyCrop",2025,1.39654,1.39046,0.437265365418629
"139","1975$/GJ","FULL_FDBK","Central America and Caribbean","BioenergyCrop",2030,1.3925,1.3889,0.259197926416592
"140","1975$/GJ","FULL_FDBK","Central America and Caribbean","BioenergyCrop",2035,1.42882,1.42273,0.428050297667156
"141","1975$/GJ","FULL_FDBK","Central America and Caribbean","BioenergyCrop",2040,1.59391,1.5703,1.50353435649238
"142","1975$/GJ","FULL_FDBK","Central America and Caribbean","BioenergyCrop",2045,1.73495,1.77285,-2.13780071636066
"143","1975$/GJ","FULL_FDBK","Central America and Caribbean","BioenergyCrop",2050,2.12733,2.05727,3.40548396661596
"144","1975$/GJ","FULL_FDBK","Central America and Caribbean","BioenergyCrop",2055,2.44201,2.42233,0.812440914326277
"145","1975$/GJ","FULL_FDBK","Central America and Caribbean","BioenergyCrop",2060,2.67935,2.62756,1.97103015725616
"146","1975$/GJ","FULL_FDBK","Central America and Caribbean","BioenergyCrop",2065,2.79862,2.79069,0.284159114770899
"147","1975$/GJ","FULL_FDBK","Central America and Caribbean","BioenergyCrop",2070,2.94439,2.90927,1.207175683247
"148","1975$/GJ","FULL_FDBK","Central America and Caribbean","BioenergyCrop",2075,3.14245,3.07976,2.03554822453699
"149","1975$/GJ","FULL_FDBK","Central America and Caribbean","BioenergyCrop",2080,3.33917,3.34174,-0.0769060429596546
"150","1975$/GJ","FULL_FDBK","Central America and Caribbean","BioenergyCrop",2085,3.74574,3.68821,1.55983525883829
"151","1975$/GJ","FULL_FDBK","Central America and Caribbean","BioenergyCrop",2090,4.06176,4.02223,0.982788154829514
"152","1975$/GJ","FULL_FDBK","Central America and Caribbean","BioenergyCrop",2095,4.35213,4.2601,2.16027792774816
"153","1975$/GJ","FULL_FDBK","Central America and Caribbean","BioenergyCrop",2100,4.58127,4.46963,2.49774589843006
"154","1975$/GJ","FULL_FDBK","Central Asia","BioenergyCrop",2020,1.26892,1.26892,0
"155","1975$/GJ","FULL_FDBK","Central Asia","BioenergyCrop",2025,1.21715,1.22612,-0.731576028447472
"156","1975$/GJ","FULL_FDBK","Central Asia","BioenergyCrop",2030,1.25826,1.28064,-1.74756371814093
"157","1975$/GJ","FULL_FDBK","Central Asia","BioenergyCrop",2035,1.33415,1.34386,-0.722545503251835
"158","1975$/GJ","FULL_FDBK","Central Asia","BioenergyCrop",2040,1.49155,1.49863,-0.47243148742518
"159","1975$/GJ","FULL_FDBK","Central Asia","BioenergyCrop",2045,1.70432,1.71264,-0.485799701046331
"160","1975$/GJ","FULL_FDBK","Central Asia","BioenergyCrop",2050,1.98586,2.01217,-1.30754359721096
"161","1975$/GJ","FULL_FDBK","Central Asia","BioenergyCrop",2055,2.3471,2.36253,-0.653113399618199
"162","1975$/GJ","FULL_FDBK","Central Asia","BioenergyCrop",2060,2.498,2.55669,-2.29554619449366
"163","1975$/GJ","FULL_FDBK","Central Asia","BioenergyCrop",2065,2.63315,2.70684,-2.72236260732071
"164","1975$/GJ","FULL_FDBK","Central Asia","BioenergyCrop",2070,2.79332,2.81381,-0.72819415667725
"165","1975$/GJ","FULL_FDBK","Central Asia","BioenergyCrop",2075,2.88107,2.97703,-3.22334675834641
"166","1975$/GJ","FULL_FDBK","Central Asia","BioenergyCrop",2080,3.18389,3.24557,-1.90043659511272
"167","1975$/GJ","FULL_FDBK","Central Asia","BioenergyCrop",2085,3.60517,3.60878,-0.100033806438732
"168","1975$/GJ","FULL_FDBK","Central Asia","BioenergyCrop",2090,3.90097,3.96408,-1.59204657827289
"169","1975$/GJ","FULL_FDBK","Central Asia","BioenergyCrop",2095,4.1792,4.22626,-1.11351407627548
"170","1975$/GJ","FULL_FDBK","Central Asia","BioenergyCrop",2100,4.37297,4.46708,-2.10674534595307
"171","1975$/GJ","FULL_FDBK","China","BioenergyCrop",2020,1.07574,1.07574,0
"172","1975$/GJ","FULL_FDBK","China","BioenergyCrop",2025,1.17123,1.18946,-1.53262825147546
"173","1975$/GJ","FULL_FDBK","China","BioenergyCrop",2030,1.24139,1.25682,-1.22770165974444
"174","1975$/GJ","FULL_FDBK","China","BioenergyCrop",2035,1.28473,1.31215,-2.08970011050566
"175","1975$/GJ","FULL_FDBK","China","BioenergyCrop",2040,1.38687,1.42129,-2.42174362726818
"176","1975$/GJ","FULL_FDBK","China","BioenergyCrop",2045,1.51416,1.57301,-3.741234957184
"177","1975$/GJ","FULL_FDBK","China","BioenergyCrop",2050,1.79939,1.83145,-1.75052553987278
"178","1975$/GJ","FULL_FDBK","China","BioenergyCrop",2055,2.0915,2.14654,-2.56412645466658
"179","1975$/GJ","FULL_FDBK","China","BioenergyCrop",2060,2.23046,2.30889,-3.39687035761773
"180","1975$/GJ","FULL_FDBK","China","BioenergyCrop",2065,2.34904,2.42673,-3.20142743527298
"181","1975$/GJ","FULL_FDBK","China","BioenergyCrop",2070,2.42813,2.5056,-3.09187420178799
"182","1975$/GJ","FULL_FDBK","China","BioenergyCrop",2075,2.54577,2.63101,-3.2398204491811
"183","1975$/GJ","FULL_FDBK","China","BioenergyCrop",2080,2.74956,2.84788,-3.45239265699398
"184","1975$/GJ","FULL_FDBK","China","BioenergyCrop",2085,3.044,3.14016,-3.06226434321817
"185","1975$/GJ","FULL_FDBK","China","BioenergyCrop",2090,3.31601,3.41787,-2.98021867420353
"186","1975$/GJ","FULL_FDBK","China","BioenergyCrop",2095,3.52868,3.60836,-2.20820538970612
"187","1975$/GJ","FULL_FDBK","China","BioenergyCrop",2100,3.66683,3.77086,-2.75878712017948
"188","1975$/GJ","FULL_FDBK","Colombia","BioenergyCrop",2020,1.28262,1.28262,0
"189","1975$/GJ","FULL_FDBK","Colombia","BioenergyCrop",2025,1.22738,1.23062,-0.263281922933166
"190","1975$/GJ","FULL_FDBK","Colombia","BioenergyCrop",2030,1.23232,1.23897,-0.53673615987472
"191","1975$/GJ","FULL_FDBK","Colombia","BioenergyCrop",2035,1.25619,1.27845,-1.74117094919631
"192","1975$/GJ","FULL_FDBK","Colombia","BioenergyCrop",2040,1.37421,1.38478,-0.763298141220986
"193","1975$/GJ","FULL_FDBK","Colombia","BioenergyCrop",2045,1.49566,1.51938,-1.56116310600376
"194","1975$/GJ","FULL_FDBK","Colombia","BioenergyCrop",2050,1.78846,1.76717,1.20475109921513
"195","1975$/GJ","FULL_FDBK","Colombia","BioenergyCrop",2055,2.07968,2.07382,0.282570329151045
"196","1975$/GJ","FULL_FDBK","Colombia","BioenergyCrop",2060,2.24136,2.23579,0.24912894323705
"197","1975$/GJ","FULL_FDBK","Colombia","BioenergyCrop",2065,2.36222,2.35834,0.164522503116603
"198","1975$/GJ","FULL_FDBK","Colombia","BioenergyCrop",2070,2.45655,2.45191,0.189240224967482
"199","1975$/GJ","FULL_FDBK","Colombia","BioenergyCrop",2075,2.61252,2.59503,0.673980647622571
"200","1975$/GJ","FULL_FDBK","Colombia","BioenergyCrop",2080,2.83384,2.82578,0.285230980472647
"201","1975$/GJ","FULL_FDBK","Colombia","BioenergyCrop",2085,3.15818,3.13555,0.721723461593672
"202","1975$/GJ","FULL_FDBK","Colombia","BioenergyCrop",2090,3.45802,3.43629,0.63236804809838
"203","1975$/GJ","FULL_FDBK","Colombia","BioenergyCrop",2095,3.68762,3.65475,0.899377522402352
"204","1975$/GJ","FULL_FDBK","Colombia","BioenergyCrop",2100,3.87514,3.85196,0.601771565644503
"205","1975$/GJ","FULL_FDBK","EU-12","BioenergyCrop",2020,1.5609,1.5609,0
"206","1975$/GJ","FULL_FDBK","EU-12","BioenergyCrop",2025,1.16797,1.17871,-0.911165596287464
"207","1975$/GJ","FULL_FDBK","EU-12","BioenergyCrop",2030,1.12728,1.14212,-1.29933807305712
"208","1975$/GJ","FULL_FDBK","EU-12","BioenergyCrop",2035,1.13846,1.15574,-1.49514596708602
"209","1975$/GJ","FULL_FDBK","EU-12","BioenergyCrop",2040,1.23912,1.27829,-3.06424989634589
"210","1975$/GJ","FULL_FDBK","EU-12","BioenergyCrop",2045,1.38046,1.42595,-3.19015393246608
"211","1975$/GJ","FULL_FDBK","EU-12","BioenergyCrop",2050,1.72704,1.66522,3.71242238262812
"212","1975$/GJ","FULL_FDBK","EU-12","BioenergyCrop",2055,1.94239,1.96897,-1.3499443871669
"213","1975$/GJ","FULL_FDBK","EU-12","BioenergyCrop",2060,2.1018,2.14229,-1.89003356221614
"214","1975$/GJ","FULL_FDBK","EU-12","BioenergyCrop",2065,2.30157,2.27799,1.03512306902137
"215","1975$/GJ","FULL_FDBK","EU-12","BioenergyCrop",2070,2.37656,2.37308,0.146644866586889
"216","1975$/GJ","FULL_FDBK","EU-12","BioenergyCrop",2075,2.48613,2.5112,-0.998327492832109
"217","1975$/GJ","FULL_FDBK","EU-12","BioenergyCrop",2080,2.6835,2.72921,-1.67484363607052
"218","1975$/GJ","FULL_FDBK","EU-12","BioenergyCrop",2085,3.0327,3.01416,0.615096743371295
"219","1975$/GJ","FULL_FDBK","EU-12","BioenergyCrop",2090,3.28808,3.27992,0.248786555769644
"220","1975$/GJ","FULL_FDBK","EU-12","BioenergyCrop",2095,3.52111,3.46022,1.75971470022138
"221","1975$/GJ","FULL_FDBK","EU-12","BioenergyCrop",2100,3.57606,3.61502,-1.07772571106107
"222","1975$/GJ","FULL_FDBK","EU-15","BioenergyCrop",2020,2.04653,2.04653,0
"223","1975$/GJ","FULL_FDBK","EU-15","BioenergyCrop",2025,0.934097,0.973267,-4.02458934701372
"224","1975$/GJ","FULL_FDBK","EU-15","BioenergyCrop",2030,0.909951,0.949439,-4.15908762964236
"225","1975$/GJ","FULL_FDBK","EU-15","BioenergyCrop",2035,0.927737,0.976786,-5.02146836666373
"226","1975$/GJ","FULL_FDBK","EU-15","BioenergyCrop",2040,1.06342,1.10745,-3.97580026186284
"227","1975$/GJ","FULL_FDBK","EU-15","BioenergyCrop",2045,1.21529,1.27106,-4.38767642754867
"228","1975$/GJ","FULL_FDBK","EU-15","BioenergyCrop",2050,1.50102,1.49796,0.204277817832256
"229","1975$/GJ","FULL_FDBK","EU-15","BioenergyCrop",2055,1.77694,1.78169,-0.266600811588999
"230","1975$/GJ","FULL_FDBK","EU-15","BioenergyCrop",2060,1.90953,1.94146,-1.64463857097236
"231","1975$/GJ","FULL_FDBK","EU-15","BioenergyCrop",2065,2.04409,2.06596,-1.05858777517473
"232","1975$/GJ","FULL_FDBK","EU-15","BioenergyCrop",2070,2.15112,2.15244,-0.0613257512404418
"233","1975$/GJ","FULL_FDBK","EU-15","BioenergyCrop",2075,2.25426,2.27742,-1.01694022182998
"234","1975$/GJ","FULL_FDBK","EU-15","BioenergyCrop",2080,2.46299,2.47483,-0.478416699328837
"235","1975$/GJ","FULL_FDBK","EU-15","BioenergyCrop",2085,2.69812,2.73299,-1.27589197179646
"236","1975$/GJ","FULL_FDBK","EU-15","BioenergyCrop",2090,2.95133,2.97368,-0.75159398455785
"237","1975$/GJ","FULL_FDBK","EU-15","BioenergyCrop",2095,3.1395,3.1351,0.140346400433797
"238","1975$/GJ","FULL_FDBK","EU-15","BioenergyCrop",2100,3.23409,3.26958,-1.08546051786467
"239","1975$/GJ","FULL_FDBK","Europe_Eastern","BioenergyCrop",2020,1.25685,1.25685,0
"240","1975$/GJ","FULL_FDBK","Europe_Eastern","BioenergyCrop",2025,1.18021,1.15394,2.27654817408184
"241","1975$/GJ","FULL_FDBK","Europe_Eastern","BioenergyCrop",2030,1.19417,1.18737,0.572694273899451
"242","1975$/GJ","FULL_FDBK","Europe_Eastern","BioenergyCrop",2035,1.23171,1.23008,0.132511706555673
"243","1975$/GJ","FULL_FDBK","Europe_Eastern","BioenergyCrop",2040,1.34743,1.367,-1.43160204828091
"244","1975$/GJ","FULL_FDBK","Europe_Eastern","BioenergyCrop",2045,1.5098,1.54234,-2.1097812414902
"245","1975$/GJ","FULL_FDBK","Europe_Eastern","BioenergyCrop",2050,1.99151,1.82708,8.99960592858549
"246","1975$/GJ","FULL_FDBK","Europe_Eastern","BioenergyCrop",2055,2.14074,2.16116,-0.944862943974537
