"year","region","basin_abr","agglt","gcam_reg_code","gcam_basin_code","agglt_area_thous_sqkm","above_wsum","below_wsum","above_scalar","below_scalar","above_scalar_min","above_scalar_max","below_scalar_min","below_scalar_max"
2025,"Africa_Western","AfrCstW","Pasture",5,142,284.17116,278.67926816184,279.8290246752,0.980674,0.98472,0.980674,0.980674,0.98472,0.98472
2025,"Africa_Western","AfrCstW","Shrubland",5,142,10.20856,10.20856,10.20856,1,1,1,1,1,1
2025,"Africa_Western","AfrIntN","Crop",5,144,0.151499847307,0.154302637988817,0.145314348870855,1.01850028717282,0.959171586334271,0.69619,1.1598,0.790835,1.03137
2025,"Africa_Western","AfrIntN","Grassland",5,144,24.1968,28.062964704,24.956337552,1.15978,1.03139,1.15978,1.15978,1.03139,1.03139
2025,"Africa_Western","AfrIntN","Pasture",5,144,105.48818,122.3430814004,108.7994539702,1.15978,1.03139,1.15978,1.15978,1.03139,1.03139
2025,"Africa_Western","AfrIntN","Shrubland",5,144,22.2886,22.2886,22.2886,1,1,1,1,1,1
2025,"Africa_Western","CongoR","Crop",5,183,99.98404330026,106.207674245615,101.199368939185,1.06224624189947,1.01215519595737,1,1.07008,1,1.0175
2025,"Africa_Western","CongoR","Forest",5,183,1651.25,1746.2133875,1663.1885375,1.05751,1.00723,1.05751,1.05751,1.00723,1.00723
2025,"Africa_Western","CongoR","Grassland",5,183,988.91,1079.4051541,1014.2359851,1.09151,1.02561,1.09151,1.09151,1.02561,1.02561
2025,"Africa_Western","CongoR","Pasture",5,183,253.65254,276.8642839354,260.1485815494,1.09151,1.02561,1.09151,1.09151,1.02561,1.02561
2025,"Africa_Western","CongoR","Shrubland",5,183,2.82137,2.82137,2.82137,1,1,1,1,1,1
2025,"Africa_Western","GuineaGulf","Crop",5,162,58.648364176612,59.2646570738042,57.9442021529516,1.01050827087583,0.987993492511745,0.995237,1.02675,0.966561,1
2025,"Africa_Western","GuineaGulf","Forest",5,162,334.327,343.27024725,327.52678882,1.02675,0.97966,1.02675,1.02675,0.97966,0.97966
2025,"Africa_Western","GuineaGulf","Grassland",5,162,167.4739,169.589095357,164.181363126,1.01263,0.98034,1.01263,1.01263,0.98034,0.98034
2025,"Africa_Western","GuineaGulf","Pasture",5,162,109.9629,111.351731427,107.801029386,1.01263,0.98034,1.01263,1.01263,0.98034,0.98034
2025,"Africa_Western","GuineaGulf","Shrubland",5,162,0.375796,0.375796,0.375796,1,1,1,1,1,1
2025,"Africa_Western","LChad","Crop",5,151,213.120989016,220.194830063853,212.213458590995,1.03319166770253,0.995741712586849,0.992031,1.11452,0.981591,1.02976
2025,"Africa_Western","LChad","Forest",5,151,2.044355,2.2784745346,2.1051950048,1.11452,1.02976,1.11452,1.11452,1.02976,1.02976
2025,"Africa_Western","LChad","Grassland",5,151,313.4999,312.2085939119,307.9747777624,0.995881,0.982376,0.995881,0.995881,0.982376,0.982376
2025,"Africa_Western","LChad","Pasture",5,151,572.0461,569.6898421141,561.9643595336,0.995881,0.982376,0.995881,0.995881,0.982376,0.982376
2025,"Africa_Western","LChad","Shrubland",5,151,50.07533,50.07533,50.07533,1,1,1,1,1,1
2025,"Africa_Western","NigerR","Crop",5,149,499.275599534,535.879436682996,514.600823598257,1.07331389153237,1.0306949189557,1,1.15746,1,1.09503
2025,"Africa_Western","NigerR","Forest",5,149,56.24767,65.1044281182,61.5928860801,1.15746,1.09503,1.15746,1.15746,1.09503,1.09503
2025,"Africa_Western","NigerR","Grassland",5,149,280.5887,297.342651277,287.653923466,1.05971,1.02518,1.05971,1.05971,1.02518,1.02518
2025,"Africa_Western","NigerR","Pasture",5,149,606.6961,642.921924131,621.972707798,1.05971,1.02518,1.05971,1.05971,1.02518,1.02518
2025,"Africa_Western","NigerR","Shrubland",5,149,164.9973,164.9973,164.9973,1,1,1,1,1,1
2025,"Africa_Western","NileR","Crop",5,87,2.636422132,2.7745403162518,2.80068241372016,1.05238849369961,1.06230424169424,0.999966,1.06465,1,1.07968
2025,"Africa_Western","NileR","Forest",5,87,6.48164,6.494927362,6.7768138856,1.00205,1.04554,1.00205,1.00205,1.04554,1.04554
2025,"Africa_Western","NileR","Grassland",5,87,4.54634,4.694550684,4.7712019764,1.0326,1.04946,1.0326,1.0326,1.04946,1.04946
2025,"Africa_Western","NileR","Pasture",5,87,2.902926,2.9975613876,3.04650471996,1.0326,1.04946,1.0326,1.0326,1.04946,1.04946
2025,"Africa_Western","NileR","Shrubland",5,87,0.2272505,0.2272505,0.2272505,1,1,1,1,1,1
2025,"Africa_Western","SenegalR","Crop",5,152,23.72780294984,23.7598537527346,24.1075311019593,1.00135076993695,1.01600351085695,0.960062,1.0113,0.964141,1.03501
2025,"Africa_Western","SenegalR","Forest",5,152,0.689890838,0.662337977711956,0.665152042440158,0.960062,0.964141,0.960062,0.960062,0.964141,0.964141
2025,"Africa_Western","SenegalR","Grassland",5,152,62.82947,63.5388147163,63.1140874991,1.01129,1.00453,1.01129,1.01129,1.00453,1.00453
2025,"Africa_Western","SenegalR","Pasture",5,152,322.6584,326.301213336,324.120042552,1.01129,1.00453,1.01129,1.01129,1.00453,1.00453
2025,"Africa_Western","SenegalR","Shrubland",5,152,18.05448,18.05448,18.05448,1,1,1,1,1,1
2025,"Africa_Western","VoltaR","Crop",5,160,101.36965929094,113.883640019334,104.57414066409,1.12344897690223,1.03161183923834,1,1.18521,0.986811,1.05702
2025,"Africa_Western","VoltaR","Forest",5,160,28.29138,28.7253697692,27.91824498918,1.01534,0.986811,1.01534,1.01534,0.986811,0.986811
2025,"Africa_Western","VoltaR","Grassland",5,160,141.8911,156.852097584,145.120541436,1.10544,1.02276,1.10544,1.10544,1.02276,1.02276
2025,"Africa_Western","VoltaR","Pasture",5,160,115.01217,127.1390532048,117.6298469892,1.10544,1.02276,1.10544,1.10544,1.02276,1.02276
2025,"Africa_Western","VoltaR","Shrubland",5,160,0.0253339,0.0253339,0.0253339,1,1,1,1,1,1
2025,"Africa_Western","ZambeziR","Crop",5,188,0.05882953169,0.0652592143223992,0.0610143969719742,1.10929345258569,1.03713892018531,1,1.16409,1,1.06478
2025,"Africa_Western","ZambeziR","Forest",5,188,0.76493301,0.8819601111999,0.811058470503,1.15299,1.0603,1.15299,1.15299,1.0603,1.0603
2025,"Africa_Western","ZambeziR","Grassland",5,188,0.847351,0.98418971299,0.90288638454,1.16149,1.06554,1.16149,1.16149,1.06554,1.06554
2025,"Africa_Western","ZambeziR","Pasture",5,188,0.04894537,0.0568495578013,0.0521532495498,1.16149,1.06554,1.16149,1.16149,1.06554,1.06554
2025,"Argentina","ArgColoR","Crop",31,212,4.802017038,5.10282143064284,4.78640393528253,1.06264125892567,0.996748636542952,0.942948,1.36929,0.944428,1.11889
2025,"Argentina","ArgColoR","Forest",31,212,0.6640105,0.839355752735,0.72636108595,1.26407,1.0939,1.26407,1.26407,1.0939,1.0939
