region,scenario,GCAM_basin_ID,gcam_glu_abbr,year,LT_GCAM,lt_gcam_area_ha,AvailableUnmanaged_area_ha,AvailableUnmanaged_percent _of_AllUnmanaged,GCAM_region_ID,unit_id
China,Reference,37,RusCstSE,2015,AllUnmanaged,429497.102,416240.1,96.91336636772,11,11037
China,Reference,42,Gobi,2015,AllUnmanaged,67965499.3,31331930,46.0997569689008,11,11042
China,Reference,43,AmurR,2015,AllUnmanaged,50791177.92,32151880,63.3020955935333,11,11043
China,Reference,56,ObR,2015,AllUnmanaged,6879793.389,1206337.1,17.5344960493842,11,11056
China,Reference,58,AmuDaryaR,2015,AllUnmanaged,20610.268183019,160.768,0.780038370060892,11,11058
China,Reference,66,BoHai,2015,AllUnmanaged,12570555.689204,12030973,95.7075669322446,11,11066
China,Reference,68,LBalkash,2015,AllUnmanaged,3351899.46440269,1828078.6,54.5385868345477,11,11068
China,Reference,77,ZiyaHe,2015,AllUnmanaged,9921244.06836702,9037204.59,91.089429185744,11,11077
China,Reference,78,ChinaCst,2015,AllUnmanaged,7945762.41465,6964038.6,87.6446870241181,11,11078
China,Reference,79,HuangHeR,2015,AllUnmanaged,46497173.247,38694530,83.219101932173,11,11079
China,Reference,85,Tarim,2015,AllUnmanaged,76280950.1382279,7518705,9.85659589501105,11,11085
China,Reference,89,IndusR,2015,AllUnmanaged,6304251.97284938,571551.11,9.06612096822126,11,11089
China,Reference,92,Tibet,2015,AllUnmanaged,27296386.795088,1221294.5,4.47419839544394,11,11092
China,Reference,106,Yangtze,2015,AllUnmanaged,81887660.4,58683900,71.6639109156915,11,11106
